test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.5.6,nbody.py 50000,0.510187,3345,1686118552.950010,-,-,672,16.83,4000,1893,1.43,2578,0,38,3962,1071,78,905,0,806,0,0,0.02,3.55,1.24,0.27,18.53,0.00,59.30,0.00,0.00,19.07,0.20,12.51,51.40,67,76,97.02,450,300,123.13,97.87,2.27,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.66,8.51,0.01,0.26,0.00,0.00
2,Python 2.5.6,nbody.py 50000,0.524362,1268,1686118553.543711,-,-,680,17.02,3999,1895,1.41,2683,0,22,3883,978,126,971,0,869,0,0,0.01,3.37,1.03,0.61,20.00,0.00,57.75,0.00,0.00,19.05,0.50,14.57,48.86,73,75,97.07,450,300,123.89,97.94,2.65,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,8.80,0.02,0.27,0.00,0.00
3,Python 2.5.6,nbody.py 50000,0.503711,1075,1686118554.121424,-,-,672,16.81,3999,1896,1.46,2550,0,44,3929,941,115,888,0,840,0,0,0.01,3.57,1.20,0.34,18.99,0.00,58.93,0.00,0.00,18.89,0.21,13.90,50.18,76,79,96.48,450,300,122.59,98.06,3.30,3.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.65,8.52,0.02,0.26,0.00,0.00
4,Python 2.5.6,nbody.py 50000,0.509821,1390,1686118554.695537,-,-,669,16.73,3999,1895,1.45,2536,0,15,3330,1082,151,969,0,843,0,0,0.01,3.10,1.66,0.55,18.52,0.00,59.25,0.00,0.00,19.20,0.22,13.70,50.15,78,78,96.31,450,300,121.93,98.08,3.45,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.64,8.50,0.02,0.25,0.00,0.00
5,Python 2.5.6,nbody.py 50000,0.508971,1074,1686118555.248984,-,-,594,14.77,4025,1896,1.60,2396,0,6,453,956,519,1234,0,901,0,0,0.00,1.33,2.44,2.07,20.08,0.00,59.01,0.00,0.00,20.33,1.12,14.26,49.53,75,79,97.06,450,300,114.25,97.67,2.69,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,8.16,0.01,0.22,0.00,0.00
6,Python 2.5.6,nbody.py 50000,0.734103,1131,1686118556.018495,-,-,743,44.52,1669,1896,1.16,6092,0,25,947,2231,1078,1469,0,727,0,0,0.01,1.48,3.68,3.05,14.80,0.00,32.09,0.00,0.00,17.85,1.53,9.24,26.87,80,81,96.04,450,300,222.18,98.40,3.62,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.89,10.18,0.03,0.45,0.00,0.00
7,Python 2.5.6,nbody.py 50000,0.508021,1377,1686118556.559830,-,-,679,17.00,3995,1896,1.43,2529,0,13,3698,1179,76,918,0,802,0,0,0.01,3.07,1.84,0.25,19.47,0.00,58.19,0.00,0.00,18.74,0.21,13.86,50.19,78,78,96.26,450,300,123.27,97.99,3.35,3.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.64,8.50,0.02,0.27,0.00,0.00
8,Python 2.5.6,nbody.py 50000,0.508157,1056,1686118557.117520,-,-,690,17.27,3996,1896,1.41,2675,0,16,3215,1068,173,957,0,828,0,0,0.01,3.70,1.90,0.95,18.86,0.00,57.12,0.00,0.00,20.58,0.65,13.06,48.44,79,82,95.25,450,300,125.72,98.03,4.27,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,8.72,0.03,0.27,0.00,0.00
9,Python 2.5.6,nbody.py 50000,0.512066,1183,1686118557.681239,-,-,677,16.94,3994,1896,1.42,2549,0,7,2706,1154,134,899,0,839,0,0,0.00,2.98,1.59,0.39,19.01,0.00,58.90,0.00,0.00,18.75,0.18,13.59,50.53,78,82,96.08,450,300,123.01,98.11,3.49,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.81,8.63,0.02,0.27,0.00,0.00
10,Python 2.5.6,nbody.py 50000,0.510240,1085,1686118558.252883,-,-,687,17.17,3993,1900,1.41,2622,0,24,3532,1157,130,980,0,852,0,0,0.01,3.20,1.75,0.46,18.53,0.00,58.89,0.00,0.00,19.45,0.15,13.62,49.61,79,82,97.41,450,300,124.73,98.21,2.69,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,8.77,0.02,0.26,0.00,0.00
