test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.6.15,nbody.py 50000,0.464372,1352,1686119180.866569,-,-,629,15.69,4009,1895,1.46,2268,0,8,929,1018,472,1000,0,759,0,0,0.00,2.00,2.48,1.94,20.71,0.00,56.91,0.00,0.00,20.56,0.84,14.92,47.98,72,75,94.75,450,300,118.65,97.88,4.94,4.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.68,7.56,0.03,0.24,0.00,0.00
2,Python 3.6.15,nbody.py 50000,0.462335,1082,1686119181.359970,-,-,581,14.41,4033,1896,1.56,2088,0,10,341,900,513,1128,0,753,0,0,0.01,0.84,2.31,2.31,20.45,0.00,59.41,0.00,0.00,18.78,1.13,14.22,51.46,75,77,94.95,450,300,110.04,97.81,4.55,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,7.30,0.02,0.22,0.00,0.00
3,Python 3.6.15,nbody.py 50000,0.637131,1401,1686119182.083367,-,-,885,40.44,2189,1896,1.05,4361,0,32,2812,2734,689,1118,0,611,0,0,0.01,3.01,4.09,2.00,14.91,0.00,35.33,0.00,0.00,18.64,1.13,9.95,29.84,76,76,88.21,450,300,213.71,98.51,11.29,11.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.17,10.58,0.10,0.50,0.00,0.00
4,Python 3.6.15,nbody.py 50000,0.467448,1059,1686119182.584048,-,-,691,17.33,3990,1896,1.36,2420,0,17,3704,1100,102,845,0,752,0,0,0.01,3.59,1.56,0.35,18.58,0.00,58.41,0.00,0.00,19.11,0.28,13.34,49.94,79,79,96.05,450,300,124.74,98.06,3.47,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,7.96,0.02,0.26,0.00,0.00
5,Python 3.6.15,nbody.py 50000,0.466613,1074,1686119183.084231,-,-,694,17.39,3991,1896,1.38,2471,0,12,3524,1134,147,862,0,795,0,0,0.01,3.72,1.64,0.53,18.27,0.00,58.27,0.00,0.00,19.81,0.44,13.68,48.69,77,80,95.15,450,300,125.72,97.94,4.58,4.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.15,8.04,0.02,0.26,0.00,0.00
6,Python 3.6.15,nbody.py 50000,0.476458,1157,1686119183.601232,-,-,712,17.88,3985,1896,1.33,2555,0,52,3660,1113,95,867,0,828,0,0,0.02,4.28,1.70,0.37,18.63,0.00,56.95,0.00,0.00,19.94,0.20,13.80,48.18,77,81,95.08,450,300,125.79,98.06,4.42,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.47,8.26,0.02,0.28,0.00,0.00
7,Python 3.6.15,nbody.py 50000,0.475862,1110,1686119184.126580,-,-,711,17.79,3994,1896,1.34,2459,0,15,3438,1106,142,856,0,779,0,0,0.01,3.47,1.73,0.37,18.52,0.00,57.94,0.00,0.00,18.78,0.18,13.64,49.61,81,81,94.36,450,300,124.60,98.07,5.18,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.33,8.19,0.03,0.28,0.00,0.00
8,Python 3.6.15,nbody.py 50000,0.478022,1115,1686119184.656180,-,-,712,17.83,3991,1896,1.33,2542,0,13,3891,890,118,884,0,798,0,0,0.01,3.76,1.28,0.39,19.47,0.00,57.09,0.00,0.00,19.34,0.28,14.83,47.73,82,82,94.35,450,300,127.35,98.03,5.19,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.44,8.30,0.03,0.28,0.00,0.00
9,Python 3.6.15,nbody.py 50000,0.465412,1115,1686119185.183742,-,-,689,17.25,3993,1896,1.40,2386,0,13,3734,992,137,848,0,753,0,0,0.01,3.79,1.28,0.57,18.77,0.00,58.17,0.00,0.00,19.40,0.48,13.56,49.32,80,83,96.04,450,300,125.01,98.00,3.69,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.14,8.07,0.02,0.25,0.00,0.00
10,Python 3.6.15,nbody.py 50000,0.517903,1057,1686119185.732480,-,-,673,23.56,2858,1896,1.33,2763,0,31,1660,1796,1035,1364,0,687,0,0,0.01,2.30,4.15,3.77,18.27,0.00,47.68,0.00,0.00,22.14,1.99,11.48,40.82,81,81,96.35,450,300,146.57,97.86,3.41,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,8.35,0.02,0.27,0.00,0.00
