version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
Python 2.5.6,nbody.py 50000000,0.99,0.3,0.8,0.1,0.05,0.06,7.68,3.28,0,0.03,1.98,343053080426 ns,1283320472536,3.741 GHz,4218770551566,3.29,343022.99 msec,1,1283403537483,3.741 GHz,109,646740682646,8186650843,343023.53 msec,1,2369 C,721638882140,2101699131,0.29%,0,663467257845,9025,9025,0,55150505,3785773,6.864,1332713010005,166406447,0.01%,5522571,332935,6.03%,94908960,1332138146431,65196,0.00%,6961552,19017416,273.18%,0,0
Python 2.7.18,nbody.py 50000000,1,0.3,0.8,0.1,0.05,0.05,7.7,3.3,0,0.02,1.92,352264373564 ns,1278351025163,3.629 GHz,4218893434253,3.3,352235.62 msec,1,1278447458084,3.630 GHz,87,665751658537,8427486868,352236.04 msec,1,2370 C,721970773553,2115114371,0.29%,0,663737069087,8976,8976,0,56738821,6321891,11.142,1332505046152,99416929,0.01%,5030203,506904,10.08%,60058158,1330968644532,67678,0.00%,3451255,5427261,157.25%,0,0
Python 3.0.1,nbody.py 50000000,1,0.3,0.8,0.1,0.05,0.06,7.69,3.28,0,0.03,1.91,357172356285 ns,1285187705680,3.599 GHz,4215697827165,3.28,357136.17 msec,1,1285386876815,3.599 GHz,71,673652600662,8526983965,357136.73 msec,1,2315 C,721925903381,2230345315,0.31%,0,663433168602,9025,9025,0,67634998,2036034,3.01,1331897436458,151477978,0.01%,6659312,226813,3.41%,56784558,1331998748242,2614073,0.00%,5914646,41886977,708.19%,0,0
Python 3.4.10,nbody.py 50000000,1,0.37,0.69,0.2,0.08,0.03,6.8,2.73,0,0.09,1.89,459909169205 ns,1639519658518,3.565 GHz,4478738353943,2.73,459856.65 msec,1,1639761638396,3.566 GHz,69,868488148965,10993452891,459857.44 msec,1,2248 C,836284400793,6591600837,0.79%,0,723976517712,8727,8727,0,80051072,2115070,2.642,1547619036400,585520982,0.04%,6800085,100294,1.47%,96368503,1547135943694,78667,0.00%,5908615,33749471,571.19%,0,0
Python 3.5.10,nbody.py 50000000,1,0.38,0.66,0.19,0.1,0.05,6.71,2.63,0,0.18,1.84,485790197400 ns,1692424974483,3.484 GHz,4450602802474,2.63,485745.85 msec,1,1692517567060,3.484 GHz,134,918703596043,11629110018,485746.52 msec,1,2209 C,837158154764,7027528873,0.84%,0,723831510323,8800,8800,0,147747041,19820615,13.415,1515260774662,1314694328,0.09%,10248089,1354729,13.22%,355529080,1515721021104,63720,0.00%,4201157,753290,17.93%,0,25
Python 3.6.15,nbody.py 50000000,1,0.37,0.69,0.2,0.09,0.03,6.72,2.7,0,0.09,1.86,460831587127 ns,1621454246036,3.519 GHz,4381619329789,2.7,460799.14 msec,1,1621519133596,3.519 GHz,112,870048055371,11013160294,460799.64 msec,1,2260 C,837985969248,6836531003,0.82%,0,702095765356,8741,8741,0,113798174,6715230,5.901,1421014421706,583145718,0.04%,8502570,516916,6.08%,148612079,1420482031794,51927,0.00%,10003340,56724048,567.05%,0,0
Python 3.7.16,nbody.py 50000000,1,0.35,0.73,0.15,0.09,0.03,6.96,2.87,0,0.06,1.85,447681830483 ns,1559528336818,3.484 GHz,4473743066614,2.87,447622.55 msec,1,1559655678349,3.484 GHz,76,845293443401,10700610737,447623.32 msec,1,1887 C,841345303788,6319650621,0.75%,0,684113066536,8658,8658,0,114886963,10734354,9.343,1503118059964,400180513,0.03%,8879982,680685,7.67%,129575291,1503108741054,26337179,0.00%,6942859,6186658,89.11%,0,0
Python 3.8.16,nbody.py 50000000,1,0.38,0.67,0.19,0.11,0.03,6.74,2.63,0,0.08,1.81,533425431175 ns,1825744241642,3.423 GHz,4802559988471,2.63,533369.78 msec,1,1825567908506,3.423 GHz,83,1008927286405,12771609367,533370.55 msec,1,2250 C,940439437560,9157986113,0.97%,0,759357409691,8656,8656,0,117072835,6189496,5.287,1644423092315,719675262,0.04%,10390336,315596,3.04%,490143923,1644077130534,30869,0.00%,12967892,697067294,5375.33%,0,0
Python 3.9.16,nbody.py 50000000,1,0.37,0.68,0.19,0.1,0.03,6.66,2.67,0,0.04,1.86,526124935425 ns,1849116586914,3.515 GHz,4945046044198,2.67,526088.67 msec,1,1849320271457,3.515 GHz,136,993517915668,12576132221,526089.22 msec,1,2224 C,984160272309,8704745138,0.88%,0,788406961955,8648,8648,0,121606079,10431341,8.578,1688257992804,292671922,0.02%,10615954,814957,7.68%,174273662,1687362721258,2686477,0.00%,17744271,838422473,4725.03%,0,0
Python 3.10.11,nbody.py 50000000,1,0.37,0.68,0.2,0.09,0.03,6.57,2.7,0,0.02,1.92,500204414828 ns,1811841940951,3.623 GHz,4882253979359,2.69,500137.51 msec,1,1811515450425,3.622 GHz,99,943358980234,11941918634,500138.10 msec,1,2291 C,923004018178,7678214331,0.83%,0,769725830812,8587,8587,0,94287476,7631891,8.094,1607958267622,178280825,0.01%,9271838,542575,5.85%,132637513,1606947352301,64478,0.00%,10365220,4715870,45.50%,0,0
