test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.64,0.26,0.08,0.02,6.19,2.53,0.00,0.02,1.96,519924862653 ns,1930452096259,3.713 GHz,4883471657154,2.53,519887.95 msec,1.000,1930318686945,3.713 GHz,69,983511057959,12450216609,519888.51 msec,1.000,1940 C,922979511151,7946788580,0.86%,0,769545840601,8603,8603,0,77173499,1299891,1.684,1607881900523,155315242,0.01%,5130614,76844,1.50%,202382728,1607751644754,204054,0.00%,3072560,17637961,574.05%,0,0
2,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.64,0.26,0.08,0.03,6.18,2.52,0.00,0.02,1.90,539846741035 ns,1942367581205,3.598 GHz,4884289933159,2.51,539805.18 msec,1.000,1942320890360,3.598 GHz,102,1020501114085,12918436919,539805.84 msec,1.000,1473 C,922896666772,8045291406,0.87%,0,769337023127,8671,8671,0,119533534,2412851,2.019,1607381534777,145962104,0.01%,9305339,127174,1.37%,119936894,1607100497060,10672,0.00%,4960223,28616498,576.92%,0,0
3,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.64,0.26,0.08,0.02,6.18,2.52,0.00,0.02,1.86,550670325710 ns,1937085805618,3.518 GHz,4884058634365,2.52,550633.46 msec,1.000,1937106100539,3.518 GHz,63,1042249486867,13193793011,550633.98 msec,1.000,1428 C,923134556633,8081919455,0.88%,0,769569438748,8628,8628,0,75804747,1398269,1.845,1607903721015,137451435,0.01%,4390750,82546,1.88%,502239740,1607572799601,168604,0.00%,1791443,181338612,10122.49%,0,0
4,Python 3.10.11,nbody.py 50000000,1.00,0.39,0.64,0.26,0.07,0.02,6.20,2.54,0.00,0.01,1.87,543950884759 ns,1921268892881,3.532 GHz,4884209993047,2.54,543906.79 msec,1.000,1921298868473,3.532 GHz,53,1029642954400,13034174842,543907.50 msec,1.000,1310 C,923014950350,7662322170,0.83%,0,769473228761,8637,8637,0,96249990,9058175,9.411,1607686068999,121314740,0.01%,7732862,933486,12.07%,106635173,1607537936952,30746,0.00%,1955122,2917876,149.24%,0,0
5,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.63,0.26,0.08,0.02,6.16,2.51,0.00,0.01,1.89,544331620382 ns,1947107611134,3.577 GHz,4883896163648,2.51,544291.34 msec,1.000,1947033127900,3.577 GHz,62,1030400426653,13043832280,544292.01 msec,1.000,1484 C,922978088225,8010911791,0.87%,0,769539461925,8618,8618,0,71098354,2318554,3.261,1607993662141,112696463,0.01%,5454377,217892,3.99%,87004136,1607559280945,9099,0.00%,1622019,423371897,26101.54%,0,0
6,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.64,0.26,0.08,0.02,6.19,2.52,0.00,0.02,1.91,537033788922 ns,1938065760536,3.609 GHz,4884477039633,2.52,536993.50 msec,1.000,1937936656043,3.609 GHz,156,1014984998457,12848692970,536994.12 msec,1.000,1447 C,923061259430,8215675261,0.89%,0,769508925848,8617,8617,0,104144967,2424780,2.328,1607729165980,129800126,0.01%,8103482,131967,1.63%,158459231,1607705900534,18509,0.00%,5495098,38233373,695.77%,0,0
7,Python 3.10.11,nbody.py 50000000,1.00,0.41,0.61,0.26,0.10,0.03,6.13,2.43,0.00,0.03,1.90,561061144774 ns,2013672407553,3.589 GHz,4884188763828,2.43,561021.59 msec,1.000,2013693697316,3.589 GHz,65,1062256935725,13447038094,561022.21 msec,1.000,1323 C,923117040241,10359514558,1.12%,0,769510481051,8607,8607,0,94520799,1135854,1.202,1608013260508,280446986,0.02%,7682205,70684,0.92%,114951510,1607563130318,20159,0.00%,1451030,11169545,769.77%,0,0
8,Python 3.10.11,nbody.py 50000000,1.00,0.41,0.61,0.27,0.09,0.03,6.13,2.43,0.00,0.02,1.89,560043729163 ns,2007542718249,3.585 GHz,4885695715344,2.43,560004.23 msec,1.000,2007478255472,3.585 GHz,20,1060319295379,13422388148,560004.78 msec,1.000,1279 C,923799391472,9996916420,1.08%,0,770069414507,8634,8634,0,82647768,1431952,1.733,1608397431425,134905768,0.01%,5770115,75394,1.31%,125715197,1608564900169,2534,0.00%,1180308,5851065,495.72%,0,0
9,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.64,0.26,0.08,0.03,6.19,2.52,0.00,0.02,1.89,541014136413 ns,1939823718844,3.586 GHz,4884309701702,2.52,540979.20 msec,1.000,1939815782571,3.586 GHz,54,1024273205946,12966194373,540979.72 msec,1.000,1168 C,923115612796,7604078828,0.82%,0,769483196587,8634,8634,0,94686168,2293954,2.423,1608244346453,197249765,0.01%,8452541,99687,1.18%,255515911,1607915042249,29679,0.00%,1678399,232016835,13823.70%,0,0
10,Python 3.10.11,nbody.py 50000000,1.00,0.40,0.64,0.26,0.08,0.02,6.18,2.52,0.00,0.02,1.90,538503281398 ns,1939371734386,3.602 GHz,4884095637517,2.52,538467.13 msec,1.000,1939373415684,3.602 GHz,132,1019472048163,12905342458,538467.70 msec,1.000,1560 C,923229475325,7976093872,0.86%,0,769559601425,8647,8647,0,69995821,1133098,1.619,1607879247361,165013750,0.01%,4941631,59208,1.20%,104861276,1607725776516,25639,0.00%,1597313,89051328,5575.07%,0,0
