version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
Python 2.5.6,nbody.py 5000000,1.00,0.30,0.79,0.10,0.05,0.06,7.69,3.29,0.00,0.02,1.78,38229426121 ns,128444958381,3.360 GHz,422098315635,3.29,38222.92 msec,1.000,128440731989,3.360 GHz,46,72289998960,915104430,38223.05 msec,1.000,1501 C,72233622066,207178166,0.29%,0,66390294032,8946,8946,0,6545370,676543,10.336,133287886156,13578567,0.01%,456103,38973,8.54%,6550252,133184464458,20803,0.00%,46976,206912,440.46%,0,0
Python 2.7.18,nbody.py 5000000,1.00,0.30,0.79,0.10,0.05,0.05,7.71,3.29,0.00,0.02,1.78,38151603442 ns,128293887212,3.363 GHz,422352407995,3.29,38149.69 msec,1.000,128303432692,3.363 GHz,54,72150054943,913332431,38149.79 msec,1.000,1519 C,72227936268,217619816,0.30%,0,66504148170,9023,9023,0,5291394,653122,12.343,133395708267,9828051,0.01%,464466,34397,7.41%,5900389,133107769313,16234,0.00%,34346,418452,1218.34%,0,0
Python 3.0.1,nbody.py 5000000,1.00,0.31,0.79,0.10,0.06,0.06,7.66,3.23,0.00,0.02,1.77,39014074111 ns,130256988765,3.339 GHz,422017236631,3.24,39010.78 msec,1.000,130244879061,3.339 GHz,33,73775271122,933898951,39010.89 msec,1.000,1515 C,72251102927,259461597,0.36%,0,66395715475,9017,9017,0,8580092,1340258,15.621,133275648559,13599589,0.01%,818486,165861,20.26%,7646708,133209183763,1183825,0.00%,98782,3330744,3371.81%,0,0
Python 3.4.10,nbody.py 5000000,1.00,0.37,0.68,0.21,0.08,0.03,6.77,2.71,0.00,0.13,1.76,49595843927 ns,165465904490,3.336 GHz,447806834511,2.71,49593.39 msec,1.000,165427404426,3.336 GHz,42,93813688943,1187586058,49593.48 msec,1.000,1446 C,83668703382,663626752,0.79%,0,72425713719,8703,8703,0,18739388,2918070,15.572,154752376598,96119161,0.06%,1169508,213513,18.26%,12475752,154754951195,24454,0.00%,266487,3256928,1222.17%,0,0
Python 3.5.10,nbody.py 5000000,0.99,0.37,0.67,0.19,0.09,0.05,6.73,2.67,0.00,0.16,2.10,42231213273 ns,166536978341,3.944 GHz,445412067927,2.67,42228.87 msec,1.000,166525998057,3.943 GHz,61,79473190174,1006108546,42228.97 msec,1.000,994 C,83746921937,658717815,0.79%,0,72318510297,8782,8782,0,9733891,548389,5.634,151579973970,106540414,0.07%,558601,30632,5.48%,37576042,151631969576,9515,0.00%,1193227,748424,62.72%,0,0
Python 3.6.15,nbody.py 5000000,1.00,0.37,0.69,0.20,0.08,0.03,6.72,2.72,0.00,0.12,1.75,48677921542 ns,161152396369,3.313 GHz,437380459548,2.71,48646.43 msec,0.999,161223352981,3.314 GHz,44,91916635817,1163653274,48646.57 msec,0.999,1403 C,83762918578,609495727,0.73%,0,70295691546,8799,8799,0,23127476,4389229,18.978,142290977838,83284961,0.06%,1893608,372748,19.68%,20282067,142170540294,22555,0.00%,393123,4077930,1037.32%,0,0
Python 3.7.16,nbody.py 5000000,1.00,0.35,0.72,0.15,0.09,0.04,6.95,2.84,0.00,0.06,1.77,46907133803 ns,157465985285,3.357 GHz,447643074573,2.84,46903.79 msec,1.000,157477523821,3.357 GHz,57,88726739024,1123166475,46903.88 msec,1.000,1427 C,84119435530,685890311,0.82%,0,68393283873,8655,8655,0,14070692,1232970,8.763,150297412793,43433884,0.03%,940115,63307,6.73%,15265932,150326664934,11288,0.00%,134130,23943608,17851.05%,0,0
Python 3.8.16,nbody.py 5000000,1.00,0.36,0.70,0.18,0.09,0.03,6.83,2.76,0.00,0.07,1.77,51911374464 ns,173343543675,3.340 GHz,479617556067,2.77,51903.01 msec,1.000,173334257827,3.340 GHz,27,98205092864,1243163062,51903.14 msec,1.000,1536 C,94069822670,707846167,0.75%,0,75995656149,8681,8681,0,14567170,970961,6.665,164547981511,49222741,0.03%,1105422,40130,3.63%,12879570,164667810519,1496,0.00%,385778,1953156,506.29%,0,0
Python 3.9.16,nbody.py 5000000,1.00,0.36,0.70,0.18,0.09,0.03,6.74,2.75,0.00,0.03,1.78,53620618813 ns,180201322916,3.361 GHz,495651782883,2.75,53617.04 msec,1.000,180191124454,3.361 GHz,39,101445632134,1284175327,53617.16 msec,1.000,1424 C,98490881410,741427672,0.75%,0,78851098027,8646,8646,0,9619979,1122657,11.670,168800484160,26443084,0.02%,854386,70763,8.28%,15146658,168611730783,9106,0.00%,434322,20964934,4827.05%,0,0
Python 3.10.11,nbody.py 5000000,1.00,0.38,0.67,0.21,0.09,0.03,6.54,2.67,0.00,0.02,1.80,53983814545 ns,183368314012,3.397 GHz,488401663699,2.66,53979.24 msec,1.000,183352919573,3.397 GHz,21,102149886658,1293102687,53979.35 msec,1.000,1519 C,92300817218,841371284,0.91%,0,76968969120,8590,8590,0,13165567,1270054,9.647,160843596457,15508100,0.01%,941824,72927,7.74%,80690488,160869050829,4720,0.00%,180746,33869072,18738.49%,0,0
