test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
8,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,1,1693989305,1001282,java,9.58,7541927936,552673280,18796544,656.2,3.3,28,1,0:09,0,0,1183531008,0,134144,0,552673280,297,1,281,15,0,75.8,4.5,0.0,19.7,0.0,0.0,0.0,0.0,15794.9 MiB,4286.8 MiB,2190.0 MiB,9318.0 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,12885.2 MiB,,0,09.58
8,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,2,1693989307,1001282,java,18.29,7541927936,1073741824,18862080,506.2,6.8,24,1,0:18,0,0,1459322880,0,273408,0,1073741824,297,1,281,15,0,60.8,2.0,0.0,37.2,0.0,0.0,0.0,0.0,15794.9 MiB,3761.6 MiB,2715.2 MiB,9318.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,12360.1 MiB,,0,18.29
9,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,0,1693989308,1001329,java,0.78,6996668416,237146112,18825216,481.2,1.4,20,3,0:00,0,0,528089088,0,55296,0,237146112,298,1,282,15,0,56.3,5.9,0.0,37.8,0.0,0.0,0.0,0.0,15794.9 MiB,4572.8 MiB,1904.0 MiB,9318.0 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13171.2 MiB,,0,00.78
9,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,1,1693989309,1001329,java,9.55,7541927936,586670080,19087360,706.2,3.5,28,3,0:09,0,0,1174323200,0,141312,0,586940416,298,1,282,15,0,79.1,5.0,0.0,15.8,0.0,0.0,0.0,0.0,15794.9 MiB,4267.7 MiB,2209.1 MiB,9318.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,12866.1 MiB,,0,09.55
9,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,2,1693989310,1001329,java,18.11,7541927936,1073741824,19087360,470.6,6.7,24,3,0:18,0,0,1473748992,12288,268288,0,1073741824,298,1,282,15,0,63.1,2.1,0.0,34.8,0.0,0.0,0.0,0.0,15794.9 MiB,3757.8 MiB,2719.0 MiB,9318.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,12356.2 MiB,,0,18.11
10,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,0,1693989311,1001375,java,0.76,6996668416,237301760,19001344,475.0,1.4,20,5,0:00,0,0,528121856,0,55296,0,237301760,297,1,281,15,0,55.4,6.2,0.0,38.5,0.0,0.0,0.0,0.0,15794.9 MiB,4572.3 MiB,1904.5 MiB,9318.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13170.8 MiB,,0,00.76
10,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,1,1693989313,1001375,java,9.71,7541927936,627937280,19132416,781.2,3.8,28,5,0:09,0,0,1188671488,0,151552,0,627937280,297,1,281,15,0,80.5,7.4,0.0,12.1,0.0,0.0,0.0,0.0,15794.9 MiB,4255.7 MiB,2221.1 MiB,9318.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,12854.1 MiB,,0,09.71
10,2023-07-18,binaryTrees_21_with_Multithreading,1.8.0_382,binarytrees.java 21,2,1693989314,1001375,java,18.26,7541927936,1073741824,19197952,512.5,6.5,24,5,0:18,0,0,1498079232,0,263168,0,1073741824,298,1,282,15,0,64.1,3.4,0.0,32.4,0.0,0.0,0.0,0.0,15794.9 MiB,3768.4 MiB,2716.2 MiB,9310.2 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,12366.9 MiB,,0,18.26
1,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989722,1003847,java,0.64,8153378816,186413056,17539072,400.0,1.1,34,5,0:00,0,0,379531264,0,47104,0,186683392,299,1,283,15,0,44.8,7.5,0.0,47.8,0.0,0.0,0.0,0.0,15794.9 MiB,4629.9 MiB,1846.3 MiB,9318.6 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13229.2 MiB,,0,00.64
1,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989723,1003847,java,9.57,8698638336,2254857830,17866752,793.8,13.8,42,5,0:09,0,0,2850844672,0,558080,0,2254857830,299,1,283,15,0,94.1,1.5,0.0,3.7,0.0,0.0,0.7,0.0,15794.9 MiB,2614.4 MiB,3861.4 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11213.9 MiB,,0,09.57
2,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989725,1003903,java,0.65,8153378816,192057344,17375232,433.3,1.2,34,4,0:00,0,0,379564032,0,48128,0,192057344,299,1,283,15,0,48.5,6.0,0.0,45.5,0.0,0.0,0.0,0.0,15794.9 MiB,4626.1 MiB,1849.8 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13225.5 MiB,,0,00.65
2,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989726,1003903,java,9.44,8698638336,2254857830,17764352,752.9,13.4,42,4,0:09,0,0,2796273664,0,541696,0,2254857830,299,1,283,15,0,96.6,1.4,0.0,2.1,0.0,0.0,0.0,0.0,15794.9 MiB,2675.5 MiB,3800.3 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11274.9 MiB,,0,09.44
3,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989727,1003957,java,0.63,8153378816,189501440,17776640,393.8,1.1,34,2,0:00,0,0,379617280,0,47104,0,189501440,299,1,283,15,0,46.3,8.2,0.0,45.5,0.0,0.0,0.0,0.0,15794.9 MiB,4626.2 MiB,1849.6 MiB,9319.0 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13225.6 MiB,,0,00.63
3,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989728,1003957,java,9.61,8698638336,2254857830,17973248,664.7,13.5,39,2,0:09,0,0,2815590400,0,547840,0,2254857830,299,1,283,15,0,89.2,2.0,0.0,8.8,0.0,0.0,0.0,0.0,15794.9 MiB,2654.3 MiB,3821.5 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11253.7 MiB,,0,09.61
4,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989729,1004011,java,0.63,8153378816,185090048,17891328,393.8,1.1,34,4,0:00,0,0,379629568,0,46080,0,185090048,299,1,283,15,0,46.6,6.1,0.0,47.3,0.0,0.0,0.0,0.0,15794.9 MiB,4620.4 MiB,1855.4 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13219.8 MiB,,0,00.63
4,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989731,1004011,java,9.71,8698638336,2147483648,17956864,711.1,13.2,41,4,0:09,0,0,2768965632,0,536576,0,2147483648,299,1,283,15,0,98.8,0.6,0.0,0.6,0.0,0.0,0.0,0.0,15794.9 MiB,2692.7 MiB,3783.1 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11292.2 MiB,,0,09.71
5,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989732,1004065,java,0.63,8153378816,187551744,17903616,393.8,1.1,34,5,0:00,0,0,379662336,0,47104,0,187551744,299,1,283,15,0,47.8,6.0,0.0,46.3,0.0,0.0,0.0,0.0,15794.9 MiB,4620.8 MiB,1855.0 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13220.2 MiB,,0,00.63
5,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989733,1004065,java,9.78,8698638336,2362232012,17969152,684.2,14.0,42,5,0:09,0,0,2897616896,0,568320,0,2362232012,299,1,283,15,0,96.8,1.3,0.0,1.9,0.0,0.0,0.0,0.0,15794.9 MiB,2568.9 MiB,3906.9 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11168.3 MiB,,0,09.78
6,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989734,1004120,java,0.61,8153378816,178167808,17981440,406.7,1.1,34,2,0:00,0,0,379695104,0,44032,0,178167808,300,1,284,15,0,47.4,4.5,0.0,48.1,0.0,0.0,0.0,0.0,15794.9 MiB,4620.6 MiB,1855.2 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13220.0 MiB,,0,00.61
6,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989736,1004120,java,9.89,8698638336,2254857830,18046976,727.8,13.8,42,2,0:09,0,0,2861600768,0,560128,0,2254857830,300,1,284,15,0,96.8,1.9,0.0,1.3,0.0,0.0,0.0,0.0,15794.9 MiB,2601.9 MiB,3873.9 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11201.4 MiB,,0,09.89
7,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989737,1004176,java,0.63,8153378816,179224576,17833984,393.8,1.1,34,6,0:00,0,0,379650048,0,45056,0,179224576,299,1,283,15,0,45.9,7.4,0.0,46.7,0.0,0.0,0.0,0.0,15794.9 MiB,4626.8 MiB,1848.9 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13226.3 MiB,,0,00.63
7,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989738,1004176,java,9.61,8698638336,2254857830,17899520,793.8,13.8,42,6,0:09,0,0,2879029248,12288,562176,0,2254857830,299,1,283,15,0,96.5,1.4,0.0,2.1,0.0,0.0,0.0,0.0,15794.9 MiB,2600.0 MiB,3875.7 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11199.5 MiB,,0,09.61
8,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989739,1004231,java,0.65,8153378816,176934912,17981440,406.2,1.1,34,1,0:00,0,0,379691008,0,44032,0,177205248,300,1,284,15,0,47.1,7.4,0.0,45.6,0.0,0.0,0.0,0.0,15794.9 MiB,4624.2 MiB,1851.5 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13223.7 MiB,,0,00.65
8,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989741,1004231,java,9.82,8698638336,2254857830,18046976,700.0,13.8,42,1,0:09,0,0,2863767552,0,561152,0,2254857830,300,1,284,15,0,96.7,2.0,0.0,1.3,0.0,0.0,0.0,0.0,15794.9 MiB,2600.6 MiB,3875.1 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11200.1 MiB,,0,09.82
9,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989742,1004285,java,0.63,8153378816,170496000,17448960,393.8,1.0,34,0,0:00,0,0,379564032,0,43008,0,170496000,300,1,284,15,0,48.1,4.4,0.0,47.4,0.0,0.0,0.0,0.0,15794.9 MiB,4638.9 MiB,1836.9 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13238.4 MiB,,0,00.63
9,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989743,1004285,java,9.54,8698638336,2147483648,17965056,688.9,13.1,42,0,0:09,0,0,2754621440,0,531456,0,2147483648,299,1,283,15,0,94.9,2.5,0.0,2.5,0.0,0.0,0.0,0.0,15794.9 MiB,2719.6 MiB,3756.1 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11319.1 MiB,,0,09.54
10,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,0,1693989744,1004340,java,0.61,8153378816,170975232,17825792,358.8,1.0,34,3,0:00,0,0,379633664,0,43008,0,170975232,300,1,284,15,0,43.7,5.9,0.0,50.4,0.0,0.0,0.0,0.0,15794.9 MiB,4624.3 MiB,1851.4 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13223.8 MiB,,0,00.61
10,2018-01-16,binaryTrees_21_with_Multithreading,9.0.4,binarytrees.java 21,1,1693989745,1004340,java,9.76,8698638336,2254857830,17952768,663.2,13.3,42,3,0:09,0,0,2792820736,0,540672,0,2254857830,300,1,284,15,0,95.5,2.6,0.0,1.9,0.0,0.0,0.0,0.0,15794.9 MiB,2680.4 MiB,3795.3 MiB,9319.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11279.9 MiB,,0,09.76
1,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0,1693990154,1005996,java,0.68,8145063936,204218368,18567168,425.0,1.2,34,0,0:00,0,0,379265024,0,51200,0,204218368,298,1,282,15,0,48.9,5.2,0.0,45.9,0.0,0.0,0.0,0.0,15794.9 MiB,4612.3 MiB,1862.5 MiB,9320.1 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13215.0 MiB,,0,00.68
1,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,1,1693990155,1005996,java,9.53,8690323456,2147483648,18567168,661.1,13.2,42,0,0:09,0,0,2767306752,0,536576,0,2147483648,298,1,282,15,0,91.8,2.0,0.0,6.1,0.0,0.0,0.0,0.0,15794.9 MiB,2693.0 MiB,3781.4 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11295.8 MiB,,0,09.53
2,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0,1693990156,1006050,java,0.68,8145063936,205017088,18030592,425.0,1.2,34,2,0:00,0,0,379224064,0,51200,0,205017088,298,1,282,15,0,50.7,4.5,0.0,44.8,0.0,0.0,0.0,0.0,15794.9 MiB,4605.2 MiB,1869.2 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13208.1 MiB,,0,00.68
2,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,1,1693990158,1006050,java,9.59,8690323456,2254857830,18620416,676.5,13.8,40,2,0:09,0,0,2856628224,0,561152,0,2254857830,298,1,282,15,0,88.4,2.6,0.0,9.0,0.0,0.0,0.0,0.0,15794.9 MiB,2594.6 MiB,3879.8 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11197.4 MiB,,0,09.59
3,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0,1693990159,1006104,java,0.67,8145063936,212291584,18108416,418.8,1.3,34,0,0:00,0,0,379269120,0,53248,0,212291584,298,1,282,15,0,50.0,6.7,0.0,43.3,0.0,0.0,0.0,0.0,15794.9 MiB,4594.5 MiB,1879.9 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13197.4 MiB,,0,00.67
3,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,1,1693990160,1006104,java,9.72,8690323456,2254857830,18108416,683.3,13.8,42,0,0:09,0,0,2845802496,0,558080,0,2254857830,298,1,282,15,0,94.8,2.6,0.0,2.6,0.0,0.0,0.0,0.0,15794.9 MiB,2600.2 MiB,3874.2 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11203.0 MiB,,0,09.72
4,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,0,1693990161,1006158,java,0.65,8145063936,195751936,18026496,406.2,1.2,34,1,0:00,0,0,379289600,0,49152,0,195751936,298,1,282,15,0,45.0,6.9,0.0,48.1,0.0,0.0,0.0,0.0,15794.9 MiB,4614.2 MiB,1860.1 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,13217.1 MiB,,0,00.65
4,2018-07-17,binaryTrees_21_with_Multithreading,10.0.2,binarytrees.java 21,1,1693990162,1006158,java,9.51,8690323456,2254857830,18026496,735.3,13.4,42,1,0:09,0,0,2794602496,0,542720,0,2254857830,298,1,282,15,0,95.1,1.4,0.0,3.5,0.0,0.0,0.0,0.0,15794.9 MiB,2666.4 MiB,3807.9 MiB,9320.5 MiB,4096.0 MiB,3680.0 MiB,416.0 MiB,11269.3 MiB,,0,09.51
