version,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
11.0.19,binarytrees.java 21,0,1690644982,1197486,java,7273160,289012,27504,394.1,1.8,358,1,308,49,0,48.1,9.2,0.0,42.7,0.0,0.0,0.0,0.0,15795.0 MiB,6830.4 MiB,2230.9 MiB,6733.7 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,12760.1 MiB
11.0.19,binarytrees.java 21,1,1690644983,1197486,java,7805640,2.3g,27824,493.8,14.8,358,1,308,49,0,63.5,1.5,0.0,35.0,0.0,0.0,0.0,0.0,15795.0 MiB,4764.7 MiB,4296.3 MiB,6734.0 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,10694.5 MiB
