version,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
17.0.7,binarytrees.java 21,0,1690647292,1203762,java,7456008,308496,28144,368.8,1.9,357,1,307,49,0,41.1,7.8,0.0,51.2,0.0,0.0,0.0,0.0,15795.0 MiB,6830.5 MiB,2213.9 MiB,6750.6 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,12776.9 MiB
17.0.7,binarytrees.java 21,1,1690647293,1203762,java,7988488,1.7g,28480,462.5,10.9,357,1,307,49,0,59.3,0.7,0.0,40.0,0.0,0.0,0.0,0.0,15795.0 MiB,5403.9 MiB,3640.5 MiB,6750.5 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,11350.4 MiB
