version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v0.10.48,binaryTrees_1_original.js 21,0,1692259711,179688,,,,,,,,,,,,,,,,,,287,1,278,8,0,3.1,2.3,0.0,94.7,0.0,0.0,0.0,0.0,15795.0 MiB,6812.0 MiB,1683.1 MiB,7299.8 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13425.5 MiB
