,time_elapsed_sec
instructions,0.972076740841611
branches,0.9686024883937151
dTLB_loads,0.9676746352453729
L1_dcache_loads,0.9676147784891757
mem_stores,0.9622946560494628
branch_misses,0.9337368672250499
cycles,0.7499932429704782
cpu_cycles,0.7499821098536502
L1D_Cache_Fill_BW,-0.73258699006734
page_faults,-0.753603628277619
LLC_loads,-0.8204260184532267
cache_references,-0.8327977147589056
LLC_load_misses,-0.8415189177326172
cache_misses,-0.8582467670418878
