,time_elapsed,Pkg_J,Cor_J,RAM_J,GFX_J
time_elapsed_sec,0.9996261158062054,0.9950664315743404,0.9924409168817486,0.7530185105107343,
Pkg_J,0.994605341236942,,0.9994704646968753,0.7393175428963863,
Cor_J,0.9918928149861638,0.9994704646968753,,0.7195926592098183,
time,0.9827962935719549,0.9791873570683295,0.9772410541080275,0.7226887811829558,
instructions,0.9736656346927762,0.9740635692433337,0.9723190797530219,0.7381271027811094,
SlotsRetired,0.9711919436601444,0.971779603888394,0.970000829143225,0.7379819719220118,
branches,0.9699397353860435,0.969533521829695,0.9674780069895741,0.7439066106772798,
dTLB_loads,0.9692000936514542,0.9714329298768111,0.970187073914317,0.7255243321018102,
L1_dcache_loads,0.9691137575529952,0.9713501240686117,0.970104815363243,0.7254741803050684,
mem_stores,0.9643903146632534,0.9638426314766662,0.9618608726894151,0.7339870661674989,
branch_misses,0.9350985082328406,0.9350382835690462,0.9342186116242212,,
SlotsIssued+RecoveryBubbles,0.9286932830994657,0.9346679388543101,0.9358767000235577,,
POLL,0.8644815872617082,0.8762677112857598,0.8779065911537793,,
FetchBubbles,0.8460023754267896,0.8376396218256661,0.8341061901256716,,
PkgTmp,0.7985770066285987,0.8213017990858025,0.8249528430518352,,
CoreTmp,0.7948092173186881,0.8182142096279352,0.82237576493288,,
RAM_J,0.7513689445653317,0.7393175428963863,0.7195926592098183,,
TotalSlots,0.7504286286751296,0.7504035055100231,0.748157412863388,,
cpu_cycles,0.7503668434979573,0.75034183102641,0.7480963654379533,,
percent_cache_misses,-0.7014057599493043,-0.7083723429963794,-0.7082602386582981,,
L1D_Cache_Fill_BW,-0.7337003626094807,-0.7358871730678876,-0.737638661560682,,
GFX%C0,-0.7481500944454579,-0.7414415059278003,-0.7384976462328333,,
CPUGFX%,-0.7487365850229306,-0.7420298104438446,-0.7390950419920016,,
page_faults,-0.7497677124705932,-0.7661084530755924,-0.7688640653908846,,
LLC_loads,-0.8215365084455167,-0.8321946377589102,-0.837022679096219,,
cache_references,-0.8339457195282637,-0.8433884969365858,-0.8476982356527116,,
LLC_load_misses,-0.8427324974306506,-0.852595449786623,-0.8568944639849818,,
cache_misses,-0.8594709516542651,-0.8669077826566247,-0.8704936897432435,,
time_elapsed,,0.994605341236942,0.9918928149861638,0.7513689445653317,
L1_dcache_load_misses,,-0.7057961670933359,-0.7109217748837465,,
Kernel_Utilization,,-0.7078623338402709,-0.7101551012338503,,
