path,version,release_date,time_elapsed,Pkg_J,Cor_J,RAM_J,GFX_J,Avg_MHz,Busy%,IPC,IRQ,POLL,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,Totl%C0,Any%C0,GFX%C0,CPUGFX%,time_elapsed_sec,CPU_Utilization,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga,CPI,ILP,IPC_perf,cycles,freq_cycles_GHz,instructions,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,cycles,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,SWAP,CODE,DATA,nMaj,nDRT,USED
binaryTrees_21_compatible,2.5.6,2011-05-26,186.59517749999998,2541.5150000000003,2055.2250000000004,134.60500000000002,0.235,440.0,12.625,2.72,121753.5,138.5,0.055,0.025,0.01,0.12,0.0,2.44,1.44,83.36000000000001,13.075,0.01,0.185,74.06,76.0,77.0,99.42,101.025,99.65,0.19,0.19,194.8666367725,1.0,0.66,0.21,0.07,0.06,13.29,2.79762,8.71626,0.9303000000000001,0.79524,0.36,6.885,2.75,643408359552.5,3.3225,1769485351128.0,0.0,1.085,1.755,643408359552.5,1769485351128.0,2.75,194852.76,1.0,643388064822.5,3.3225,40.5,368840801352.5,4669164885.5,194853.02500000002,1.0,1502.5,359904612735.0,1810647057.5,0.0,276710423759.0,137969.5,137969.5,0.0,4850572819.0,1882882177.0,38.801,586312850472.5,3309795889.0,276074992.0,102698602.5,47411466.0,586451285537.0,15050189.5,234634.0,1674694.5,95.61,72933376.0,65695744.0,3858432.0,100.0,0.4,1.0,3.0,0.0,0.0,62140416.0,0.0,0.0,65695744.0
binaryTrees_21_compatible,2.7.18,2020-04-20,186.452696,2234.465,1839.435,77.08500000000001,0.03,427.0,12.63,2.58,81405.5,70.0,0.03,0.02,0.01,0.08,0.0,1.8,0.07500000000000001,85.295,12.985,0.01,0.125,74.21000000000001,75.5,76.0,99.83500000000001,101.13,99.77,0.015,0.015,183.0008466455,1.0,0.63,0.21,0.07,0.08,13.836,2.9496599999999997,8.763300000000001,0.96852,1.1068799999999999,0.39,6.82,2.5949999999999998,633108208362.0,3.459,1643409464460.5,0.02,1.33,1.83,633108208362.0,1643409464460.5,2.59,182985.775,1.0,633069018844.0,3.459,62.5,346005568603.0,4380107174.5,182986.02500000002,1.0,1461.0,306011429438.5,1627201516.5,0.0,273839815543.0,2556767.5,2556767.5,0.0,5488113750.0,2081340911.0,38.077,558542913468.5,3771723608.0,324254115.5,128683902.0,241879028.0,558592263779.0,21299106.5,1194044.0,16179758.5,91.76,79728640.0,72269824.0,4190208.0,100.0,0.4,1.0,3.0,0.0,4096.0,68526080.0,0.0,0.0,72269824.0
binaryTrees_21_compatible,3.0.1,2009-02-13,221.321456,2757.755,2293.8599999999997,86.765,0.02,431.5,12.62,2.62,101120.0,79.5,0.05,0.02,0.015,0.08,0.0,1.81,0.355,85.00999999999999,13.035,0.015,0.135,74.215,75.0,76.0,99.88,101.06,99.74,0.01,0.01,228.272935483,1.0,0.64,0.27,0.05,0.05,13.192,3.56184,8.441600000000001,0.6596000000000001,0.6596000000000001,0.38,6.4,2.66,752874782638.5,3.298,1998984353662.0,0.0,0.99,1.74,752874782638.5,1998984353662.0,2.6550000000000002,228255.475,1.0,752871155447.5,3.298,54.0,432081827933.0,5469736321.0,228255.79499999998,1.0,1470.5,419359642564.0,2060444666.5,0.0,313234474034.5,121779.0,121779.0,0.0,5019158084.5,1893783979.0,37.64,635454434487.0,3530268075.0,263961374.0,97098845.0,59810120.5,635302040875.5,15103066.5,190055.5,1554597.5,114.22,21909504.0,14966784.0,4448256.0,100.0,0.1,1.0,2.0,0.0,0.0,10850304.0,0.0,0.0,14966784.0
binaryTrees_21_compatible,3.4.10,2019-03-18,214.7592975,2568.645,2028.655,147.925,0.21,418.0,12.63,2.68,93181.5,69.0,0.03,0.02,0.01,0.07,0.0,1.9449999999999998,0.055,85.24,12.905000000000001,0.01,0.11499999999999999,74.335,76.0,77.0,99.345,101.05,99.79,0.17,0.17,216.3441004,1.0,0.66,0.24,0.05,0.05,13.168,3.1603199999999996,8.679,0.6584,0.6584,0.37,6.675,2.71,711500054083.0,3.292,1924863858818.0,0.01,1.005,1.74,711500054083.0,1924863858818.0,2.705,216321.135,1.0,711470833758.5,3.292,52.0,409487403603.0,5183715592.5,216321.505,1.0,1502.5,370214680286.5,1669807591.0,0.0,312535977036.5,1942841.5,1942841.5,0.0,4698234515.0,1689166173.0,35.7225,632971843756.5,3429322885.0,312575605.0,115172397.0,261077345.5,633485221372.0,15315959.5,1156264.5,12537746.5,108.21000000000001,23822336.0,16801792.0,5341184.0,100.0,0.1,1.0,2.0,0.0,4096.0,11943936.0,0.0,0.0,16801792.0
binaryTrees_21_compatible,3.5.10,2020-09-05,229.826346,2755.885,2170.56,160.81,0.24,418.5,12.635000000000002,2.59,104856.0,75.0,0.04,0.02,0.01,0.07500000000000001,0.0,1.99,0.07500000000000001,85.13499999999999,12.96,0.01,0.125,74.27,75.0,75.0,99.41,101.195,99.79,0.16,0.16,230.438948434,1.0,0.64,0.26,0.04,0.06,13.174,3.42524,8.424959999999999,0.5284,0.78948,0.38,6.5,2.61,760696852807.5,3.2935,1977074441181.5,0.01,1.11,1.74,760696852807.5,1977074441181.5,2.615,230420.63,1.0,760708373118.5,3.2935,54.5,436171670058.5,5521501566.5,230420.995,1.0,1472.5,386909036432.5,1621170685.0,0.0,321769572463.5,2508683.0,2508683.0,0.0,5575681206.5,2069955534.0,37.4355,645868051637.5,4022546708.5,345858333.5,136506914.5,420979467.5,645885497207.0,19707015.0,1166877.5,14153842.5,115.25999999999999,25407488.0,18358272.0,5447680.0,100.0,0.1,1.0,1.0,0.0,4096.0,13385728.0,0.0,0.0,18358272.0
binaryTrees_21_compatible,3.6.15,2021-09-04,228.969624,2852.045,2366.46,84.88499999999999,0.23,433.5,12.629999999999999,2.475,91894.0,134.0,0.03,0.025,0.015,0.1,0.0,1.98,0.04,85.135,12.875,0.02,0.15,74.345,74.5,74.5,99.75,100.87,99.755,0.165,0.165,230.2268002475,1.0,0.63,0.28,0.05,0.04,13.474,3.7727200000000005,8.48358,0.674,0.53944,0.4,6.3149999999999995,2.51,775035070050.5,3.3685,1948474064731.0,0.02,0.89,1.78,775035070050.5,1948474064731.0,2.51,230205.54499999998,1.0,774969706195.0,3.368,47.5,435704051343.5,5515567290.0,230205.92,1.0,1414.0,381998568763.5,2040466941.0,0.0,324461571013.5,3068186.0,3068186.0,0.0,4649693786.5,1649192605.5,35.5865,606303266752.5,3176835281.0,264064852.5,95553479.5,472524086.5,606161079170.5,15204146.0,409323.5,213189267.0,116.34,26165248.0,19116032.0,5496832.0,100.0,0.1,1.0,3.0,0.0,4096.0,14082048.0,0.0,0.0,19116032.0
binaryTrees_21_compatible,3.7.16,2022-12-06,224.0271845,2681.3450000000003,2203.98,83.755,0.23,425.5,12.625,2.565,89316.0,116.5,0.02,0.02,0.01,0.07,0.0,1.88,0.03,85.265,12.885000000000002,0.01,0.11,74.36,75.0,76.5,99.77,101.00999999999999,99.77,0.16,0.16,226.292740355,1.0,0.65,0.26,0.05,0.04,13.422,3.5386,8.7126,0.6711,0.53728,0.39,6.38,2.59,757301758138.0,3.3555,1960855237955.0,0.02,0.91,1.77,757301758138.0,1960855237955.0,2.59,226273.745,1.0,757283478480.0,3.3555,41.5,428261355370.0,5421354926.0,226274.09,1.0,1410.5,375139618530.5,1972759563.0,0.0,323111988811.0,3063358.5,3063358.5,0.0,4616325570.0,1638138055.0,35.382000000000005,631720196606.0,3176955179.0,262523637.0,94279817.0,380948140.0,632387122928.0,14394965.5,605383.0,245633957.0,114.07,26259456.0,19169280.0,5677056.0,100.0,0.1,1.0,3.0,0.0,0.0,13979648.0,0.0,0.0,19169280.0
binaryTrees_21_compatible,3.8.16,2022-12-06,215.2182905,2573.465,2118.165,76.25,0.23,426.0,12.62,2.5949999999999998,85665.0,106.5,0.03,0.02,0.01,0.08,0.0,1.95,0.025,85.19999999999999,12.89,0.01,0.13,74.32499999999999,76.0,76.5,99.795,101.05000000000001,99.78,0.17,0.17,216.2242890155,1.0,0.655,0.26,0.04,0.04,13.418,3.4886800000000004,8.788780000000001,0.5376000000000001,0.5367200000000001,0.38,6.37,2.62,724987448638.0,3.3545,1900700513958.5,0.01,0.79,1.77,724987448638.0,1900700513958.5,2.62,216206.785,1.0,724999775827.0,3.3545,55.0,409251852284.0,5180673952.0,216207.08000000002,1.0,1382.0,370540750587.0,1857831716.0,0.0,305659286014.0,2466335.0,2466335.0,0.0,3670080027.5,1247371058.5,34.1195,619813628502.0,2660483811.5,213915544.5,81402367.5,277216109.5,619478584744.0,11228099.0,1832931.5,241387083.5,108.24000000000001,25178112.0,17829888.0,5840896.0,100.0,0.1,1.0,3.0,0.0,4096.0,12410880.0,0.0,0.0,17829888.0
binaryTrees_21_compatible,3.9.16,2022-12-06,205.57879,2457.075,2022.6399999999999,72.015,0.22,427.0,12.63,2.63,82423.0,155.5,0.035,0.03,0.01,0.07500000000000001,0.0,1.92,0.03,85.25,12.925,0.01,0.12,74.31,77.0,77.0,99.67,101.1,99.79,0.18,0.18,206.091303524,1.0,0.665,0.24,0.05,0.04,13.474,3.2352,9.014180000000001,0.6737,0.5389600000000001,0.38,6.44,2.6550000000000002,694522047375.0,3.3685,1842876100614.0,0.01,0.83,1.78,694522047375.0,1842876100614.0,2.6550000000000002,206073.025,1.0,694476036231.0,3.368,45.5,390086713292.5,4938122392.5,206073.34,1.0,1379.5,362968851330.0,1886926750.0,0.0,287765427829.5,2458121.5,2458121.5,0.0,3675782468.5,1269357925.0,34.332,591987294268.5,2671865698.5,229537518.0,81693225.5,277288323.0,592155489065.0,11378494.5,432277.5,52771959.5,103.53,25534464.0,18169856.0,6066176.0,100.0,0.1,1.0,2.0,0.0,0.0,12537856.0,0.0,0.0,18169856.0
binaryTrees_21_compatible,3.10.11,2023-04-05,225.84197,2699.76,2223.575,77.93,0.23,429.0,12.62,2.505,89694.5,142.0,0.03,0.02,0.01,0.07,0.0,1.9,0.025,85.29499999999999,12.895,0.01,0.11499999999999999,74.345,76.0,76.5,99.69,101.025,99.79,0.16,0.16,225.578310326,1.0,0.63,0.29,0.04,0.03,13.521999999999998,3.921379999999999,8.51886,0.54144,0.40565999999999997,0.4,6.17,2.53,762876381014.0,3.3804999999999996,1928469731722.5,0.01,0.7,1.79,762876381014.0,1928469731722.5,2.53,225559.47999999998,1.0,762855416838.0,3.3804999999999996,58.5,426996583388.5,5405356651.0,225559.8,1.0,1385.5,381529967389.5,1940224280.0,0.0,312781582223.5,1628448.0,1628448.0,0.0,3384991216.0,1240692909.0,36.671,598169721931.5,2490203241.5,195270516.0,73677628.0,143455913.5,598198880527.0,10738299.0,459482.5,41838028.5,112.95,26144768.0,18694144.0,6139904.0,100.0,0.1,1.0,2.0,0.0,4096.0,13049856.0,0.0,0.0,18694144.0
