version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 3.5.10,binarytrees.py 21,0,1692275643,221024,,,,,,,,,,,,,,,,,,296,1,278,16,1,9.0,7.5,0.0,83.6,0.0,0.0,0.0,0.0,15795.0 MiB,6293.4 MiB,1842.1 MiB,7659.5 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13246.5 MiB
