test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
1,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.31,0.81,0.0,0.0,0.19,7.5,3.18,0.0,0.0,2.16,2.550434661,10383162763,4.072,32381784299,3.12,2549.89,1.0,10382221579,4.072,0,4813859739,60953487,2549.89,1.0,22.0,688314845,28383,0.00%,0,4976161931,144,144,0,514493,17444,3.391,8355353161,109085,0.00%,14766,135,0.91%,283097,8376442374,0,0.00%,1298,2454,189.06%,0,0,16.288,0.0,13.193280000000001,0.0,3.09472
2,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.31,0.81,0.0,0.0,0.18,7.56,3.21,0.0,0.0,2.16,2.516260649,10228671079,4.066,32839193558,3.21,2515.76,1.0,10234389582,4.068,1,4747989471,60084554,2515.76,1.0,20.0,700340845,13455,0.00%,0,5006357640,143,143,0,105595,15126,14.325,8293314989,93920,0.00%,6588,172,2.61%,257625,8311586972,157,0.00%,2460,2838,115.37%,0,0,16.264,0.0,13.17384,0.0,2.92752
3,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.31,0.81,0.0,0.0,0.19,7.56,3.21,0.0,0.0,2.16,2.517582615,10254359579,4.074,32898344904,3.21,2517.1,1.0,10256010954,4.075,0,4755688382,60194532,2517.1,1.0,17.0,701683951,11228,0.00%,0,5008837780,139,139,0,99692,22977,23.048,8309697519,90661,0.00%,8251,2297,27.84%,273193,8302285002,70,0.00%,2761,3453,125.06%,0,0,16.296,0.0,13.19976,0.0,3.09624
4,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.31,0.81,0.0,0.0,0.18,7.56,3.21,0.0,0.0,2.16,2.510641145,10232525530,4.077,32851926300,3.21,2510.09,1.0,10227238520,4.074,2,4741108815,60037273,2510.09,1.0,16.0,700703532,12968,0.00%,0,5002446447,144,144,0,122302,19524,15.964,8302966355,91280,0.00%,8982,847,9.43%,260643,8310615283,149,0.00%,1310,3137,239.47%,0,0,16.308,0.0,13.209480000000001,0.0,2.93544
5,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.31,0.81,0.0,0.0,0.18,7.56,3.21,0.0,0.0,2.16,2.514630565,10233149566,4.07,32855546904,3.21,2514.08,1.0,10239821476,4.073,0,4748324041,60106871,2514.08,1.0,15.0,701833045,13931,0.00%,0,5012704768,140,140,0,82160,12445,15.147,8319265274,81650,0.00%,6356,251,3.95%,262050,8304677280,31,0.00%,2836,2341,82.55%,0,0,16.28,0.0,13.186800000000002,0.0,2.9304
6,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.32,0.8,0.0,0.0,0.2,7.46,3.16,0.0,0.0,2.16,2.552555336,10371292391,4.065,32797731936,3.16,2551.56,1.0,10374743685,4.066,0,4809789153,60888758,2551.57,1.0,4.0,700561916,27701,0.00%,0,5002899454,142,142,0,582511,192421,33.033,8316267471,136401,0.00%,19801,1124,5.68%,356538,8315858921,31,0.00%,2240,4585,204.69%,0,0,16.26,0.0,13.008000000000003,0.0,3.2520000000000007
7,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,1.0,0.31,0.81,0.0,0.0,0.18,7.56,3.21,0.0,0.0,2.16,2.51324582,10216574919,4.066,32784305911,3.2,2512.67,1.0,10221655981,4.068,1,4743547168,60079554,2512.71,1.0,11.0,701236204,15180,0.00%,0,5004055707,140,140,0,156502,17684,11.3,8312402250,89189,0.00%,6941,384,5.53%,236871,8312146879,290,0.00%,1499,2387,159.24%,0,0,16.264,0.0,13.17384,0.0,2.92752
8,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,0.99,0.33,0.77,0.0,0.0,0.23,7.18,3.05,0.0,0.0,2.16,2.649105191,10767494549,4.065,32826653452,3.05,2648.57,1.0,10765588639,4.065,1,4989538945,63196766,2648.57,1.0,10.0,700680531,22016,0.00%,0,5004608880,139,139,0,200144,31800,15.889,8318352004,100222,0.00%,12628,2049,16.23%,326909,8322474938,134,0.00%,3917,2262,57.75%,0,0,16.26,0.0,12.5202,0.0,3.7398000000000007
9,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,0.99,0.31,0.81,0.0,0.0,0.19,7.56,3.21,0.0,0.0,2.13,2.563267502,10246936359,3.999,32862948295,3.21,2562.48,1.0,10242804037,3.997,1,4807170617,60883434,2562.49,1.0,2.0,701484382,22878,0.00%,0,5001595157,143,143,0,522926,202273,38.681,8300703876,206819,0.00%,20178,1497,7.42%,399621,8310682363,809,0.00%,8097,4533,55.98%,0,0,15.996,0.0,12.956760000000001,0.0,3.03924
10,2019-11-14,nbody_50000000_original_O3flag,g++-7,nbody_2_original.c 50000000,0.99,0.31,0.81,0.0,0.0,0.19,7.56,3.21,0.0,0.0,2.11,2.584264707,10243511273,3.965,32863087887,3.2,2583.47,1.0,10236152779,3.962,3,4853689925,61453498,2583.48,1.0,2.0,700447159,23928,0.00%,0,4997387902,139,139,0,248482,28574,11.499,8313720415,127389,0.00%,24740,5429,21.94%,468807,8297264466,3176,0.00%,6746,4949,73.36%,0,0,15.86,0.0,12.8466,0.0,3.0134
1,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,1.0,0.33,0.76,0.01,0.0,0.23,7.12,3.05,0.0,0.0,2.16,2.802386809,11421052769,4.076,34805284655,3.05,2801.77,1.0,11421382633,4.076,0,5297396661,67036095,2801.77,1.0,22.0,650675547,14018,0.00%,0,6202637181,140,140,0,330987,158857,47.995,8553318865,97175,0.00%,7060,509,7.21%,307762,8559064121,23,0.00%,1337,2977,222.66%,0,0,16.304,0.16304,12.391039999999998,0.0,3.74992
2,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,1.0,0.33,0.76,0.01,0.0,0.23,7.12,3.05,0.0,0.0,2.16,2.803893296,11421701488,4.075,34802805960,3.05,2803.1,1.0,11423607253,4.075,2,5299565111,67091829,2803.12,1.0,9.0,651634603,19783,0.00%,0,6208073584,144,144,0,570853,168977,29.601,8554138334,118824,0.00%,14231,1178,8.28%,343552,8553728687,87,0.00%,3384,2938,86.82%,0,0,16.3,0.163,12.388,0.0,3.749
3,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,1.0,0.33,0.76,0.01,0.0,0.23,7.12,3.05,0.0,0.0,2.16,2.807193287,11419651598,4.069,34802611436,3.05,2806.27,1.0,11429899829,4.073,0,5300089137,67095810,2806.28,1.0,7.0,651440002,21116,0.00%,0,6208004935,144,144,0,541660,169481,31.289,8572600092,154189,0.00%,16306,1610,9.87%,454548,8556615244,175,0.00%,3078,5159,167.61%,0,0,16.276,0.16276,12.36976,0.0,3.74348
4,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,1.0,0.33,0.75,0.01,0.0,0.25,6.95,2.98,0.0,0.0,2.16,2.851261917,11611403285,4.073,34709070708,2.99,2850.67,1.0,11616718830,4.075,0,5386588053,68197629,2850.67,1.0,14.0,650246717,15121,0.00%,0,6209800562,144,144,0,196708,20072,10.204,8575499203,99182,0.00%,8583,1510,17.59%,362087,8576118672,100,0.00%,1983,3341,168.48%,0,0,16.292,0.16292,12.219000000000001,0.0,4.073
5,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,1.0,0.35,0.71,0.01,0.0,0.28,6.71,2.85,0.0,0.0,2.15,3.003868871,12215483937,4.067,34772502202,2.85,3003.39,1.0,12205311222,4.064,1,5665753881,71679831,3003.39,1.0,15.0,649967016,19125,0.00%,0,6206768620,141,141,0,148942,22909,15.381,8564830793,114502,0.00%,9839,1634,16.61%,324334,8563253625,46,0.00%,3011,3770,125.21%,0,0,16.268,0.16268000000000002,11.55028,0.0,4.555040000000001
6,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,0.99,0.33,0.75,0.01,0.0,0.24,7.02,3.0,0.0,0.0,2.16,2.853379259,11591699991,4.064,34820860574,3.0,2852.58,1.0,11598041533,4.066,1,5384749690,68157749,2852.59,1.0,3.0,652065028,18192,0.00%,0,6217073456,144,144,0,305016,23551,7.721,8566123971,138487,0.00%,19357,1488,7.69%,420228,8538394081,186,0.00%,7024,4830,68.76%,0,0,16.256,0.16256,12.192,0.0,3.90144
7,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,0.99,0.33,0.75,0.01,0.0,0.24,7.02,3.0,0.0,0.01,2.14,2.88954484,11596415532,4.014,34812173602,3.0,2888.72,1.0,11594064057,4.014,5,5415847919,68573577,2888.72,1.0,2.0,651772197,25034,0.00%,0,6191772373,140,140,0,402333,32848,8.164,8566022859,152116,0.00%,23127,996,4.31%,428149,8550891572,761,0.00%,9015,5237,58.09%,0,0,16.056,0.16056,12.042000000000002,0.0,3.85344
8,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,1.0,0.33,0.75,0.01,0.0,0.24,7.03,3.0,0.0,0.0,2.16,2.84452199,11598210656,4.078,34846281196,3.01,2844.01,1.0,11593317779,4.076,1,5374554915,68010443,2844.01,1.0,8.0,650863603,14791,0.00%,0,6203176753,142,142,0,168526,28727,17.046,8548161360,122845,0.00%,12806,1213,9.47%,342692,8559792995,92,0.00%,1449,3749,258.73%,0,0,16.312,0.16312000000000001,12.234000000000002,0.0,3.91488
9,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,0.99,0.33,0.75,0.01,0.0,0.24,7.02,3.0,0.0,0.0,2.1,2.93861872,11589822669,3.945,34819499602,3.0,2937.56,1.0,11591416530,3.946,4,5503510782,69675962,2937.57,1.0,2.0,651026022,27808,0.00%,0,6205977674,140,140,0,424662,177141,41.713,8563039531,230339,0.00%,50436,3361,6.66%,516833,8543998437,886,0.00%,8224,6068,73.78%,0,0,15.78,0.1578,11.834999999999999,0.0,3.7872
10,2021-05-14,nbody_50000000_original_O3flag,g++-8,nbody_2_original.c 50000000,0.98,0.33,0.76,0.01,0.0,0.23,7.12,3.04,0.0,0.0,2.09,2.943887197,11454906653,3.892,34882306502,3.05,2942.93,1.0,11458319715,3.893,2,5484682497,69456863,2942.94,1.0,2.0,651978126,32863,0.01%,0,6202078453,141,141,0,473999,58920,12.43,8560664066,245576,0.00%,51104,14111,27.61%,568248,8533895582,351,0.00%,10687,4839,45.28%,0,0,15.568,0.15568,11.83168,0.0,3.5806400000000003
1,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.34,0.75,0.0,0.0,0.25,7.0,2.99,0.0,0.0,2.16,2.7993742,11395594342,4.072,33971087641,2.98,2798.85,1.0,11373850264,4.064,2,5277274200,66851559,2798.85,1.0,23.0,744105362,32134,0.00%,0,5056620867,142,142,0,475677,30264,6.362,8017776627,134906,0.00%,21172,731,3.45%,395045,8212494024,508,0.00%,3212,3904,121.54%,0,0,16.288,0.0,12.216000000000001,0.0,4.072
2,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.34,0.74,0.0,0.0,0.25,7.0,2.99,0.0,0.0,2.15,2.790352215,11348320931,4.068,33986646367,3.01,2789.82,1.0,11357408894,4.071,1,5273291508,66757986,2789.82,1.0,21.0,755477948,21838,0.00%,0,5135941644,142,142,0,145292,23184,15.957,8204282591,112316,0.00%,9416,697,7.40%,330565,8154236923,1101,0.00%,3225,2948,91.41%,0,0,16.272,0.0,12.041279999999999,0.0,4.068
3,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,7.01,2.99,0.0,0.0,2.16,2.778011358,11319719581,4.076,33845407691,2.99,2777.44,1.0,11322636354,4.077,1,5248980498,66438543,2777.45,1.0,19.0,751350188,17765,0.00%,0,5110167890,141,141,0,108209,17446,16.123,8168565116,97771,0.00%,5365,481,8.97%,300575,8166071516,126,0.00%,2106,2698,128.11%,0,0,16.304,0.0,12.227999999999998,0.0,4.076
4,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,7.0,2.99,0.0,0.0,2.16,2.778904517,11328383192,4.077,33858360862,2.99,2778.29,1.0,11336610227,4.08,0,5252885740,66499693,2778.29,1.0,18.0,751725964,21772,0.00%,0,5105935054,145,145,0,200312,13987,6.983,8156222296,101002,0.00%,9487,149,1.57%,298485,8156938319,71,0.00%,2604,3228,123.96%,0,0,16.308,0.0,12.231,0.0,4.077
5,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,6.97,2.98,0.0,0.0,2.15,2.780418567,11319068080,4.072,33832508460,2.99,2779.82,1.0,11337292301,4.078,1,5254100792,66521872,2779.82,1.0,16.0,751911019,20973,0.00%,0,5112192038,143,143,0,143763,19500,13.564,8167823982,93698,0.00%,6160,702,11.40%,300739,8166278366,102,0.00%,2029,2361,116.36%,0,0,16.288,0.0,12.216000000000001,0.0,4.072
6,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,7.01,2.99,0.0,0.0,2.16,2.777491238,11325705770,4.078,33872317703,2.99,2777.03,1.0,11322446288,4.077,1,5247277414,66432115,2777.03,1.0,14.0,751094239,20189,0.00%,0,5100557923,146,146,0,191740,24599,12.829,8152923152,103535,0.00%,8386,457,5.45%,319423,8164090591,165,0.00%,2264,2540,112.19%,0,0,16.312,0.0,12.234000000000002,0.0,4.078
7,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,7.0,2.99,0.0,0.0,2.16,2.7802314,11339873215,4.08,33911058380,2.99,2779.67,1.0,11338183836,4.079,0,5253724294,66504350,2779.67,1.0,12.0,751570269,18010,0.00%,0,5104825706,142,142,0,130135,24015,18.454,8158746862,107490,0.00%,11451,2163,18.89%,297497,8154548281,23,0.00%,2076,2803,135.02%,0,0,16.32,0.0,12.24,0.0,4.08
8,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,7.01,2.99,0.0,0.0,2.16,2.782029405,11329221956,4.073,33871070071,2.99,2781.22,1.0,11329767255,4.074,3,5254830444,66520862,2781.22,1.0,3.0,751509344,25550,0.00%,0,5105884200,140,140,0,404374,78737,19.471,8153990315,155396,0.00%,25883,1470,5.68%,379302,8159558059,126,0.00%,3192,2259,70.77%,0,0,16.292,0.0,12.219000000000001,0.0,4.073
9,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.34,0.74,0.0,0.0,0.26,7.0,2.98,0.0,0.0,2.16,2.7937817,11365038564,4.069,33843100382,2.97,2793.17,1.0,11371336061,4.071,0,5278359823,66817935,2793.17,1.0,10.0,751201681,19367,0.00%,0,5099521855,146,146,0,161646,25069,15.509,8141257998,102617,0.00%,5396,1785,33.08%,313924,8159004204,0,0.00%,2729,4063,148.88%,0,0,16.276,0.0,12.04424,0.0,4.23176
10,2022-05-27,nbody_50000000_original_O3flag,g++-9,nbody_2_original.c 50000000,1.0,0.33,0.75,0.0,0.0,0.25,7.01,2.99,0.0,0.0,2.16,2.795293382,11389503518,4.075,33466664321,2.94,2794.72,1.0,11379048658,4.072,0,5274297359,66777997,2794.73,1.0,10.0,745266820,31223,0.00%,0,5027365079,141,141,0,334390,25713,7.69,8097151559,129410,0.00%,17111,627,3.66%,345501,8220360039,15,0.00%,1754,4978,283.81%,0,0,16.3,0.0,12.225000000000001,0.0,4.075
1,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,1.0,0.35,0.71,0.01,0.0,0.28,6.71,2.83,0.01,0.0,2.16,2.962037286,12051499386,4.069,33453984757,2.77,2961.46,1.0,12046395843,4.068,1,5587974198,70736887,2961.46,1.0,13.0,744479586,25006,0.00%,0,5086729271,141,141,0,222458,17692,7.953,7936510263,121833,0.00%,14399,1072,7.44%,430245,7963143725,2715,0.00%,2530,7297,288.42%,0,0,16.276,0.16276,11.555959999999999,0.0,4.55728
2,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,0.99,0.36,0.7,0.0,0.0,0.29,6.51,2.82,0.0,0.0,2.15,2.98889199,12068354147,4.039,33991980373,2.82,2987.87,1.0,12052901473,4.034,2,5604126656,70962824,2987.88,1.0,2.0,751650507,29482,0.00%,0,5072667736,144,144,0,377096,58790,15.59,7898895179,181467,0.00%,36091,7619,21.11%,497558,7873536956,1369,0.00%,10459,5875,56.17%,0,0,16.156,0.0,11.309199999999999,0.0,4.685239999999999
3,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,1.0,0.35,0.71,0.01,0.0,0.28,6.7,2.83,0.0,0.0,2.16,2.94173394,12009798764,4.083,33994387334,2.84,2941.15,1.0,12007893328,4.083,1,5565689540,70464128,2941.16,1.0,9.0,751377552,15796,0.00%,0,5058308747,141,141,0,144167,16322,11.322,7910071135,164785,0.00%,31619,12747,40.31%,329440,7907486113,623,0.00%,1846,2637,142.85%,0,0,16.332,0.16332000000000002,11.59572,0.0,4.572960000000001
4,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,1.0,0.36,0.69,0.03,0.0,0.28,6.69,2.82,0.0,0.0,2.16,2.968912324,12095665505,4.075,33723551954,2.79,2968.31,1.0,12099488538,4.076,0,5608598632,70971404,2968.31,1.0,9.0,755923418,14893,0.00%,0,5103235096,140,140,0,207454,27868,13.433,7971205853,133477,0.00%,19798,1816,9.17%,364488,7976830612,185,0.00%,3189,3734,117.09%,0,0,16.3,0.489,11.247,0.0,4.564000000000001
5,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,1.0,0.35,0.71,0.01,0.0,0.29,6.55,2.83,0.0,0.0,2.15,2.948967056,11996530934,4.069,33989286592,2.84,2948.35,1.0,12011353821,4.074,1,5573695695,70569372,2948.35,1.0,8.0,753801809,14107,0.00%,0,5070901422,141,141,0,190199,19802,10.411,7914059649,110650,0.00%,33015,12558,38.04%,408801,7910839481,80,0.00%,4318,2539,58.80%,0,0,16.276,0.16276,11.555959999999999,0.0,4.72004
6,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,1.0,0.36,0.7,0.01,0.0,0.29,6.64,2.81,0.0,0.0,2.16,2.951937527,12031584283,4.077,34034427557,2.83,2951.39,1.0,12033683569,4.077,0,5582948558,70664016,2951.42,1.0,6.0,753764172,17858,0.00%,0,5067573944,138,138,0,338648,20176,5.958,7931124878,131602,0.00%,23435,12744,54.38%,585234,7862426116,3572,0.00%,4395,4050,92.15%,0,0,16.308,0.16308,11.4156,0.0,4.7293199999999995
7,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,1.0,0.35,0.71,0.01,0.0,0.28,6.58,2.83,0.0,0.0,2.16,2.944743583,11996353769,4.075,33934763161,2.83,2944.05,1.0,11990177512,4.073,1,5557590177,70387258,2944.05,1.0,4.0,750847553,15032,0.00%,0,5056824647,146,146,0,182986,29573,16.161,7911879748,179543,0.00%,32162,13962,43.41%,399301,7902926050,152,0.00%,2152,3056,142.01%,0,0,16.3,0.163,11.573,0.0,4.564000000000001
8,2023-07-07,nbody_50000000_original_O3flag,g++-10,nbody_2_original.c 50000000,0.99,0.35,0.71,0.01,0.0,0.29,6.7,2.83,0.0,0.0,2.04,3.151630571,12023856201,3.816,34001869093,2.83,3150.67,1.0,12017354143,3.814,3,5894486427,74627047,3150.68,1.0,1.0,751311431,42073,0.01%,0,5052158051,145,145,0,472277,37748,7.993,7909336219,161130,0.00%,28714,1851,6.45%,535707,7899397229,283,0.00%,11438,5458,47.72%,0,0,15.264,0.15264,10.837439999999999,0.0,4.426559999999999
