test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.28,0.88,0.00,0.00,0.12,7.27,3.52,0.00,0.00,2.16,3519429986 ns,14331033915,4.073 GHz,50369128160,3.51,3518.21 msec,1.000,14338787652,4.076 GHz,1,6646910428,84157197,3518.22 msec,1.000,15 C,2051339870,33899,0.00%,0,5503700705,142,142,0,367459,56479,15.370,10713166462,178417,0.00%,23515,4846,20.61%,467323,10710320526,31,0.00%,2662,7626,286.48%,0,0
2,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.29,0.86,0.01,0.00,0.13,7.26,3.51,0.00,0.00,2.16,3548222187 ns,14467404725,4.078 GHz,50738161210,3.51,3547.61 msec,1.000,14442295928,4.071 GHz,0,6696309191,84804174,3547.61 msec,1.000,20 C,2063079739,23502,0.00%,0,5537937264,144,144,0,549513,178239,32.436,10609392242,175307,0.00%,26286,1813,6.90%,430462,10575188728,118,0.00%,2692,4061,150.85%,0,0
3,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.28,0.87,0.00,0.00,0.12,7.27,3.51,0.00,0.00,2.16,3526448069 ns,14324265714,4.063 GHz,50331520311,3.51,3525.89 msec,1.000,14344951845,4.068 GHz,1,6652959141,84236869,3525.89 msec,1.000,17 C,2051642982,25836,0.00%,0,5504871366,140,140,0,241927,38412,15.878,10728381043,146680,0.00%,11302,401,3.55%,372324,10700372093,0,0.00%,3990,6052,151.68%,0,0
4,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.29,0.87,0.00,0.00,0.13,7.19,3.49,0.00,0.00,2.16,3549185049 ns,14440678207,4.070 GHz,50316428853,3.48,3548.17 msec,1.000,14440068347,4.070 GHz,0,6699876902,84819257,3548.18 msec,1.000,6 C,2049398253,32254,0.00%,0,5502476308,145,145,0,686242,185601,27.046,10713521756,170596,0.00%,17797,1671,9.39%,446868,10706488161,55,0.00%,2685,6867,255.75%,0,0
5,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.29,0.87,0.00,0.00,0.13,7.25,3.51,0.00,0.00,2.16,3533383340 ns,14424652820,4.083 GHz,50651448245,3.52,3532.82 msec,1.000,14425163562,4.083 GHz,1,6687352388,84654672,3532.83 msec,1.000,13 C,2062651287,25878,0.00%,0,5531519544,142,142,0,279231,26553,9.509,10608719278,166285,0.00%,24446,709,2.90%,449193,10739448151,236,0.00%,2870,4290,149.48%,0,0
6,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.29,0.87,0.00,0.00,0.13,7.21,3.50,0.00,0.00,2.15,3529517535 ns,14364536588,4.071 GHz,50337208817,3.50,3528.91 msec,1.000,14383644249,4.076 GHz,1,6671227116,84451510,3528.92 msec,1.000,11 C,2053162956,26445,0.00%,0,5513028956,145,145,0,171895,24932,14.504,10720937719,137614,0.00%,12588,1055,8.38%,378943,10716381943,110,0.00%,1803,3025,167.78%,0,0
7,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.28,0.87,0.00,0.00,0.12,7.27,3.51,0.00,0.00,2.16,3520394871 ns,14344158137,4.075 GHz,50378002983,3.51,3519.86 msec,1.000,14340527087,4.074 GHz,3,6648286053,84163552,3519.87 msec,1.000,10 C,2051277029,24538,0.00%,0,5509302630,145,145,0,111084,19281,17.357,10718054379,123542,0.00%,12673,1815,14.32%,358751,10712133019,47,0.00%,2215,3465,156.43%,0,0
8,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.29,0.86,0.00,0.00,0.12,7.27,3.51,0.00,0.00,2.16,3551605747 ns,14460507917,4.072 GHz,50608364372,3.50,3551.00 msec,1.000,14458402999,4.072 GHz,1,6703855376,84877492,3551.00 msec,1.000,9 C,2052002547,25969,0.00%,0,5448875192,141,141,0,559049,166642,29.808,10661013357,212353,0.00%,22424,1538,6.86%,391115,10785756359,15,0.00%,2924,4430,151.50%,0,0
9,g++-6 6.5.0,nbody_2_original.c 50000000,1.00,0.29,0.87,0.00,0.00,0.12,7.27,3.51,0.00,0.00,2.16,3539952461 ns,14448775702,4.082 GHz,50797794582,3.52,3539.31 msec,1.000,14448219350,4.082 GHz,1,6696856932,84751229,3539.31 msec,1.000,8 C,2063205913,26774,0.00%,0,5510548112,138,138,0,561202,38889,6.930,10615772350,172903,0.00%,26356,2077,7.88%,413905,10711604514,371,0.00%,2774,4708,169.72%,0,0
10,g++-6 6.5.0,nbody_2_original.c 50000000,0.99,0.29,0.87,0.00,0.00,0.13,7.26,3.51,0.00,0.01,2.11,3633929293 ns,14380798440,3.959 GHz,50429829669,3.51,3632.88 msec,1.000,14379413241,3.958 GHz,3,6818201554,86365464,3632.89 msec,1.000,2 C,2045957879,45952,0.00%,0,5515890847,142,142,0,483110,33898,7.017,10719043307,195099,0.00%,30665,2106,6.87%,535040,10720310793,1213,0.00%,10376,7463,71.93%,0,0
