,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,SWAP,CODE,DATA,nMaj,nDRT,USED
time,,,0.8066073515610251,,,0.8063925554201334,,,,,0.7785811831068224,,,0.8066082037227141
