version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,binaryTrees_2.c 21,18.7937,1605.8,1690278417.423864,0.00,0.00,459.10,12.75,3600.70,1896.00,2.54,24523.30,0.00,39.90,308.20,273.80,201.40,829.80,3.90,4263.40,1395.10,12373.10,0.00,0.09,0.05,0.02,0.39,0.00,6.51,3.55,76.51,13.67,0.02,0.56,72.99,64.30,64.80,98.59,450.00,300.00,101.86,99.07,1.31,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.22,228.29,0.29,14.94,0.00,0.00
g++-4.6 4.6.4,binaryTrees_2.c 21,18.1549,1592.3,1690278997.172555,0.00,0.00,460.00,12.77,3602.50,1896.00,2.62,18940.60,0.00,40.00,256.40,181.50,142.40,639.20,2.60,3596.80,748.00,9233.30,0.00,0.08,0.04,0.02,0.31,0.00,6.03,2.49,78.16,13.51,0.03,0.47,73.23,66.70,66.90,98.45,450.00,300.00,102.03,99.27,1.35,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268.97,221.51,0.29,14.55,0.00,0.00
g++-4.7 4.7.4,binaryTrees_2.c 21,18.2508,1622.5,1690279577.354604,0.00,0.00,459.70,12.95,3549.50,1896.00,2.62,25391.80,0.00,70.90,1469.40,345.80,271.30,954.10,3.50,4459.20,1223.60,12590.20,0.00,0.15,0.06,0.03,0.44,0.00,6.71,3.50,76.05,13.90,0.03,0.65,72.46,66.50,67.00,98.43,448.30,313.30,102.88,99.13,1.39,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.40,218.54,0.30,14.68,0.00,0.00
g++-4.8 4.8.5,binaryTrees_2.c 21,18.3092,1631.2,1690280158.105617,0.00,0.00,455.00,12.85,3544.10,1896.00,2.63,22384.10,0.00,174.80,836.40,310.70,250.50,846.30,1.60,3818.80,1053.20,11248.80,0.00,0.11,0.07,0.03,0.38,0.00,5.92,3.18,77.36,13.70,0.03,0.56,72.87,66.90,67.10,98.72,450.00,300.00,102.36,99.19,1.15,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.43,218.56,0.25,14.61,0.00,0.00
g++-4.9 4.9.3,binaryTrees_2.c 21,17.9921,1632.8,1690280735.790164,0.00,0.00,456.70,12.78,3574.90,1896.00,2.66,19601.00,0.00,54.40,236.30,174.50,198.70,704.70,3.50,3684.50,812.30,9800.40,0.00,0.08,0.04,0.02,0.34,0.00,6.17,2.97,77.51,13.56,0.02,0.51,73.13,66.70,66.90,98.33,300.00,300.00,102.08,99.21,1.48,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.49,216.45,0.27,14.45,0.00,0.00
g++-5 5.5.0,binaryTrees_2.c 21,18.1349,1638.9,1690281314.633162,0.00,0.00,452.00,12.76,3541.90,1896.00,2.69,20667.10,0.00,36.40,275.60,222.40,168.10,659.00,4.00,3197.10,1100.80,10695.10,0.00,0.09,0.04,0.02,0.32,0.00,4.95,3.74,77.97,13.54,0.02,0.47,73.21,66.50,66.90,99.15,300.00,300.00,101.89,99.22,0.76,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.74,214.52,0.15,14.44,0.00,0.00
g++-6 6.5.0,binaryTrees_2.c 21,18.5516,1641.6,1690281897.897221,0.00,0.00,456.30,12.83,3557.70,1896.00,2.65,27593.70,0.00,53.60,1047.20,335.20,259.10,1077.00,3.20,4565.30,1493.40,14199.30,0.00,0.15,0.06,0.03,0.50,0.00,6.61,4.25,75.45,13.93,0.04,0.73,72.47,67.20,67.80,98.50,300.00,300.00,102.27,99.07,1.34,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267.98,219.50,0.25,14.80,0.00,0.00
g++-7 7.5.0,binaryTrees_2.c 21,18.718,1636.6,1690282483.138843,0.00,0.00,457.80,12.83,3567.10,1896.00,2.62,25586.80,0.00,63.00,1347.00,373.00,222.40,980.90,1.60,4561.20,1200.90,12581.20,0.00,0.19,0.06,0.03,0.45,0.00,6.69,3.24,76.39,13.94,0.03,0.64,72.55,67.90,68.00,98.47,450.00,300.00,102.34,99.15,1.36,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.44,223.39,0.30,14.93,0.00,0.00
g++-8 ,binaryTrees_2.c 21,18.7094,1629.6,1690283068.324030,0.00,0.00,458.00,12.94,3539.70,1896.00,2.62,27389.80,0.00,103.40,1393.30,422.60,226.60,1129.50,3.50,4881.00,1419.80,13427.30,0.00,0.16,0.06,0.03,0.50,0.00,7.02,4.11,75.05,13.94,0.03,0.67,72.42,67.00,67.20,98.49,450.00,315.00,102.91,99.03,1.35,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.58,221.66,0.29,14.97,0.00,0.00
g++-9 9.5.0,binaryTrees_2.c 21,18.8518,1611.7,1690283655.031455,0.00,0.00,458.20,12.79,3580.20,1896.00,2.65,21130.80,0.00,56.80,226.10,234.20,205.40,822.90,2.00,3913.20,920.70,10615.10,0.00,0.08,0.05,0.02,0.37,0.00,6.10,3.01,77.47,13.58,0.03,0.56,73.04,67.20,67.40,98.48,450.00,300.00,102.15,99.24,1.29,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.95,228.68,0.29,14.98,0.00,0.00
