version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
Python 2.5.6,binarytrees_compatible_all.py 21,1.00,0.36,0.66,0.21,0.07,0.06,6.88,2.74,0.00,1.13,1.78,191481477288.90,645108400003.30,3.38,1770516881647.80,2.74,191465.02,1.00,645093180524.00,3.38,53.80,362137280552.50,4584331491.30,191465.31,1.00,1469.40,360041540731.30,1884778925.00,0.52,0.00,276562118696.60,137977.40,137977.40,0.00,4960421599.50,1903221298.00,38.37,586254999946.40,3365534964.40,0.57,275370191.00,102374276.70,37.16,50420128.50,586559664587.40,14709257.30,0.00,1084877.10,1600340.30,470.90,0.00,0.00
Python 2.7.18,binarytrees_compatible_all.py 21,1.00,0.38,0.64,0.22,0.07,0.08,6.83,2.60,0.02,1.28,1.77,189184760865.10,631191508213.50,3.34,1642503463250.70,2.60,189167.93,1.00,631182421667.50,3.34,61.40,357910747770.20,4530803388.00,189168.24,1.00,1505.70,305890882507.20,1684431833.70,0.55,0.00,273572579209.80,2546727.40,2546727.40,0.00,5505680325.50,2091025297.90,37.98,558480328884.10,3784378187.20,0.68,337120389.30,131843092.70,39.05,242637851.60,558917326816.40,20948895.50,0.00,2431774.90,16438924.10,2291.42,0.00,0.00
Python 3.0.1,binarytrees_compatible_all.py 21,1.00,0.38,0.63,0.27,0.05,0.05,6.40,2.64,0.00,1.01,1.78,224703874991.80,757398629295.20,3.37,1998789516191.30,2.64,224684.28,1.00,757388139802.90,3.37,57.20,425176357611.60,5382312324.10,224684.64,1.00,1423.80,419285354982.40,2104148377.40,0.50,0.00,313249930825.70,121794.80,121794.80,0.00,5041875444.50,1903078702.80,37.75,635536412495.50,3543063306.80,0.56,264669236.10,98496151.40,37.23,61909696.00,635371809961.40,15165730.40,0.00,539448.30,1711891.60,736.54,0.00,0.00
Python 3.4.10,binarytrees_compatible_all.py 21,1.00,0.37,0.66,0.24,0.05,0.06,6.68,2.69,0.01,1.01,1.78,212870120007.20,717947522959.10,3.38,1931090687764.60,2.69,212850.39,1.00,717940377002.10,3.38,63.40,402694512288.40,5097735843.60,212850.73,1.00,1450.20,371037604716.40,1761392043.70,0.47,0.00,312472181895.50,1941200.70,1941200.70,0.00,4703295980.70,1685127087.10,35.84,633729276883.30,3356365607.00,0.53,308330501.50,118157760.70,38.31,275327988.40,633663428706.00,15308535.20,0.00,2617383.50,18798728.40,3560.51,0.00,0.00
Python 3.5.10,binarytrees_compatible_all.py 21,1.00,0.38,0.64,0.26,0.04,0.06,6.50,2.60,0.01,1.09,1.79,225793358243.40,762735319797.70,3.38,1985440286164.60,2.60,225773.74,1.00,762715957821.80,3.38,61.60,427117794897.60,5406897642.40,225774.07,1.00,1435.80,388638563794.10,1694154914.10,0.43,0.00,321841705992.10,2517041.10,2517041.10,0.00,5443210173.50,2064698344.80,37.95,646831797322.60,3830762463.60,0.59,341838416.90,130621200.90,38.21,425753823.40,646838164633.40,19570148.60,0.00,1742043.20,18138943.60,1868.52,0.00,0.00
Python 3.6.15,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.28,0.05,0.04,6.31,2.51,0.02,0.87,1.80,228206251838.30,776968566019.40,3.41,1951619004043.50,2.51,228185.86,1.00,776946122827.80,3.41,59.00,431757634780.00,5465619444.50,228186.17,1.00,1478.40,382611798421.90,2089511519.90,0.55,0.00,324513029955.00,3060037.90,3060037.90,0.00,4580273955.30,1652274365.00,36.08,606967626314.30,3076805318.00,0.51,260588933.50,97397851.20,37.39,510268859.10,606741817300.80,16981794.60,0.00,886901.70,213366035.30,54686.95,0.00,0.00
Python 3.7.16,binarytrees_compatible_all.py 21,1.00,0.39,0.65,0.26,0.05,0.04,6.39,2.59,0.02,0.93,1.79,223302908003.10,757029713127.00,3.39,1962029556111.60,2.59,223283.29,1.00,757020750987.00,3.39,56.80,422392640456.80,5347084868.80,223283.62,1.00,1443.60,374816617275.60,1981228838.90,0.53,0.00,323022852653.30,3063621.20,3063621.20,0.00,4689060515.40,1679026793.10,35.81,630525087400.00,3275144587.50,0.52,261784895.70,97812664.70,37.34,369684135.60,630300792711.70,15685334.90,0.00,1258308.40,247018760.30,34236.55,0.00,0.00
Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.37,2.62,0.01,0.78,1.85,208143924998.20,725549121003.50,3.49,1899744795390.30,2.62,208125.50,1.00,725560530037.50,3.49,69.40,393584646851.10,4982390354.60,208125.82,1.00,1519.80,370454970675.60,1872671929.40,0.50,0.00,305549586209.20,2468765.10,2468765.10,0.00,3644467410.40,1267046169.30,34.77,619603213849.50,2544928610.90,0.41,213295959.80,80111185.60,37.55,266217951.90,619678579878.50,11432974.70,0.00,2975039.40,241358395.30,12725.97,0.00,0.00
Python 3.9.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.25,0.05,0.04,6.43,2.64,0.01,0.84,1.84,201603066832.50,699765991461.30,3.48,1844100386860.10,2.64,201584.12,1.00,699747300337.40,3.48,66.50,381304367490.50,4826903821.50,201584.44,1.00,1507.30,362935597304.70,1905484115.10,0.53,0.00,287869083910.90,2453713.50,2453713.50,0.00,3688800894.10,1262188455.20,34.23,592269516638.40,2632455681.90,0.44,228142445.20,82375137.60,36.11,274807568.30,591798783691.60,11375499.30,0.00,2310938.00,54259133.30,4252.71,0.00,0.00
Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.05,0.03,6.15,2.52,0.01,0.71,1.81,227004203059.20,774573953251.90,3.42,1949820145125.50,2.52,226983.51,1.00,774554516898.30,3.42,56.70,429437427874.60,5436259089.00,226983.86,1.00,1405.90,384871800608.40,2039227646.20,0.53,0.00,313733584690.30,1636789.30,1636789.30,0.00,3463231307.60,1265099164.90,36.54,602165171718.90,2511606748.10,0.42,196424126.40,71708750.10,36.44,163437490.70,602781558677.00,10964849.40,0.00,1239450.50,43547950.70,12413.25,0.00,0.00
