test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.07,6.40,2.48,0.01,1.06,2.12,123711801413 ns,494512664321,3.998 GHz,1234645826275,2.50,123701.28 msec,1.000,494407950957,3.997 GHz,65,233278990944,2953175205,123701.48 msec,1.000,1962 C,230107422916,1956380086,0.85%,0,164469741271,1652632,1652632,0,3196339985,1170528465,36.621,414798794238,2011160868,0.48%,169646821,67182160,39.60%,132767097,413487982116,56437607,0.01%,2479600,6902605,278.38%,0,0
2,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.61,0.23,0.11,0.06,6.41,2.51,0.02,0.92,1.85,140252417129 ns,491247668494,3.503 GHz,1228709304432,2.50,140241.41 msec,1.000,491237276303,3.503 GHz,58,265228805375,3357469682,140241.62 msec,1.000,921 C,229895902917,1936590185,0.84%,0,163783464860,1652644,1652644,0,3199065237,1222866016,38.226,414056750016,2027268405,0.49%,179980619,69335792,38.52%,113961640,414184112143,55157500,0.01%,3796085,1657929,43.67%,0,0
3,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.61,0.22,0.11,0.06,6.41,2.50,0.01,0.92,1.85,140769324883 ns,491549266882,3.492 GHz,1226117477393,2.49,140750.50 msec,1.000,491625347014,3.493 GHz,57,266038126273,3367830041,140750.82 msec,1.000,1430 C,229876816386,1955912771,0.85%,0,163729975692,1638475,1638475,0,3262957341,1261945008,38.675,414816085146,2033194730,0.49%,177217195,68569100,38.69%,113859143,414300616444,60141667,0.01%,3410935,11295209,331.15%,0,0
4,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.22,0.11,0.06,6.42,2.50,0.01,0.94,1.88,138640577846 ns,492307139142,3.551 GHz,1230870639862,2.50,138628.89 msec,1.000,492350228755,3.552 GHz,60,261861588066,3315096658,138629.14 msec,1.000,1415 C,230090192276,1949057465,0.85%,0,163698921983,1638448,1638448,0,3263570001,1234336958,37.822,414032059875,2042350537,0.49%,177351484,69485090,39.18%,118712117,414208944118,55695832,0.01%,1476689,1232974,83.50%,0,0
5,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.61,0.22,0.11,0.06,6.40,2.51,0.01,0.90,1.79,144630237454 ns,489931959517,3.388 GHz,1230898073893,2.51,144614.84 msec,1.000,489914310215,3.388 GHz,50,273728149411,3465134300,144615.08 msec,1.000,1494 C,230323166060,1935130282,0.84%,0,163861528509,1652666,1652666,0,3157159662,1217292903,38.557,413978035113,2032763636,0.49%,174304190,71761815,41.17%,111291928,414054360512,56707494,0.01%,2873286,1318396,45.88%,0,0
6,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.41,0.60,0.22,0.12,0.06,6.37,2.47,0.01,0.96,1.94,136248448455 ns,498165706354,3.657 GHz,1230141414990,2.47,136237.71 msec,1.000,498158182060,3.657 GHz,56,257369743587,3258173670,136237.92 msec,1.000,1482 C,230158879023,2057038072,0.89%,0,163993632142,1638452,1638452,0,3221807529,1229652596,38.167,413880446133,2037695956,0.49%,184726768,71454019,38.68%,119271874,414277419165,53917432,0.01%,4070629,1660160,40.78%,0,0
7,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.61,0.23,0.11,0.06,6.41,2.52,0.01,0.91,1.80,144057619553 ns,489497627884,3.398 GHz,1229528848727,2.51,144046.27 msec,1.000,489485213760,3.398 GHz,52,272638349018,3451316702,144046.50 msec,1.000,1398 C,230891292269,1924426971,0.83%,0,163789634465,1652638,1652638,0,3318051919,1231359285,37.111,414451629616,2045381465,0.49%,175094182,69703325,39.81%,109580948,414279551242,55060508,0.01%,284223,2434803,856.65%,0,0
8,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.41,0.60,0.22,0.11,0.07,6.37,2.47,0.01,0.96,1.92,136957464159 ns,498100731173,3.637 GHz,1229517165499,2.47,136945.56 msec,1.000,498032224326,3.637 GHz,79,258788877828,3276154286,136945.78 msec,1.000,1462 C,229682694145,1948472466,0.85%,0,163737028089,1638487,1638487,0,3302047268,1229326952,37.229,413912062888,2050502084,0.50%,178813549,72225370,40.39%,112254131,413932844920,54706719,0.01%,1272513,2525847,198.49%,0,0
9,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.61,0.22,0.11,0.06,6.42,2.51,0.01,0.90,1.80,143934122371 ns,490068630645,3.405 GHz,1231534369655,2.51,143923.33 msec,1.000,490063999051,3.405 GHz,59,272397070054,3448263887,143923.51 msec,1.000,1420 C,230334786966,1938691409,0.84%,0,163875560390,1652661,1652661,0,3242033774,1238621138,38.205,413852153210,2021807114,0.49%,177526382,74904182,42.19%,109129471,413711942019,55371504,0.01%,293457,1842753,627.95%,0,0
10,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.22,0.11,0.06,6.40,2.50,0.01,0.96,1.93,135627819023 ns,492793099691,3.634 GHz,1231999436991,2.50,135609.71 msec,1.000,492739832266,3.634 GHz,119,255716475543,3237097364,135609.97 msec,1.000,1470 C,229935303263,1945041970,0.85%,0,164064172596,1638445,1638445,0,3187702010,1227177334,38.497,414210802678,2023863067,0.49%,177951178,72881847,40.96%,128361192,413369470629,50408749,0.01%,3545716,1548812,43.68%,0,0
