test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,binarytrees.py 21,0.049678,1193,1686570512.174884,-,-,610,15.22,4009,1896,1.06,305,0,2,15,65,84,205,0,119,0,0,0.01,2.17,2.74,6.66,26.75,0.00,45.29,0.00,0.00,30.86,10.91,24.89,18.12,68,68,74.48,300,300,121.95,92.78,24.52,22.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.79,0.01,0.05,0.00,0.00
2,Python 3.5.10,binarytrees.py 21,0.053322,1104,1686570512.270068,-,-,1217,31.76,3831,1897,0.73,446,0,7,1306,391,99,132,0,44,0,0,0.04,26.51,7.96,3.51,14.70,0.00,15.62,0.00,0.00,48.09,3.21,11.48,5.46,68,71,91.89,300,300,193.59,97.92,7.38,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.14,0.00,0.07,0.00,0.00
3,Python 3.5.10,binarytrees.py 21,0.051003,1082,1686570512.371260,-,-,987,25.85,3816,1897,0.80,402,0,3,645,1013,388,200,0,26,0,0,0.01,15.27,23.72,12.82,11.36,0.00,11.24,0.00,0.00,56.32,4.84,5.72,7.28,69,71,92.15,300,300,176.37,98.80,6.27,6.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.01,0.00,0.06,0.00,0.00
4,Python 3.5.10,binarytrees.py 21,0.061608,1120,1686570512.536654,-,-,978,44.74,1975,2099,0.92,558,0,6,300,1038,455,272,0,8,0,0,0.04,3.11,22.48,16.75,16.47,0.00,1.95,0.00,0.00,42.48,8.38,4.04,0.36,68,69,112.00,300,300,265.93,101.54,2.18,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.10,0.00,0.05,0.00,0.00
5,Python 3.5.10,binarytrees.py 21,0.047513,1104,1686570512.613396,-,-,578,14.48,3991,1898,1.03,254,0,0,40,69,99,213,0,89,0,0,0.00,4.29,3.42,5.32,29.73,0.00,42.13,0.00,0.00,30.34,10.65,26.77,17.76,69,69,86.29,300,300,113.85,94.56,12.51,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.72,0.00,0.04,0.00,0.00
6,Python 3.5.10,binarytrees.py 21,0.047383,1258,1686570512.707071,-,-,557,13.81,4043,1892,1.15,260,0,0,10,48,65,175,0,99,0,4,0.00,0.83,2.05,5.16,23.84,0.00,49.55,0.00,3.96,24.92,18.06,22.39,20.82,67,69,90.75,300,300,111.35,94.01,8.18,7.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.71,0.00,0.03,0.00,0.00
7,Python 3.5.10,binarytrees.py 21,0.048300,1284,1686570512.793136,-,-,551,13.67,4032,1894,1.04,260,0,0,9,43,77,193,0,100,0,0,0.00,1.48,2.95,5.90,26.88,0.00,48.46,0.00,0.00,27.43,16.82,26.63,15.45,68,70,82.82,300,300,109.05,94.24,14.92,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.70,0.01,0.03,0.00,0.00
8,Python 3.5.10,binarytrees.py 21,0.053280,2961,1686570512.883673,-,-,791,20.01,3970,1888,0.98,344,0,0,15,58,90,229,0,108,0,0,0.00,2.67,2.30,5.55,27.75,0.00,39.69,0.00,0.00,30.26,12.17,25.84,11.72,67,71,78.83,300,300,141.42,89.72,15.57,14.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.92,0.01,0.06,0.00,0.00
9,Python 3.5.10,binarytrees.py 21,0.048267,1184,1686570512.959753,-,-,553,13.70,4037,1896,1.04,263,0,0,9,39,84,191,0,97,0,3,0.00,0.79,2.06,6.28,23.51,0.00,51.08,0.00,1.86,25.49,14.16,27.72,18.93,70,70,82.87,300,300,110.79,93.97,14.08,13.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.72,0.01,0.03,0.00,0.00
10,Python 3.5.10,binarytrees.py 21,0.048730,1042,1686570513.038285,-,-,564,14.01,4021,1899,1.02,295,0,0,15,60,75,201,0,111,0,0,0.00,0.57,3.64,4.95,26.80,0.00,49.30,0.00,0.00,28.08,11.73,31.00,15.19,66,69,80.03,300,300,112.77,93.56,18.87,17.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.73,0.01,0.04,0.00,0.00
1,Python 3.5.10,binarytrees.py 21,0.057997,1210,1686571217.418864,-,-,1689,44.41,3806,1894,0.68,570,0,11,3951,977,80,49,0,20,0,0,0.03,34.27,9.04,1.07,4.87,0.00,6.93,0.00,0.00,48.78,0.19,2.32,4.30,62,62,86.21,300,300,259.87,99.26,11.94,11.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.52,0.00,0.10,0.00,0.00
2,Python 3.5.10,binarytrees.py 21,0.057816,1211,1686571217.561180,-,-,1672,44.00,3805,1894,0.69,625,0,28,3347,1105,100,28,0,15,0,0,0.12,32.15,13.38,2.14,3.87,0.00,5.04,0.00,0.00,50.81,0.08,2.79,2.33,64,63,91.67,300,300,258.08,99.43,6.96,6.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,1.53,0.00,0.09,0.00,0.00
3,Python 3.5.10,binarytrees.py 21,0.059817,1048,1686571217.680764,-,-,1715,44.96,3809,1898,0.66,576,0,19,2759,1124,156,49,0,9,0,0,0.08,25.22,15.15,5.12,6.10,0.00,4.07,0.00,0.00,46.22,2.08,3.65,3.10,64,66,81.92,300,300,260.86,99.49,16.06,15.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,1.57,0.01,0.11,0.00,0.00
4,Python 3.5.10,binarytrees.py 21,0.057454,1107,1686571217.818474,-,-,1670,43.81,3813,1896,0.69,557,0,7,3282,1020,115,52,0,25,0,0,0.03,27.76,12.85,2.19,7.91,0.00,6.04,0.00,0.00,45.81,0.12,6.48,3.78,64,66,90.51,300,300,258.80,99.30,8.16,8.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,1.53,0.01,0.10,0.00,0.00
5,Python 3.5.10,binarytrees.py 21,0.058905,1025,1686571217.956925,-,-,1753,45.97,3810,1897,0.69,585,0,24,3514,1301,73,37,0,12,0,0,0.05,26.53,14.17,2.58,6.16,0.00,5.26,0.00,0.00,44.15,0.72,6.55,2.61,66,67,88.28,300,300,265.89,99.54,12.42,12.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,1.60,0.01,0.10,0.00,0.00
6,Python 3.5.10,binarytrees.py 21,0.068003,1075,1686571218.077564,-,-,1458,48.03,3037,1896,0.70,551,0,16,2039,1061,214,118,0,14,0,0,0.06,16.04,13.75,8.01,9.59,0.00,4.85,0.00,0.00,38.23,4.79,5.79,3.15,65,67,80.88,300,300,268.44,98.86,17.91,17.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,1.52,0.01,0.11,0.00,0.00
7,Python 3.5.10,binarytrees.py 21,0.052475,1132,1686571218.159288,-,-,992,26.07,3807,1896,0.79,343,0,6,374,963,480,259,0,22,0,0,0.05,10.02,22.33,17.03,17.49,0.00,7.17,0.00,0.00,50.51,8.85,10.23,4.34,62,64,80.04,300,300,178.01,98.68,19.11,18.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.99,0.01,0.07,0.00,0.00
8,Python 3.5.10,binarytrees.py 21,0.052038,1060,1686571218.251360,-,-,948,23.62,3808,1999,0.80,318,0,1,371,901,441,286,0,39,0,0,0.01,11.85,24.41,14.67,18.28,0.00,11.39,0.00,0.00,56.04,5.05,7.86,7.44,64,64,84.55,300,300,170.92,101.41,20.25,20.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,1.04,0.01,0.07,0.00,0.00
9,Python 3.5.10,binarytrees.py 21,0.054312,1122,1686571218.331724,-,-,1003,26.31,3812,1896,0.76,283,0,5,376,913,493,276,0,22,0,0,0.02,9.51,23.69,13.52,18.85,0.00,8.05,0.00,0.00,51.36,5.85,10.33,6.15,62,62,79.17,300,300,178.67,98.00,20.74,20.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.26,1.05,0.01,0.07,0.00,0.00
10,Python 3.5.10,binarytrees.py 21,0.053316,1085,1686571218.413713,-,-,936,24.51,3816,1898,0.79,275,0,1,339,846,495,332,0,20,0,0,0.00,8.79,19.99,17.15,20.68,0.00,8.94,0.00,0.00,49.95,9.32,11.26,4.96,62,65,86.28,300,300,168.64,97.92,12.86,12.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,1.01,0.01,0.06,0.00,0.00
