test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.4.10,binarytrees.py 21,0.048299,1224,1686570511.000337,-,-,566,14.07,4030,1894,1.02,279,0,0,26,42,68,241,0,112,0,1,0.00,0.93,1.65,6.05,32.24,0.00,44.03,0.00,0.03,25.67,16.27,36.48,7.51,67,67,76.61,300,300,113.43,93.30,22.03,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.72,0.01,0.04,0.00,0.00
2,Python 3.4.10,binarytrees.py 21,0.047711,1248,1686570511.088032,-,-,548,13.58,4039,1895,1.13,278,0,0,12,42,83,195,0,81,0,0,0.00,0.62,2.13,7.41,30.00,0.00,45.51,0.00,0.00,24.65,20.29,25.65,15.83,68,68,79.65,300,300,109.33,93.50,19.59,18.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.70,0.01,0.03,0.00,0.00
3,Python 3.4.10,binarytrees.py 21,0.048346,1096,1686570511.167880,-,-,542,13.61,3980,1897,1.03,266,0,0,13,35,72,215,0,89,0,1,0.00,2.06,2.14,5.69,26.61,0.00,48.52,0.00,0.75,27.20,20.13,21.95,17.12,68,68,74.46,300,300,109.35,93.92,23.04,21.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.68,0.01,0.03,0.00,0.00
4,Python 3.4.10,binarytrees.py 21,0.049561,1095,1686570511.247457,-,-,754,17.91,3935,2028,0.93,351,0,5,274,119,94,206,0,119,0,0,0.01,10.19,2.97,7.52,27.65,0.00,38.68,0.00,0.00,35.85,7.48,25.60,13.16,67,70,70.62,300,300,139.70,95.80,32.84,30.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.90,0.02,0.06,0.00,0.00
5,Python 3.4.10,binarytrees.py 21,0.067345,1075,1686570511.373092,-,-,1514,47.50,3184,1898,0.66,721,0,9,3669,997,81,83,0,19,0,0,0.03,35.00,9.99,1.26,4.65,0.00,2.26,0.00,0.00,49.36,0.20,1.01,1.94,70,71,87.61,300,300,271.66,99.49,10.91,10.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,1.56,0.01,0.11,0.00,0.00
6,Python 3.4.10,binarytrees.py 21,0.047627,1084,1686570511.486775,-,-,596,13.68,3985,2073,0.98,310,0,0,117,100,90,198,0,96,0,0,0.00,8.09,4.79,6.91,24.59,0.00,49.34,0.00,0.00,36.02,13.74,19.96,16.60,70,70,92.38,300,300,120.01,97.07,17.75,16.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.81,0.01,0.05,0.00,0.00
7,Python 3.4.10,binarytrees.py 21,0.047975,1084,1686570511.563943,-,-,562,13.98,4020,1896,1.02,291,0,1,20,53,93,196,0,96,0,3,0.01,1.67,2.95,7.13,25.72,0.00,44.97,0.00,2.81,29.22,18.67,21.98,16.15,71,71,83.38,300,300,112.77,93.66,15.02,14.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.72,0.01,0.04,0.00,0.00
8,Python 3.4.10,binarytrees.py 21,0.048732,1168,1686570511.648862,-,-,568,14.06,4040,1897,1.01,286,0,0,15,48,76,213,0,107,0,0,0.00,1.48,2.12,6.25,27.28,0.00,47.69,0.00,0.00,26.59,19.11,23.94,16.30,69,69,75.93,300,300,110.68,92.27,22.37,19.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.72,0.01,0.04,0.00,0.00
9,Python 3.4.10,binarytrees.py 21,0.164581,1087,1686570511.954954,-,-,655,73.79,864,1948,1.01,4304,0,0,2,26,52,216,0,106,0,10,0.00,0.02,0.30,1.19,8.97,0.00,13.48,0.00,2.36,14.29,2.09,5.15,4.67,67,67,99.65,300,300,346.74,98.83,3.10,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,1.26,0.00,0.13,0.00,0.00
10,Python 3.4.10,binarytrees.py 21,0.047201,1084,1686570512.031304,-,-,547,13.50,4046,1897,1.03,277,0,0,13,56,88,172,0,105,0,2,0.00,1.33,2.28,6.51,24.50,0.00,50.30,0.00,0.99,25.72,13.82,24.21,22.75,67,67,84.74,300,300,107.43,94.02,14.35,13.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.68,0.01,0.03,0.00,0.00
1,Python 3.4.10,binarytrees.py 21,0.060600,1235,1686571096.326402,-,-,1811,47.71,3806,1892,0.64,1146,0,22,4047,1056,65,44,0,25,0,0,0.06,31.06,10.10,0.75,6.19,0.00,4.72,0.00,0.00,46.22,0.02,3.94,2.11,63,63,82.51,300,300,272.07,99.29,15.89,15.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.87,1.63,0.01,0.12,0.00,0.00
2,Python 3.4.10,binarytrees.py 21,0.060558,1236,1686571096.469881,-,-,1764,46.42,3805,1894,0.63,1144,0,7,2707,1243,123,64,0,27,0,0,0.02,25.12,16.26,2.11,6.39,0.00,4.17,0.00,0.00,48.01,0.27,3.66,1.64,64,64,77.61,300,300,270.07,99.44,21.60,21.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,1.61,0.01,0.12,0.00,0.00
3,Python 3.4.10,binarytrees.py 21,0.056908,1077,1686571096.598832,-,-,1657,43.49,3811,1896,0.69,586,0,13,3294,1057,70,71,0,20,0,0,0.05,30.28,12.30,1.64,6.97,0.00,5.88,0.00,0.00,47.28,1.00,3.84,4.39,67,67,91.38,300,300,255.76,99.32,7.46,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.49,0.00,0.09,0.00,0.00
4,Python 3.4.10,binarytrees.py 21,0.057470,1117,1686571096.716005,-,-,1542,40.38,3819,1896,0.67,479,0,8,1850,1212,219,94,0,13,0,0,0.03,21.65,15.84,5.17,11.94,0.00,5.27,0.00,0.00,45.13,3.75,6.21,4.53,63,63,76.56,300,300,239.67,98.58,22.20,22.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,1.42,0.01,0.10,0.00,0.00
5,Python 3.4.10,binarytrees.py 21,0.052613,1238,1686571096.798329,-,-,973,25.51,3825,1891,0.81,289,0,1,363,891,449,338,0,17,0,0,0.00,9.00,22.74,18.13,21.72,0.00,2.34,0.00,0.00,54.77,9.99,9.58,0.15,65,65,89.33,300,300,174.35,97.01,9.35,8.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.02,0.01,0.06,0.00,0.00
6,Python 3.4.10,binarytrees.py 21,0.051659,1118,1686571096.879036,-,-,956,25.10,3808,1897,0.80,325,0,4,377,875,480,274,0,17,0,0,0.02,10.33,21.08,16.91,20.83,0.00,5.68,0.00,0.00,52.21,8.35,12.77,1.57,61,61,81.30,300,300,174.64,97.82,18.42,17.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.98,0.01,0.06,0.00,0.00
7,Python 3.4.10,binarytrees.py 21,0.050972,1102,1686571096.959659,-,-,926,24.27,3811,1897,0.83,279,0,2,358,948,441,293,0,16,0,0,0.01,8.95,24.18,14.74,20.83,0.00,6.98,0.00,0.00,52.90,6.02,12.75,4.06,60,63,88.28,300,300,170.31,97.65,10.25,9.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.97,0.01,0.06,0.00,0.00
