test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v1.8.4,binaryTrees_1_original.js 21,48030994,0.95,0.92,0.30,0.42,0.14,0.08,5.61,1.32,0.07,3.43,2.16,48030994 ns,194044551,4.048 GHz,235221138,1.23,47.93 msec,0.998,193647222,4.040 GHz,1,89342416,1130926,47.94 msec,0.998,310 C,37127475,1391775,3.75%,0,<not,2542,2542,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v1.8.4,binaryTrees_1_original.js 21,49976245,0.95,1.35,0.25,0.38,0.13,0.08,5.72,1.34,0.08,3.23,2.16,49976245 ns,201786888,4.058 GHz,248743589,1.26,49.72 msec,0.995,201268761,4.048 GHz,4,93127504,1178829,49.73 msec,0.995,284 C,38802189,1532949,3.95%,34,<not,2542,2542,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v1.8.4,binaryTrees_1_original.js 21,49456749,0.97,0.95,0.30,0.42,0.13,0.09,5.67,1.32,0.08,3.25,2.16,49456749 ns,198170101,4.020 GHz,240691943,1.25,49.29 msec,0.997,197347252,4.004 GHz,1,91110022,1153283,49.30 msec,0.997,289 C,37278134,1425606,3.82%,0,<not,2542,2542,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v1.8.4,binaryTrees_1_original.js 21,49225509,0.95,0.94,0.30,0.42,0.14,0.08,5.65,1.31,0.08,3.16,2.08,49225509 ns,194401382,3.962 GHz,239420410,1.25,49.06 msec,0.997,196884420,4.013 GHz,3,90789559,1149234,49.07 msec,0.997,293 C,37586056,1436615,3.82%,0,<not,2542,2542,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v1.8.4,binaryTrees_1_original.js 21,48579351,0.96,0.92,0.31,0.43,0.14,0.08,5.67,1.31,0.07,3.26,2.16,48579351 ns,195814514,4.041 GHz,237902359,1.25,48.45 msec,0.997,195095026,4.026 GHz,2,90014845,1139428,48.46 msec,0.998,275 C,37068793,1443451,3.89%,0,<not,2541,2541,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v1.8.4,binaryTrees_1_original.js 21,48587159,0.97,0.93,0.30,0.42,0.14,0.08,5.67,1.32,0.07,3.30,2.16,48587159 ns,195755589,4.040 GHz,238513369,1.26,48.45 msec,0.997,194952238,4.023 GHz,4,89899978,1137974,48.46 msec,0.997,278 C,37338153,1438069,3.85%,0,<not,2542,2542,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v1.8.4,binaryTrees_1_original.js 21,49059784,0.97,0.97,0.30,0.42,0.14,0.08,5.67,1.32,0.07,3.29,2.15,49059784 ns,194130386,3.971 GHz,233596111,1.21,48.88 msec,0.996,192740185,3.943 GHz,2,90188228,1141631,48.89 msec,0.997,291 C,37220282,1436685,3.86%,0,<not,2542,2542,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v1.8.4,binaryTrees_1_original.js 21,48305784,0.97,0.93,0.31,0.43,0.15,0.08,5.69,1.32,0.07,3.29,2.16,48305784 ns,194120601,4.028 GHz,237500325,1.25,48.19 msec,0.998,193277257,4.011 GHz,2,89547427,1133511,48.20 msec,0.998,274 C,37007930,1441394,3.89%,0,<not,2543,2543,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v1.8.4,binaryTrees_1_original.js 21,48832534,0.97,0.93,0.30,0.42,0.14,0.09,5.67,1.30,0.08,3.21,2.15,48832534 ns,193669367,3.981 GHz,234554303,1.21,48.65 msec,0.996,194884467,4.006 GHz,3,89923219,1138260,48.66 msec,0.996,287 C,37284841,1429963,3.84%,0,<not,2540,2540,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v1.8.4,binaryTrees_1_original.js 21,48693296,0.93,0.93,0.30,0.43,0.14,0.08,5.68,1.32,0.07,3.26,2.16,48693296 ns,195478789,4.021 GHz,237830108,1.24,48.61 msec,0.998,194581645,4.003 GHz,3,89687356,1135282,48.62 msec,0.999,284 C,36683208,1432044,3.90%,0,<not,2541,2541,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
