test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v0.12.18,binaryTrees_1_original.js 21,48954523,1.00,0.89,0.31,0.37,0.15,0.10,6.07,1.46,0.07,3.29,2.16,48954523 ns,190670108,3.916 GHz,237999600,1.27,48.69 msec,0.995,189798111,3.898 GHz,2,87386548,1106169,48.70 msec,0.995,254 C,35321241,1518056,4.30%,0,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v0.12.18,binaryTrees_1_original.js 21,48833382,0.99,0.89,0.32,0.39,0.15,0.10,6.07,1.45,0.07,3.37,2.15,48833382 ns,193159307,3.973 GHz,239417049,1.26,48.61 msec,0.995,191842359,3.946 GHz,2,89872044,1137620,48.62 msec,0.996,246 C,36611256,1376252,3.76%,0,<not,2697,2697,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v0.12.18,binaryTrees_1_original.js 21,48620763,1.00,0.91,0.31,0.38,0.15,0.10,6.06,1.45,0.07,3.38,2.16,48620763 ns,194326013,4.018 GHz,242993757,1.27,48.36 msec,0.995,193232837,3.995 GHz,4,89280017,1130126,48.37 msec,0.995,223 C,36692587,1346559,3.67%,0,<not,2696,2696,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v0.12.18,binaryTrees_1_original.js 21,49181507,0.98,0.92,0.31,0.37,0.15,0.10,6.06,1.46,0.07,3.29,2.16,49181507 ns,192415284,3.930 GHz,240085415,1.28,48.97 msec,0.996,191560580,3.913 GHz,1,88290330,1117599,48.94 msec,0.995,240 C,35660990,1543723,4.33%,0,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v0.12.18,binaryTrees_1_original.js 21,48139303,0.95,0.85,0.32,0.37,0.16,0.10,6.07,1.44,0.07,3.38,2.16,48139303 ns,190220203,3.968 GHz,239244984,1.28,47.93 msec,0.996,190166209,3.967 GHz,3,87851398,1112043,47.94 msec,0.996,222 C,35683086,1496243,4.19%,<not,<not,2694,2694,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v0.12.18,binaryTrees_1_original.js 21,48198703,0.97,0.86,0.32,0.39,0.16,0.10,6.07,1.45,0.07,3.39,2.16,48198703 ns,193134229,4.026 GHz,240467881,1.26,47.98 msec,0.995,192646391,4.015 GHz,2,89004149,1126634,47.97 msec,0.995,245 C,36390196,1305025,3.59%,0,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v0.12.18,binaryTrees_1_original.js 21,107887576,0.96,0.88,0.32,0.37,0.15,0.10,4.85,1.27,0.08,0.42,0.32,107887576 ns,66502870,0.626 GHz,104676630,0.32,106.16 msec,0.984,127041356,1.197 GHz,1,194037709,2451982,106.17 msec,0.984,236 C,23209490,680100,2.93%,94,19676593,2696,2696,0,3256461,954440,29.309,40332154,2140153,5.31%,679502,141207,20.78%,12540483,106241995,51345,0.05%,812207,<not,(0.00%),0,0
8,v0.12.18,binaryTrees_1_original.js 21,73217944,0.91,0.86,0.32,0.39,0.16,0.10,6.08,1.44,0.10,1.85,0.88,73217944 ns,57184914,0.783 GHz,44719421,0.20,73.03 msec,0.997,55680282,0.762 GHz,3,136015380,1710013,73.03 msec,0.997,217 C,29603671,1202444,4.06%,64,48034799,2695,2695,0,13020744,2999777,23.038,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v0.12.18,binaryTrees_1_original.js 21,48408831,1.00,0.89,0.32,0.39,0.15,0.10,6.07,1.46,0.07,3.38,2.16,48408831 ns,194044068,4.024 GHz,242300523,1.28,48.21 msec,0.996,192573105,3.994 GHz,2,88418665,1119223,48.22 msec,0.996,216 C,36451599,1331677,3.65%,0,<not,2696,2696,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v0.12.18,binaryTrees_1_original.js 21,49821319,0.98,0.89,0.32,0.38,0.15,0.10,6.08,1.43,0.07,3.26,2.16,49821319 ns,192611444,3.882 GHz,233879516,1.23,49.62 msec,0.996,190807991,3.846 GHz,1,90540175,1146078,49.62 msec,0.996,237 C,31894815,1412498,4.43%,0,<not,2696,2696,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
