test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v10.24.1,binaryTrees_1_original.js 21,41903109,0.95,0.91,0.32,0.35,0.12,0.07,5.69,1.34,0.05,2.24,2.16,41903109 ns,161970458,3.850 GHz,207615970,1.28,42.07 msec,1.004,161841615,3.846 GHz,7,<not,<not,42.08 msec,1.004,353 C,<not,<not,(0.00%),<not,<not,2377,2377,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v10.24.1,binaryTrees_1_original.js 21,43099777,0.88,0.89,0.32,0.34,0.12,0.12,5.74,1.35,0.05,2.21,2.16,43099777 ns,166400283,3.850 GHz,214491343,1.30,43.22 msec,1.003,166018805,3.841 GHz,6,<not,<not,43.24 msec,1.003,347 C,<not,<not,(0.00%),<not,<not,2377,2377,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v10.24.1,binaryTrees_1_original.js 21,42491839,0.90,0.89,0.32,0.35,0.12,0.09,5.70,1.32,0.05,2.22,2.15,42491839 ns,162837962,3.818 GHz,208346135,1.27,42.64 msec,1.003,161655162,3.791 GHz,6,<not,<not,42.66 msec,1.004,345 C,<not,<not,(0.00%),<not,<not,2377,2377,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v10.24.1,binaryTrees_1_original.js 21,42096218,0.91,0.88,0.33,0.35,0.13,0.08,5.68,1.34,0.05,2.24,2.16,42096218 ns,161894534,3.835 GHz,204424223,1.26,42.20 msec,1.002,161230743,3.820 GHz,3,<not,<not,42.22 msec,1.003,344 C,<not,<not,(0.00%),<not,<not,2377,2377,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v10.24.1,binaryTrees_1_original.js 21,41625464,0.91,0.88,0.33,0.35,0.13,0.08,5.67,1.38,0.05,2.25,2.16,41625464 ns,159519093,3.814 GHz,200504994,1.25,41.81 msec,1.004,158259811,3.784 GHz,3,<not,<not,41.83 msec,1.005,340 C,<not,<not,(0.00%),<not,<not,2377,2377,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v10.24.1,binaryTrees_1_original.js 21,42744376,0.96,0.99,0.30,0.38,0.12,0.08,5.69,1.28,0.08,2.14,2.14,42744376 ns,164698949,3.754 GHz,210393626,1.25,43.86 msec,1.026,164720695,3.754 GHz,3,<not,<not,43.88 msec,1.027,329 C,<not,<not,(0.00%),<not,<not,2377,2377,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v10.24.1,binaryTrees_1_original.js 21,42260294,0.91,0.90,0.32,0.35,0.13,0.08,5.66,1.35,0.05,2.13,2.15,42260294 ns,162295311,3.825 GHz,204737725,2.23,42.42 msec,1.004,161008286,3.795 GHz,4,<not,<not,42.44 msec,1.004,338 C,<not,<not,(0.00%),<not,<not,2402,2402,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v10.24.1,binaryTrees_1_original.js 21,42606452,0.89,0.93,0.31,0.34,0.12,0.07,5.68,1.34,0.05,2.12,2.16,42606452 ns,164884965,3.849 GHz,210704247,2.27,42.83 msec,1.005,164848409,3.848 GHz,5,<not,<not,42.85 msec,1.006,338 C,<not,<not,(0.00%),<not,<not,2378,2378,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v10.24.1,binaryTrees_1_original.js 21,42453000,0.95,0.89,0.32,0.35,0.13,0.08,5.67,1.35,0.05,2.23,2.15,42453000 ns,161228347,3.778 GHz,202577419,1.25,42.67 msec,1.005,159022758,3.726 GHz,3,<not,<not,42.69 msec,1.005,334 C,<not,<not,(0.00%),<not,<not,2378,2378,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v10.24.1,binaryTrees_1_original.js 21,42430300,0.94,0.90,0.32,0.35,0.13,0.08,5.65,1.31,0.05,2.25,2.16,42430300 ns,163281673,3.831 GHz,210243828,1.28,42.61 msec,1.004,162456178,3.812 GHz,3,<not,<not,42.63 msec,1.005,350 C,<not,<not,(0.00%),<not,<not,2379,2379,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
