test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v8.17.0,binaryTrees_1_original.js 21,39259467,0.95,0.87,0.33,0.35,0.13,0.12,5.63,1.39,0.04,2.54,2.15,39259467 ns,149907915,3.819 GHz,190632882,1.26,39.25 msec,1.000,147424531,3.756 GHz,2,<not,<not,39.26 msec,1.000,296 C,<not,<not,(0.00%),<not,<not,2401,2401,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v8.17.0,binaryTrees_1_original.js 21,39556730,0.96,0.89,0.33,0.35,0.14,0.12,5.69,1.37,0.04,2.52,2.16,39556730 ns,152245053,3.847 GHz,194584046,1.28,39.57 msec,1.000,151529854,3.829 GHz,3,<not,<not,39.58 msec,1.001,294 C,<not,<not,(0.00%),<not,<not,2401,2401,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v8.17.0,binaryTrees_1_original.js 21,39295626,0.94,0.88,0.33,0.35,0.14,0.12,5.67,1.40,0.04,2.54,2.15,39295626 ns,150120598,3.821 GHz,189223196,1.25,39.28 msec,1.000,148091300,3.769 GHz,5,<not,<not,39.29 msec,1.000,291 C,<not,<not,(0.00%),<not,<not,2402,2402,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v8.17.0,binaryTrees_1_original.js 21,40097935,0.95,0.86,0.33,0.35,0.13,0.15,5.70,1.39,0.04,2.53,2.15,40097935 ns,153264091,3.822 GHz,193699515,1.26,40.10 msec,1.000,151740554,3.784 GHz,3,<not,<not,40.11 msec,1.000,286 C,<not,<not,(0.00%),<not,<not,2399,2399,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v8.17.0,binaryTrees_1_original.js 21,39287115,0.91,0.87,0.33,0.35,0.14,0.11,5.67,1.41,0.04,2.55,2.15,39287115 ns,150720679,3.834 GHz,191019579,1.27,39.31 msec,1.000,149520439,3.803 GHz,4,<not,<not,39.32 msec,1.001,286 C,<not,<not,(0.00%),<not,<not,2402,2402,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v8.17.0,binaryTrees_1_original.js 21,38775229,0.95,0.86,0.34,0.35,0.14,0.12,5.66,1.40,0.04,2.57,2.16,38775229 ns,150416629,3.873 GHz,189525616,1.26,38.83 msec,1.002,147456653,3.796 GHz,3,<not,<not,38.85 msec,1.002,304 C,<not,<not,(0.00%),<not,<not,2401,2401,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v8.17.0,binaryTrees_1_original.js 21,40078872,0.94,0.87,0.32,0.34,0.13,0.11,5.75,1.38,0.04,2.55,2.15,40078872 ns,153319830,3.822 GHz,197734800,1.28,40.11 msec,1.001,154799254,3.859 GHz,2,<not,<not,40.12 msec,1.001,302 C,<not,<not,(0.00%),<not,<not,2401,2401,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v8.17.0,binaryTrees_1_original.js 21,39035111,0.97,0.86,0.33,0.36,0.14,0.11,5.67,1.40,0.04,2.58,2.16,39035111 ns,150587538,3.856 GHz,191059190,1.27,39.05 msec,1.000,149501476,3.828 GHz,4,<not,<not,39.06 msec,1.001,300 C,<not,<not,(0.00%),<not,<not,2400,2400,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v8.17.0,binaryTrees_1_original.js 21,38744344,0.95,0.87,0.34,0.37,0.14,0.12,5.65,1.40,0.04,2.69,2.15,38744344 ns,153705290,3.964 GHz,194264486,1.27,38.77 msec,1.001,152105143,3.923 GHz,3,<not,<not,38.78 msec,1.001,301 C,<not,<not,(0.00%),<not,<not,2400,2400,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v8.17.0,binaryTrees_1_original.js 21,40040762,0.84,0.88,0.33,0.35,0.13,0.12,5.75,1.37,0.05,2.57,2.15,40040762 ns,153953097,3.841 GHz,199483716,1.30,40.08 msec,1.001,153857566,3.839 GHz,3,<not,<not,40.09 msec,1.001,301 C,<not,<not,(0.00%),<not,<not,2399,2399,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
