version,release_date,path,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,0,1692101874,7838,node,0:00.17,659759104,18685952,9670656,100.0,0.1,2,6,0:00,0,7593984,14647296,0,2681856,0,18685952,278,2,276,0,0,14.7,0.8,0.0,84.5,0.0,0.0,0.0,0.0,15795.0 MiB,11904.4 MiB,1304.5 MiB,2586.1 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13844.3 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,1,1692101875,7838,node,0:01.33,659759104,18685952,9670656,93.8,0.1,2,6,0:01,0,7593984,14647296,0,2681856,0,18685952,278,2,276,0,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,11903.7 MiB,1304.8 MiB,2586.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13843.9 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,2,1692101876,7838,node,0:02.51,659759104,18685952,9670656,93.8,0.1,2,6,0:02,0,7593984,14647296,0,2681856,0,18685952,278,2,276,0,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,11917.7 MiB,1298.7 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13858.0 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,3,1692101877,7838,node,0:03.70,659759104,23011328,9670656,100.0,0.1,2,6,0:03,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,11913.0 MiB,1303.4 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.3 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,4,1692101878,7838,node,0:04.87,659759104,23011328,9670656,100.0,0.1,2,2,0:04,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,11913.0 MiB,1303.4 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.3 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,5,1692101879,7838,node,0:06.05,659759104,23011328,9670656,93.8,0.1,2,6,0:06,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,11913.3 MiB,1303.2 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.6 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,6,1692101881,7838,node,0:07.23,659759104,23011328,9670656,106.7,0.1,2,2,0:07,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,11913.0 MiB,1303.4 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.3 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,7,1692101882,7838,node,0:08.41,659759104,23011328,9670656,106.7,0.1,2,2,0:08,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,12.4,1.6,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,11913.0 MiB,1303.4 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.3 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,8,1692101883,7838,node,0:09.59,659759104,23011328,9670656,100.0,0.1,2,2,0:09,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,11912.8 MiB,1303.6 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.1 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,9,1692101884,7838,node,0:10.77,659759104,23011328,9670656,106.2,0.1,2,6,0:10,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,12.5,0.0,0.0,87.5,0.0,0.0,0.0,0.0,15795.0 MiB,11913.0 MiB,1303.4 MiB,2578.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13853.3 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,10,1692101885,7838,node,0:11.95,659759104,23011328,9670656,100.0,0.1,2,6,0:11,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,11912.1 MiB,1304.4 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13852.4 MiB,
0.8.28,2014-07-31,nbody_50000000,nbody_6.js 50000000,11,1692101887,7838,node,0:13.12,659759104,23011328,9670656,100.0,0.1,2,6,0:13,0,7593984,18841600,0,3730432,0,23011328,278,2,276,0,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,11912.3 MiB,1304.1 MiB,2578.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13852.6 MiB,
