version,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail
Python 3.0.1,nbody.py 50000000,10,1690199046,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,13.4,0,0,86.6,0,0,0,0,15795.0 MiB,6532.1 MiB,1494.1 MiB,7768.8 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.5 MiB
Python 3.0.1,nbody.py 50000000,11,1690199048,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12,0.8,0,87.2,0,0,0,0,15795.0 MiB,6532.6 MiB,1493.6 MiB,7768.8 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.9 MiB
Python 3.0.1,nbody.py 50000000,12,1690199049,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6532.1 MiB,1493.9 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.6 MiB
Python 3.0.1,nbody.py 50000000,13,1690199050,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6532.1 MiB,1493.9 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.6 MiB
Python 3.0.1,nbody.py 50000000,14,1690199051,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,13.4,0,0,86.6,0,0,0,0,15795.0 MiB,6532.6 MiB,1493.4 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13672.1 MiB
Python 3.0.1,nbody.py 50000000,15,1690199052,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6532.4 MiB,1493.7 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.8 MiB
Python 3.0.1,nbody.py 50000000,16,1690199053,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6532.4 MiB,1493.7 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.8 MiB
Python 3.0.1,nbody.py 50000000,17,1690199055,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12,0.8,0,87.2,0,0,0,0,15795.0 MiB,6532.4 MiB,1493.7 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.8 MiB
Python 3.0.1,nbody.py 50000000,18,1690199056,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6532.4 MiB,1493.7 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.9 MiB
Python 3.0.1,nbody.py 50000000,19,1690199057,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6531.9 MiB,1494.1 MiB,7768.9 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13671.4 MiB
Python 3.0.1,nbody.py 50000000,20,1690199058,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6531.1 MiB,1494.8 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13670.6 MiB
Python 3.0.1,nbody.py 50000000,21,1690199059,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6531.1 MiB,1494.8 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13670.6 MiB
Python 3.0.1,nbody.py 50000000,22,1690199060,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6531.1 MiB,1494.8 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13670.6 MiB
Python 3.0.1,nbody.py 50000000,23,1690199062,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6530.9 MiB,1495.1 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13670.4 MiB
Python 3.0.1,nbody.py 50000000,24,1690199063,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,13.1,0.8,0,86.2,0,0,0,0,15795.0 MiB,6530.4 MiB,1495.5 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.9 MiB
Python 3.0.1,nbody.py 50000000,25,1690199064,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6530.2 MiB,1495.8 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.7 MiB
Python 3.0.1,nbody.py 50000000,26,1690199065,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,13.4,0.8,0,85,0.8,0,0,0,15795.0 MiB,6530.2 MiB,1495.8 MiB,7769.0 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.7 MiB
Python 3.0.1,nbody.py 50000000,27,1690199066,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6530.2 MiB,1495.7 MiB,7769.1 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.7 MiB
Python 3.0.1,nbody.py 50000000,28,1690199067,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12.4,0.8,0,86.8,0,0,0,0,15795.0 MiB,6529.9 MiB,1495.8 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.6 MiB
Python 3.0.1,nbody.py 50000000,29,1690199069,281891,python3,20432,9544,5972,100,0.1,295,2,288,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.3 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.1 MiB
Python 3.0.1,nbody.py 50000000,30,1690199070,281891,python3,20432,9544,5972,93.8,0.1,295,2,288,5,0,13.3,0.8,0,85.9,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.3 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.1 MiB
Python 3.0.1,nbody.py 50000000,31,1690199071,281891,python3,20432,9544,5972,100,0.1,295,2,288,5,0,13.4,0.8,0,85.8,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.3 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.1 MiB
Python 3.0.1,nbody.py 50000000,32,1690199072,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.6 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.8 MiB
Python 3.0.1,nbody.py 50000000,33,1690199073,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,13.5,0.8,0,85.7,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.6 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.8 MiB
Python 3.0.1,nbody.py 50000000,34,1690199074,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,13.4,0.8,0,85.8,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.8 MiB
Python 3.0.1,nbody.py 50000000,35,1690199076,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.9,0,0,87.1,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.9 MiB
Python 3.0.1,nbody.py 50000000,36,1690199077,281891,python3,20432,9544,5972,93.8,0.1,295,2,288,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.9 MiB
Python 3.0.1,nbody.py 50000000,37,1690199078,281891,python3,20432,9544,5972,100,0.1,295,2,288,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.9 MiB
Python 3.0.1,nbody.py 50000000,38,1690199079,281891,python3,20432,9544,5972,93.8,0.1,295,2,288,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.9 MiB
Python 3.0.1,nbody.py 50000000,39,1690199080,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.3 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.1 MiB
Python 3.0.1,nbody.py 50000000,40,1690199081,281891,python3,20432,9544,5972,93.8,0.1,294,2,287,5,0,18,2.3,0,79.7,0,0,0,0,15795.0 MiB,6529.9 MiB,1495.8 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.6 MiB
Python 3.0.1,nbody.py 50000000,41,1690199083,281891,python3,20432,9544,5972,100,0.1,294,2,287,5,0,13.3,0.8,0,85.9,0,0,0,0,15795.0 MiB,6529.7 MiB,1496.0 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.4 MiB
Python 3.0.1,nbody.py 50000000,42,1690199084,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.2 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.2 MiB
Python 3.0.1,nbody.py 50000000,43,1690199085,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,13.5,0,0,86.5,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.2 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.2 MiB
Python 3.0.1,nbody.py 50000000,44,1690199086,281891,python3,20432,9544,5972,100,0.1,293,2,286,5,0,13.4,0.8,0,85.8,0,0,0,0,15795.0 MiB,6529.4 MiB,1496.2 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.2 MiB
Python 3.0.1,nbody.py 50000000,45,1690199087,281891,python3,20432,9544,5972,100,0.1,293,2,286,5,0,12.6,0,0,85.8,1.6,0,0,0,15795.0 MiB,6529.4 MiB,1496.2 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.2 MiB
Python 3.0.1,nbody.py 50000000,46,1690199088,281891,python3,20432,9544,5972,93.8,0.1,293,2,286,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.0 MiB
Python 3.0.1,nbody.py 50000000,47,1690199090,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,13.1,0.8,0,86.2,0,0,0,0,15795.0 MiB,6529.2 MiB,1496.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13669.0 MiB
Python 3.0.1,nbody.py 50000000,48,1690199091,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,13.3,0.8,0,85.9,0,0,0,0,15795.0 MiB,6528.3 MiB,1497.3 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.1 MiB
Python 3.0.1,nbody.py 50000000,49,1690199092,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,12,0.8,0,87.2,0,0,0,0,15795.0 MiB,6528.3 MiB,1497.3 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13668.1 MiB
Python 3.0.1,nbody.py 50000000,50,1690199093,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6528.1 MiB,1497.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.9 MiB
Python 3.0.1,nbody.py 50000000,51,1690199094,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,11.9,0.8,0,87.3,0,0,0,0,15795.0 MiB,6528.1 MiB,1497.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.9 MiB
Python 3.0.1,nbody.py 50000000,52,1690199095,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6528.1 MiB,1497.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.9 MiB
Python 3.0.1,nbody.py 50000000,53,1690199097,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.8,0.8,0,85.6,0.8,0,0,0,15795.0 MiB,6528.1 MiB,1497.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.9 MiB
Python 3.0.1,nbody.py 50000000,54,1690199098,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6528.1 MiB,1497.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.9 MiB
Python 3.0.1,nbody.py 50000000,55,1690199099,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,13.8,1.5,0,84.6,0,0,0,0,15795.0 MiB,6528.1 MiB,1497.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.9 MiB
Python 3.0.1,nbody.py 50000000,56,1690199100,281891,python3,20432,9544,5972,93.8,0.1,291,2,284,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6527.6 MiB,1498.2 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.4 MiB
Python 3.0.1,nbody.py 50000000,57,1690199101,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6527.6 MiB,1498.2 MiB,7769.2 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.4 MiB
Python 3.0.1,nbody.py 50000000,58,1690199102,281891,python3,20432,9544,5972,93.8,0.1,291,2,284,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6527.1 MiB,1498.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.1 MiB
Python 3.0.1,nbody.py 50000000,59,1690199104,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6527.1 MiB,1498.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.1 MiB
Python 3.0.1,nbody.py 50000000,60,1690199105,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,13.3,0.8,0,85.9,0,0,0,0,15795.0 MiB,6527.1 MiB,1498.5 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13667.1 MiB
Python 3.0.1,nbody.py 50000000,61,1690199106,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6526.9 MiB,1498.8 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13666.8 MiB
Python 3.0.1,nbody.py 50000000,62,1690199107,281891,python3,20432,9544,5972,93.8,0.1,291,3,283,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6526.6 MiB,1499.0 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13666.6 MiB
Python 3.0.1,nbody.py 50000000,63,1690199108,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6526.6 MiB,1499.0 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13666.6 MiB
Python 3.0.1,nbody.py 50000000,64,1690199109,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6526.6 MiB,1499.0 MiB,7769.3 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13666.6 MiB
Python 3.0.1,nbody.py 50000000,65,1690199111,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6526.6 MiB,1499.0 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13666.6 MiB
Python 3.0.1,nbody.py 50000000,66,1690199112,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.6,1.6,0,85.8,0,0,0,0,15795.0 MiB,6526.4 MiB,1499.2 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13666.4 MiB
Python 3.0.1,nbody.py 50000000,67,1690199113,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6525.9 MiB,1499.7 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.9 MiB
Python 3.0.1,nbody.py 50000000,68,1690199114,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6525.9 MiB,1499.7 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.9 MiB
Python 3.0.1,nbody.py 50000000,69,1690199115,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,13.1,0.8,0,86.2,0,0,0,0,15795.0 MiB,6525.6 MiB,1500.0 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.6 MiB
Python 3.0.1,nbody.py 50000000,70,1690199116,281891,python3,20432,9544,5972,93.8,0.1,291,2,284,5,0,14.2,0.8,0,85,0,0,0,0,15795.0 MiB,6525.1 MiB,1500.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.2 MiB
Python 3.0.1,nbody.py 50000000,71,1690199118,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6525.1 MiB,1500.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.2 MiB
Python 3.0.1,nbody.py 50000000,72,1690199119,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6525.1 MiB,1500.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.2 MiB
Python 3.0.1,nbody.py 50000000,73,1690199120,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.1,0,0,87.9,0,0,0,0,15795.0 MiB,6525.1 MiB,1500.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13665.2 MiB
Python 3.0.1,nbody.py 50000000,74,1690199121,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6524.0 MiB,1501.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13664.1 MiB
Python 3.0.1,nbody.py 50000000,75,1690199122,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,13.4,0.8,0,85.8,0,0,0,0,15795.0 MiB,6523.3 MiB,1502.3 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.3 MiB
Python 3.0.1,nbody.py 50000000,76,1690199123,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,13.3,0.8,0,85.9,0,0,0,0,15795.0 MiB,6522.6 MiB,1503.0 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13662.6 MiB
Python 3.0.1,nbody.py 50000000,77,1690199125,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.8,0,0,87.2,0,0,0,0,15795.0 MiB,6522.6 MiB,1503.0 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13662.6 MiB
Python 3.0.1,nbody.py 50000000,78,1690199126,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6522.6 MiB,1503.0 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13662.6 MiB
Python 3.0.1,nbody.py 50000000,79,1690199127,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.7,0.8,0,85.7,0.8,0,0,0,15795.0 MiB,6522.8 MiB,1502.7 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13662.9 MiB
Python 3.0.1,nbody.py 50000000,80,1690199128,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6523.1 MiB,1502.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.1 MiB
Python 3.0.1,nbody.py 50000000,81,1690199129,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,13.2,0.8,0,85.3,0,0,0.8,0,15795.0 MiB,6522.8 MiB,1502.7 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13662.9 MiB
Python 3.0.1,nbody.py 50000000,82,1690199130,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6523.1 MiB,1502.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.1 MiB
Python 3.0.1,nbody.py 50000000,83,1690199132,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,12.7,0.8,0,86.5,0,0,0,0,15795.0 MiB,6523.1 MiB,1502.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.1 MiB
Python 3.0.1,nbody.py 50000000,84,1690199133,281891,python3,20432,9544,5972,93.8,0.1,292,2,285,5,0,13.5,0,0,85.7,0.8,0,0,0,15795.0 MiB,6523.1 MiB,1502.5 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.2 MiB
Python 3.0.1,nbody.py 50000000,85,1690199134,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.7,0,0,87.3,0,0,0,0,15795.0 MiB,6523.1 MiB,1502.4 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.2 MiB
Python 3.0.1,nbody.py 50000000,86,1690199135,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.6,1.6,0,85.8,0,0,0,0,15795.0 MiB,6523.6 MiB,1501.9 MiB,7769.4 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.7 MiB
Python 3.0.1,nbody.py 50000000,87,1690199136,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,13.5,0,0,86.5,0,0,0,0,15795.0 MiB,6523.1 MiB,1502.4 MiB,7769.5 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.2 MiB
Python 3.0.1,nbody.py 50000000,88,1690199137,281891,python3,20432,9544,5972,100,0.1,291,2,284,5,0,12.6,0.8,0,86.6,0,0,0,0,15795.0 MiB,6522.6 MiB,1502.9 MiB,7769.5 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13662.7 MiB
Python 3.0.1,nbody.py 50000000,89,1690199139,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,13.3,0.8,0,85.9,0,0,0,0,15795.0 MiB,6523.1 MiB,1502.4 MiB,7769.5 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.2 MiB
Python 3.0.1,nbody.py 50000000,90,1690199140,281891,python3,20432,9544,5972,100,0.1,292,2,285,5,0,14.1,0.8,0,85.2,0,0,0,0,15795.0 MiB,6522.9 MiB,1502.7 MiB,7769.5 MiB,4096.0 MiB,4095.0 MiB,1.0 MiB,13663.0 MiB
