version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 2.7.18,nbody.py 50000000,0,1691271966,602025,python,0:00.10,404804,363564,4244,62.5,2.2,1,3,0:00,0,4,393888,12,89k,0,363564,297,2,279,16,0,13.8,16.2,0.0,69.2,0.8,0.0,0.0,0.0,15795.0 MiB,12081.1 MiB,1283.6 MiB,2430.3 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,13914.6 MiB
Python 2.7.18,nbody.py 50000000,1,1691271967,602025,python,0:01.27,1605212,1.5g,4244,93.8,9.9,1,3,0:01,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,13.6,1.5,0.0,84.8,0.0,0.0,0.0,0.0,15795.0 MiB,10850.4 MiB,2513.9 MiB,2430.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12684.1 MiB
Python 2.7.18,nbody.py 50000000,2,1691271968,602025,python,0:02.44,1605212,1.5g,4244,93.8,9.9,1,3,0:02,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,10856.3 MiB,2514.8 MiB,2423.9 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12690.0 MiB
Python 2.7.18,nbody.py 50000000,3,1691271970,602025,python,0:03.61,1605212,1.5g,4244,93.8,9.9,1,3,0:03,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,13.1,0.8,0.0,85.4,0.8,0.0,0.0,0.0,15795.0 MiB,10856.0 MiB,2515.2 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12689.7 MiB
Python 2.7.18,nbody.py 50000000,4,1691271971,602025,python,0:04.79,1605212,1.5g,4244,100.0,9.9,1,3,0:04,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,10856.0 MiB,2515.2 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12689.7 MiB
Python 2.7.18,nbody.py 50000000,5,1691271972,602025,python,0:05.95,1605212,1.5g,4244,93.8,9.9,1,3,0:05,0,4,1594296,12,390k,0,1.5g,297,3,278,16,0,13.2,0.0,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,10856.3 MiB,2514.9 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12690.0 MiB
Python 2.7.18,nbody.py 50000000,6,1691271973,602025,python,0:07.13,1605212,1.5g,4244,100.0,9.9,1,3,0:07,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,10856.0 MiB,2515.2 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12689.8 MiB
Python 2.7.18,nbody.py 50000000,7,1691271974,602025,python,0:08.30,1605212,1.5g,4244,100.0,9.9,1,3,0:08,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,10856.0 MiB,2515.2 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12689.8 MiB
Python 2.7.18,nbody.py 50000000,8,1691271975,602025,python,0:09.47,1605212,1.5g,4244,100.0,9.9,1,3,0:09,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,10855.8 MiB,2515.4 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12689.5 MiB
Python 2.7.18,nbody.py 50000000,9,1691271977,602025,python,0:10.64,1605212,1.5g,4244,100.0,9.9,1,3,0:10,0,4,1594296,12,390k,0,1.5g,297,2,279,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,10855.8 MiB,2515.4 MiB,2423.8 MiB,4096.0 MiB,2771.3 MiB,1324.7 MiB,12689.5 MiB
