test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
5,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.63,0.0,0.19,1.8,495.873608029,1689161955105,3.407,4451075419118,2.63,495830.94,1.0,1689080730992,3.407,123,938833991082,11884643024,495831.51,1.0,1394.0,836915235163,6454478578,0.77%,0,723848046494,8774,8774,0,94895703,9881781,10.413,1515482864181,1452921606,0.10%,6760852,771515,11.41%,273168055,1515290893909,16726,0.00%,1028996,10873108,1056.67%,0,0,6756647820420,1554028998696.6,4459387561477.2,540531825633.60004,202699434612.6
6,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.63,0.0,0.08,1.81,492.584528591,1690354458234,3.432,4451814406761,2.63,492554.66,1.0,1690294216720,3.432,40,932704582009,11807035113,492555.14,1.0,1369.0,837012474219,6488239806,0.78%,0,723677949501,8823,8823,0,72985363,1244015,1.704,1515291979245,591349682,0.04%,4635829,70084,1.51%,292029259,1515254270736,258055,0.00%,466262,16507075,3540.30%,0,0,6761417832936,1555126101575.28,4462535769737.76,540913426634.88,202842534988.08
7,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.64,0.0,0.17,1.81,491.668159608,1687848292740,3.433,4451647653087,2.64,491632.82,1.0,1687862319950,3.433,96,930947112573,11784819412,491633.4,1.0,1370.0,837074862181,6501420616,0.78%,0,723730200114,8814,8814,0,83579329,2098273,2.511,1515215565724,1317068973,0.09%,6007345,59273,0.99%,303514324,1515186522386,4317,0.00%,413880,770626,186.20%,0,0,6751393170960,1552820429320.8,4455919492833.601,540111453676.8,202541795128.8
8,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.39,0.65,0.23,0.09,0.03,6.56,2.59,0.0,0.19,1.81,499.946226283,1715838011389,3.432,4451799472878,2.59,499908.33,1.0,1715761033403,3.432,119,946622314104,11983223482,499908.96,1.0,1500.0,836937060489,7059802492,0.84%,0,723672593858,8821,8821,0,84987714,1420779,1.672,1515281127389,1514692111,0.10%,5991798,69750,1.16%,260749511,1514995736627,9882,0.00%,436585,88069520,20172.37%,0,0,6863352045556,1578570970477.8801,4461178829611.4,617701684100.0399,205900561366.68
9,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.39,0.65,0.23,0.08,0.03,6.54,2.6,0.0,0.14,1.81,499.845365569,1715571510696,3.432,4452007746949,2.59,499808.4,1.0,1715492621498,3.432,99,946438526105,11980901864,499808.93,1.0,1494.0,837006196638,7061681918,0.84%,0,723643834877,8809,8809,0,89750561,2398149,2.672,1515124335530,1121288551,0.07%,6763370,77690,1.15%,303645623,1515201559018,184456,0.00%,496585,155712303,31356.63%,0,0,6862286042784,1578325789840.32,4460485927809.601,548982883422.72003,205868581283.52
10,2020-09-05,nbody_50000000_original,3.5.10,nbody.py 50000000,1.0,0.39,0.65,0.23,0.09,0.03,6.53,2.58,0.0,0.2,1.81,502.39626346,1724167931133,3.432,4451416760376,2.58,502363.09,1.0,1724201500919,3.432,44,951266050046,12042006806,502363.63,1.0,1400.0,837053836957,7118349798,0.85%,0,723735799313,8794,8794,0,87054620,1274100,1.464,1515249325955,1608938389,0.11%,5062034,57174,1.13%,262528640,1515086075449,197634,0.00%,1227200,276143642,22501.93%,0,0,6896671724532,1586234496642.36,4482836620945.8,620700455207.88,206900151735.96
1,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.02,6.32,2.57,0.0,0.09,1.85,486.609391205,1706989936674,3.508,4383144538214,2.57,486573.83,1.0,1706903388667,3.508,48,921316925179,11662931836,486574.37,1.0,1917.0,837801321249,6264654491,0.75%,0,702072625836,8753,8753,0,134076536,935796,0.698,1420834931593,688561646,0.05%,8756000,59317,0.68%,122886570,1420619727926,11563,0.00%,538106,1116369,207.46%,0,0,6827959746696,1706989936674.0,4438173835352.4,477957182268.72003,136559194933.92
2,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.4,0.64,0.25,0.08,0.03,6.27,2.52,0.0,0.15,1.82,505.509818512,1740539250407,3.443,4383153403237,2.52,505472.4,1.0,1740547580190,3.443,54,957196497620,12117065015,505472.9,1.0,1407.0,837819375896,7016389620,0.84%,0,702083639749,8741,8741,0,97532671,1027581,1.054,1420993405808,1199971679,0.08%,7088767,71786,1.01%,96995326,1420601494934,10060,0.00%,82939840,41392565,49.91%,0,0,6962157001628,1740539250407.0,4455780481041.92,556972560130.24,208864710048.84
3,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.02,6.32,2.56,0.0,0.1,1.81,500.367909493,1710603509131,3.419,4383096651585,2.56,500330.6,1.0,1710581915764,3.419,47,947383204367,11992840712,500331.14,1.0,1365.0,837808650666,6308567405,0.75%,0,702091593781,8798,8798,0,84126628,7619173,9.057,1420803647950,772392689,0.05%,7935275,814412,10.26%,137691233,1420505525331,22006,0.00%,1001046,37392112,3735.30%,0,0,6842414036524,1710603509131.0,4447569123740.601,478968982556.68005,136848280730.48
4,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.4,0.64,0.26,0.07,0.03,6.31,2.53,0.0,0.11,1.83,501.145655545,1733970873283,3.46,4382470995218,2.53,501106.64,1.0,1733971628868,3.46,44,948916415218,12012251018,501107.26,1.0,1449.0,838000343815,6867924008,0.82%,0,702106350442,8804,8804,0,106837944,1242354,1.163,1420226573638,824958903,0.06%,8676605,76619,0.88%,179647782,1421050753687,7827,0.00%,1087883,51653945,4748.12%,0,0,6935883493132,1803329708214.32,4438965435604.48,485511844519.24005,208076504793.96
5,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.02,6.31,2.56,0.0,0.1,1.83,494.792301742,1710763982157,3.458,4383940269444,2.56,494755.2,1.0,1710739287927,3.458,44,936893711291,11860053578,494755.78,1.0,1385.0,837914984914,6388290902,0.76%,0,702077178694,8714,8714,0,64889727,1397669,2.154,1420792859063,812302440,0.06%,3814088,113812,2.98%,103303353,1420493233470,15796,0.00%,587608,26836850,4567.13%,0,0,6843055928628,1710763982157.0,4447986353608.2,479013915003.96,136861118572.56
6,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.03,6.33,2.56,0.0,0.15,1.82,495.252563369,1709663855891,3.452,4383581396578,2.56,495212.93,1.0,1709573136380,3.452,40,937762030519,11871030782,495213.52,1.0,1371.0,837834193345,6281715338,0.75%,0,702026915361,8763,8763,0,65623694,1462500,2.229,1420734281011,1202981501,0.08%,3755803,76735,2.04%,271647359,1420436680444,5069,0.00%,270257,1116373,413.08%,0,0,6838655423564,1709663855891.0,4445126025316.601,478705879649.48004,205159662706.91998
7,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.03,6.31,2.55,0.0,0.11,1.82,500.635431821,1722241530592,3.44,4383716062596,2.54,500598.41,1.0,1722243283261,3.44,43,947924617980,11999695143,500598.97,1.0,1390.0,837718116992,6387475006,0.76%,0,702231500483,8723,8723,0,111318082,1291083,1.16,1420687972831,881243533,0.06%,7737200,70523,0.91%,160030662,1420196966355,4557,0.00%,843051,3248973,385.38%,0,0,6888966122368,1722241530592.0,4477827979539.2,482227628565.7601,206668983671.03998
8,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.26,0.07,0.02,6.31,2.55,0.0,0.1,1.83,495.599981527,1719718409732,3.47,4382579374188,2.55,495562.64,1.0,1719657498014,3.47,53,938433202921,11879539375,495563.19,1.0,1399.0,837731973378,6401461628,0.76%,0,702154482690,8786,8786,0,68358001,1561787,2.285,1420979681877,747104608,0.05%,4551782,70306,1.54%,130340143,1420773664283,3363,0.00%,826888,99664274,12052.94%,0,0,6878873638928,1788507146121.28,4471267865303.2,481521154724.96,137577472778.56
9,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.02,6.32,2.55,0.0,0.1,1.83,496.30307212,1718316243425,3.462,4383074380010,2.55,496267.28,1.0,1718246139201,3.462,41,939764468629,11896385661,496267.9,1.0,1369.0,837798201887,6720246644,0.80%,0,702074500404,8763,8763,0,85063004,1111337,1.306,1420840305298,755329018,0.05%,5779414,57249,0.99%,130131767,1420621888391,18987,0.00%,15853830,120083925,757.44%,0,0,6873264973700,1718316243425.0,4467622232905.0,481128548159.00006,137465299474.0
10,2021-09-04,nbody_50000000_original,3.6.15,nbody.py 50000000,1.0,0.39,0.65,0.25,0.07,0.03,6.32,2.55,0.0,0.11,1.82,499.30992483,1715993868238,3.437,4382243339058,2.55,499273.75,1.0,1715933064837,3.437,32,945409423344,11967872005,499274.31,1.0,1468.0,837615570758,5926835275,0.71%,0,701982786270,8718,8718,0,109553723,8406988,7.674,1420806836307,870228770,0.06%,6767435,813516,12.02%,119267191,1420418451655,137341,0.00%,995564,1874848,188.32%,0,0,6863975472952,1715993868238.0,4461584057418.8,480478283106.6401,205919264188.56
1,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.36,0.7,0.2,0.08,0.03,6.63,2.74,0.0,0.04,1.9,454.4794894,1629996603893,3.587,4474142133690,2.74,454448.73,1.0,1629935784551,3.587,104,859485139598,10879853208,454449.26,1.0,1921.0,841183593307,6188320180,0.74%,0,683804800830,8695,8695,0,90716192,1223078,1.348,1502838355605,270865941,0.02%,6019799,138066,2.29%,89312389,1502734335786,1631518,0.00%,4101028,3958916,96.53%,0,0,6519986415572,1303997283114.4001,4563990490900.399,521598913245.76,195599592467.16
2,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.69,0.2,0.08,0.03,6.62,2.72,0.0,0.06,1.82,477.20673913,1646771520809,3.451,4473937858106,2.72,477172.71,1.0,1646794467858,3.451,50,903526777439,11437671969,477173.29,1.0,1384.0,841272230470,6239087972,0.74%,0,683912469985,8674,8674,0,72691647,1347567,1.854,1502984271977,456712392,0.03%,4687103,78595,1.68%,81137566,1502529707589,17275,0.00%,790729,20385098,2578.01%,0,0,6587086083236,1317417216647.2,4545089397432.84,526966886658.88,197612582497.08
3,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.7,0.2,0.08,0.03,6.63,2.74,0.0,0.05,1.82,475.094098729,1633685001949,3.439,4474162008654,2.74,475051.37,1.0,1633602120777,3.439,42,899078798283,11381429674,475052.04,1.0,1517.0,841203678252,6288152660,0.75%,0,683794552706,8651,8651,0,110665601,2530505,2.287,1503085234543,397040971,0.03%,7093215,132465,1.87%,103734179,1502755060495,20150,0.00%,1936319,9905159,511.55%,0,0,6534740007796,1306948001559.2,4574318005457.2,522779200623.68,196042200233.88
4,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.69,0.2,0.08,0.03,6.61,2.72,0.0,0.05,1.82,478.530265038,1646146254576,3.44,4473685849714,2.72,478486.61,1.0,1646131937071,3.44,45,905663216819,11464887116,478487.32,1.0,1564.0,841340512008,6549682012,0.78%,0,683928783371,8698,8698,0,129796614,2373276,1.828,1503055675764,361391174,0.02%,9579818,213677,2.23%,109294367,1502740348703,20929,0.00%,67340289,3494812,5.19%,0,0,6584585018304,1316917003660.8,4543363662629.76,526766801464.32,197537550549.12
5,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.69,0.2,0.08,0.03,6.6,2.73,0.0,0.04,1.81,478.754272131,1639801662806,3.425,4474126470570,2.73,478724.81,1.0,1639733563811,3.425,58,906472237639,11474961871,478725.27,1.0,1458.0,841038403868,6256753784,0.74%,0,683858375812,8664,8664,0,109677110,1403976,1.28,1502436922141,316618072,0.02%,8589831,69556,0.81%,101452504,1502859631913,28723213,0.00%,1297110,23039449,1776.21%,0,6,6559206651224,1311841330244.8,4525852589344.56,524736532097.92,196776199536.72
6,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.69,0.2,0.08,0.03,6.63,2.72,0.0,0.04,1.82,477.868110593,1642571623921,3.438,4473841945207,2.72,477836.36,1.0,1642492354569,3.437,55,904793547699,11453705892,477836.87,1.0,1404.0,841182240772,6002517585,0.71%,0,683853825066,8657,8657,0,82635398,1421427,1.72,1502892731810,282540529,0.02%,5055947,79158,1.57%,94191002,1502582209838,8200,0.00%,1297803,68129033,5249.57%,0,0,6570286495684,1314057299136.8,4533497682021.96,525622919654.72003,197108594870.52
7,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.7,0.2,0.08,0.03,6.62,2.74,0.0,0.06,1.81,477.066542267,1635343912224,3.428,4473817519552,2.74,477031.2,1.0,1635317876624,3.428,35,903270682058,11434498039,477031.81,1.0,1412.0,841303313661,6281310879,0.75%,0,683856682479,8667,8667,0,73030551,1059453,1.451,1502800002104,409788903,0.03%,5452140,68044,1.25%,78685416,1502709030307,8439,0.00%,437472,549414,125.59%,0,0,6541375648896,1308275129779.2,4578962954227.2,523310051911.68,196241269466.88
8,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.7,0.2,0.08,0.03,6.62,2.74,0.0,0.06,1.8,479.222910808,1633946386772,3.41,4473565077600,2.74,479188.08,1.0,1633935905843,3.41,52,907236195799,11484739807,479188.64,1.0,1577.0,841338502212,6182352653,0.73%,0,683955958867,8637,8637,0,115861339,12063441,10.412,1503079944042,475650027,0.03%,9131014,1098308,12.03%,133348127,1502245639677,49275,0.00%,1607512,54168866,3369.73%,0,0,6535785547088,1307157109417.6,4575049882961.6,522862843767.04004,196073566412.63998
9,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.69,0.2,0.08,0.03,6.62,2.71,0.0,0.04,1.82,480.260562866,1652506314012,3.441,4474339951100,2.71,480224.92,1.0,1652464930372,3.441,54,909155191686,11508833819,480225.46,1.0,1446.0,841254576744,6315250889,0.75%,0,683782830033,8649,8649,0,67314820,2124276,3.156,1502855419664,302820842,0.02%,4127793,65413,1.58%,206588479,1502643897760,6247,0.00%,909797,31156069,3424.51%,0,0,6610025256048,1322005051209.6,4560917426673.12,528802020483.84,198300757681.44
10,2022-12-06,nbody_50000000_original,3.7.16,nbody.py 50000000,1.0,0.37,0.69,0.2,0.08,0.03,6.62,2.72,0.0,0.04,1.8,483.373625568,1647293298866,3.408,4474424107814,2.72,483341.12,1.0,1647180518046,3.408,59,915256747842,11586174946,483341.7,1.0,1480.0,841159890463,6371840639,0.76%,0,683807315783,8676,8676,0,78837789,1203954,1.527,1502889963998,336520968,0.02%,6541094,133172,2.04%,87860894,1502567657398,28168685,0.00%,2007932,1238101,61.66%,0,0,6589173195464,1317834639092.8,4546529504870.159,527133855637.12,197675195863.91998
1,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.39,0.65,0.23,0.09,0.02,6.47,2.57,0.0,0.04,1.81,547.295845061,1870465215342,3.418,4799489579145,2.57,547255.07,1.0,1870447089818,3.418,67,1036026971337,13115037150,547255.8,1.0,1831.0,940202677261,9067388511,0.96%,0,759557686466,8610,8610,0,100739439,2642182,2.623,1645016202044,348036391,0.02%,7698120,136564,1.77%,161146378,1644761013066,11959,0.00%,9138499,650320634,7116.27%,0,0,7481860861368,1720827998114.6401,4863209559889.2,673367477523.12,149637217227.36002
2,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.66,0.22,0.09,0.02,6.49,2.6,0.0,0.05,1.78,546.135097307,1845304155449,3.379,4800116481165,2.6,546092.05,1.0,1845270663136,3.379,68,1034125762559,13090934570,546092.77,1.0,1432.0,940386477492,8421910130,0.90%,0,759574538609,8642,8642,0,104931222,2912264,2.775,1644777144637,407778023,0.02%,7318268,140258,1.92%,110136780,1644687424740,16088,0.00%,3471690,65603624,1889.67%,0,0,7381216621796,1623867656795.12,4871602970385.36,664309495961.64,147624332435.92
3,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.67,0.23,0.08,0.02,6.5,2.63,0.0,0.05,1.79,540.320202216,1827298578432,3.382,4800477485207,2.63,540286.23,1.0,1827267469393,3.382,56,1023101415459,12951377646,540286.79,1.0,1323.0,940418635040,7644977071,0.81%,0,759492947711,8635,8635,0,85706494,1466990,1.712,1645004981285,400877419,0.02%,6956276,91845,1.32%,99519121,1644533802922,8393,0.00%,24938159,120951326,485.01%,0,0,7309194313728,1681114692157.4402,4897160190197.761,584735545098.24,146183886274.56
4,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.49,2.62,0.0,0.05,1.79,542.637670447,1834908263222,3.382,4799698634394,2.62,542601.79,1.0,1834855176638,3.382,75,1027516481972,13007270658,542602.36,1.0,1405.0,940278893762,7715674986,0.82%,0,759496258504,8616,8616,0,89133966,1486961,1.668,1644649045362,413378331,0.03%,7243621,145022,2.00%,164338016,1644579965897,22998,0.00%,2746678,110217949,4012.77%,0,0,7339633052888,1688115602164.24,4844157814906.08,587170644231.04,220188991586.63998
5,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.66,0.22,0.09,0.03,6.49,2.61,0.0,0.05,1.78,545.071310516,1839855644820,3.376,4799219450087,2.61,545022.51,1.0,1839829432132,3.376,122,1031800433654,13061479294,545023.22,1.0,1277.0,940114868580,8196333647,0.87%,0,759708921709,8658,8658,0,130131906,11594493,8.91,1645064251877,395905588,0.02%,10567476,970466,9.18%,122604460,1644299753411,47373,0.00%,5542861,78260802,1411.92%,0,0,7359422579280,1619072967441.6,4857218902324.8,662348032135.2,220782677378.4
6,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.02,6.49,2.62,0.0,0.04,1.82,533.317388943,1833033724280,3.437,4800350693526,2.62,533279.03,1.0,1832956371356,3.437,59,1009822408757,12783265916,533279.59,1.0,1413.0,940085566893,7980390730,0.85%,0,759416912677,8671,8671,0,69706232,1280821,1.837,1644801317623,350819080,0.02%,6209717,72215,1.16%,83220646,1644551924212,4580,0.00%,3480929,796168796,22872.31%,0,0,7332134897120,1686391026337.6,4839209032099.2,586570791769.6,146642697942.4
7,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.67,0.23,0.08,0.02,6.5,2.63,0.0,0.06,1.81,534.198220108,1827408163876,3.421,4798342606174,2.63,534160.88,1.0,1827438064145,3.421,33,1011455157916,12804015043,534161.48,1.0,1457.0,940203062290,7489394960,0.80%,0,759579141225,8599,8599,0,91425456,1617557,1.769,1644810173072,467127468,0.03%,7383055,159600,2.16%,182553351,1644533419077,6471,0.00%,3566566,37131346,1041.10%,0,0,7309632655504,1681215510765.9202,4897453879187.681,584770612440.3201,146192653110.08002
8,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.02,6.51,2.63,0.0,0.05,1.81,531.652288679,1824436674933,3.432,4799595554554,2.63,531609.79,1.0,1824441425326,3.432,72,1006653952932,12743166839,531610.45,1.0,1333.0,940262277310,7787406828,0.83%,0,759591844598,8658,8658,0,93685089,2722056,2.906,1645014217588,384100214,0.02%,6309677,161537,2.56%,99218015,1644745469371,11857,0.00%,5074393,30903443,609.01%,0,0,7297746699732,1605504273941.04,4889490288820.44,583819735978.56,145954933994.64
9,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.4,0.64,0.23,0.1,0.03,6.4,2.51,0.0,0.05,1.82,556.37760949,1916458737518,3.445,4799944101271,2.5,556338.77,1.0,1916414421052,3.445,88,1053506001375,13336254132,556339.4,1.0,1347.0,939463042762,10710079830,1.14%,0,758343305052,8630,8630,0,62326075,1544362,2.478,1641519921884,397385525,0.02%,4184080,84089,2.01%,92531861,1641215124591,7371,0.00%,3092386,301674224,9755.39%,0,0,7665834950072,1763142038516.56,4906134368046.08,766583495007.2001,229975048502.16
10,2022-12-06,nbody_50000000_original,3.8.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.02,6.52,2.64,0.0,0.05,1.81,529.585780964,1816492457646,3.43,4799985337819,2.64,529550.04,1.0,1816414184727,3.43,83,1002756303605,12693837721,529550.6,1.0,1346.0,940187042465,7486538470,0.80%,0,759463894363,8614,8614,0,83032847,1451748,1.748,1644713161991,444987445,0.03%,6325741,85715,1.36%,84713080,1644846573267,5983,0.00%,3289138,1305725,39.70%,0,0,7265969830584,1598513362728.48,4868199786491.28,581277586446.72,145319396611.68
1,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.03,6.45,2.63,0.0,0.05,1.96,508.322701072,1879032761298,3.697,4946331937298,2.63,508285.04,1.0,1878947139080,3.697,57,960315841530,12156605802,508285.59,1.0,1943.0,983554931104,7596884171,0.77%,0,787919815239,8646,8646,0,85763057,7424434,8.657,1687678690075,427679863,0.03%,6315177,793168,12.56%,184972689,1687290720453,20653,0.00%,9654168,988102877,10234.99%,0,0,7516131045192,1653548829942.24,5035807800278.641,601290483615.36,225483931355.75998
2,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.03,6.47,2.65,0.0,0.04,1.89,521.80434289,1869964145636,3.584,4945740062431,2.64,521771.26,1.0,1869845931917,3.584,57,987782610949,12504311103,521771.79,1.0,1469.0,983358145744,7241616265,0.74%,0,788211377662,8623,8623,0,93049081,2144705,2.305,1687357540973,340213223,0.02%,6042891,59072,0.98%,100627716,1687506167419,7208,0.00%,1731296,721708,41.69%,0,0,7479856582544,1645568448159.68,5011503910304.48,598388526603.52,224395697476.31998
3,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.68,0.22,0.08,0.02,6.48,2.65,0.0,0.04,1.91,516.216409427,1865254995269,3.614,4946026750203,2.65,516181.26,1.0,1865202428265,3.613,71,977081262015,12368762848,516181.78,1.0,1554.0,983539996427,7087346808,0.72%,0,788041184011,8617,8617,0,71363622,1926162,2.699,1687582919207,322524062,0.02%,5232894,63630,1.22%,88748098,1687404909884,636976,0.00%,8206968,52024096,633.90%,0,0,7461019981076,1641424395836.72,5073493587131.681,596881598486.08,149220399621.52
4,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.09,0.03,6.47,2.61,0.0,0.06,1.89,528.911842825,1893699176500,3.581,4946776826666,2.61,528874.44,1.0,1893545245487,3.58,52,1001245581953,12674693247,528874.98,1.0,1437.0,983517803694,7829852284,0.80%,0,788028835743,8647,8647,0,75235002,1440198,1.914,1687438706307,514377985,0.03%,6119539,73416,1.20%,116850537,1687338168988,7052,0.00%,447656459,513552431,114.72%,0,0,7574796706000,1666455275320.0,5075113793020.0,681731703540.0,227243901180.0
5,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.09,0.03,6.45,2.63,0.0,0.09,1.89,523.759751508,1877574905684,3.585,4946424764520,2.63,523722.17,1.0,1877567033620,3.585,79,991287289072,12548633466,523722.74,1.0,1170.0,983445732306,7273874380,0.74%,0,788040775135,8633,8633,0,64294090,1166546,1.814,1687375776436,716383273,0.04%,4467787,68541,1.53%,95284844,1687361589989,7471,0.00%,1487181,1460635,98.22%,0,0,7510299622736,1652265917001.92,5031900747233.12,675926966046.24,225308988682.08
6,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.03,6.48,2.64,0.01,0.03,1.89,524.387413435,1872977949093,3.572,4945490212621,2.64,524355.36,1.0,1872980676872,3.572,39,992815889219,12567914166,524355.82,1.0,1419.0,983510966873,7221545279,0.73%,0,787927234284,8630,8630,0,76897585,1413004,1.838,1687681014809,231903436,0.01%,5734425,52985,0.92%,95120632,1687448255181,7995609,0.00%,823913,492698,59.80%,0,0,7491911796372,1648220595201.84,5019580903569.24,599352943709.76,224757353891.16
7,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.68,0.22,0.08,0.03,6.48,2.65,0.0,0.03,1.89,521.001356579,1868065044694,3.586,4947203642991,2.65,520968.71,1.0,1868056757415,3.586,28,986332052952,12485965825,520969.17,1.0,1281.0,983751752882,7214570368,0.73%,0,788073270443,8653,8653,0,65696607,1654285,2.518,1687634790373,278721031,0.02%,5803327,106042,1.83%,85652105,1686863221708,4487,0.00%,1753950,31672318,1805.77%,0,0,7472260178776,1643897239330.72,5081136921567.681,597780814302.08,224167805363.28
8,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.03,6.47,2.63,0.0,0.03,1.87,531.077761028,1879205496469,3.539,4946254754068,2.63,531043.59,1.0,1879177443690,3.539,50,1005393795218,12727247282,531044.07,1.0,1383.0,983489720783,7486710292,0.76%,0,788096424804,8606,8606,0,100953529,7237569,7.169,1687459452484,228819707,0.01%,8313925,770183,9.26%,103053927,1687579440927,16788,0.00%,1967654,41990198,2134.02%,0,0,7516821985876,1653700836892.72,5036270730536.92,601345758870.08,225504659576.28
9,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.38,0.67,0.22,0.08,0.03,6.47,2.65,0.0,0.03,1.9,521.563720054,1869666556356,3.585,4946531218649,2.65,521521.65,1.0,1869537173292,3.585,83,985897089449,12480523714,521522.28,1.0,1443.0,983492073408,7497879070,0.76%,0,788095140583,8626,8626,0,115054439,3479746,3.024,1687609893801,288193546,0.02%,9292078,498637,5.37%,112380033,1687684039362,9704,0.00%,7997599,19396564,242.53%,0,0,7478666225424,1645306569593.28,5010706371034.08,598293298033.92,224359986762.72
10,2022-12-06,nbody_50000000_original,3.9.16,nbody.py 50000000,1.0,0.39,0.66,0.22,0.09,0.03,6.43,2.59,0.0,0.06,1.89,534.789937667,1909236541409,3.57,4946466073923,2.59,534753.26,1.0,1909240537828,3.57,124,1012419599982,12816145947,534753.86,1.0,1390.0,983560663246,8265286167,0.84%,0,788120813272,8580,8580,0,68795648,1359880,1.977,1687483352434,461615597,0.03%,4498872,74569,1.66%,116153871,1687500694211,38334410,0.00%,2354765,1150429,48.86%,0,0,7636946165636,1680128156439.92,5040384469319.76,687325154907.24,229108384969.08
