test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.08,0.03,6.45,2.63,0.00,0.05,1.96,508322701072 ns,1879032761298,3.697 GHz,4946331937298,2.63,508285.04 msec,1.000,1878947139080,3.697 GHz,57,960315841530,12156605802,508285.59 msec,1.000,1943 C,983554931104,7596884171,0.77%,0,787919815239,8646,8646,0,85763057,7424434,8.657,1687678690075,427679863,0.03%,6315177,793168,12.56%,184972689,1687290720453,20653,0.00%,9654168,988102877,10234.99%,0,0
2,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.08,0.03,6.47,2.65,0.00,0.04,1.89,521804342890 ns,1869964145636,3.584 GHz,4945740062431,2.64,521771.26 msec,1.000,1869845931917,3.584 GHz,57,987782610949,12504311103,521771.79 msec,1.000,1469 C,983358145744,7241616265,0.74%,0,788211377662,8623,8623,0,93049081,2144705,2.305,1687357540973,340213223,0.02%,6042891,59072,0.98%,100627716,1687506167419,7208,0.00%,1731296,721708,41.69%,0,0
3,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.68,0.22,0.08,0.02,6.48,2.65,0.00,0.04,1.91,516216409427 ns,1865254995269,3.614 GHz,4946026750203,2.65,516181.26 msec,1.000,1865202428265,3.613 GHz,71,977081262015,12368762848,516181.78 msec,1.000,1554 C,983539996427,7087346808,0.72%,0,788041184011,8617,8617,0,71363622,1926162,2.699,1687582919207,322524062,0.02%,5232894,63630,1.22%,88748098,1687404909884,636976,0.00%,8206968,52024096,633.90%,0,0
4,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.09,0.03,6.47,2.61,0.00,0.06,1.89,528911842825 ns,1893699176500,3.581 GHz,4946776826666,2.61,528874.44 msec,1.000,1893545245487,3.580 GHz,52,1001245581953,12674693247,528874.98 msec,1.000,1437 C,983517803694,7829852284,0.80%,0,788028835743,8647,8647,0,75235002,1440198,1.914,1687438706307,514377985,0.03%,6119539,73416,1.20%,116850537,1687338168988,7052,0.00%,447656459,513552431,114.72%,0,0
5,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.09,0.03,6.45,2.63,0.00,0.09,1.89,523759751508 ns,1877574905684,3.585 GHz,4946424764520,2.63,523722.17 msec,1.000,1877567033620,3.585 GHz,79,991287289072,12548633466,523722.74 msec,1.000,1170 C,983445732306,7273874380,0.74%,0,788040775135,8633,8633,0,64294090,1166546,1.814,1687375776436,716383273,0.04%,4467787,68541,1.53%,95284844,1687361589989,7471,0.00%,1487181,1460635,98.22%,0,0
6,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.08,0.03,6.48,2.64,0.01,0.03,1.89,524387413435 ns,1872977949093,3.572 GHz,4945490212621,2.64,524355.36 msec,1.000,1872980676872,3.572 GHz,39,992815889219,12567914166,524355.82 msec,1.000,1419 C,983510966873,7221545279,0.73%,0,787927234284,8630,8630,0,76897585,1413004,1.838,1687681014809,231903436,0.01%,5734425,52985,0.92%,95120632,1687448255181,7995609,0.00%,823913,492698,59.80%,0,0
7,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.68,0.22,0.08,0.03,6.48,2.65,0.00,0.03,1.89,521001356579 ns,1868065044694,3.586 GHz,4947203642991,2.65,520968.71 msec,1.000,1868056757415,3.586 GHz,28,986332052952,12485965825,520969.17 msec,1.000,1281 C,983751752882,7214570368,0.73%,0,788073270443,8653,8653,0,65696607,1654285,2.518,1687634790373,278721031,0.02%,5803327,106042,1.83%,85652105,1686863221708,4487,0.00%,1753950,31672318,1805.77%,0,0
8,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.08,0.03,6.47,2.63,0.00,0.03,1.87,531077761028 ns,1879205496469,3.539 GHz,4946254754068,2.63,531043.59 msec,1.000,1879177443690,3.539 GHz,50,1005393795218,12727247282,531044.07 msec,1.000,1383 C,983489720783,7486710292,0.76%,0,788096424804,8606,8606,0,100953529,7237569,7.169,1687459452484,228819707,0.01%,8313925,770183,9.26%,103053927,1687579440927,16788,0.00%,1967654,41990198,2134.02%,0,0
9,Python 3.9.16,nbody.py 50000000,1.00,0.38,0.67,0.22,0.08,0.03,6.47,2.65,0.00,0.03,1.90,521563720054 ns,1869666556356,3.585 GHz,4946531218649,2.65,521521.65 msec,1.000,1869537173292,3.585 GHz,83,985897089449,12480523714,521522.28 msec,1.000,1443 C,983492073408,7497879070,0.76%,0,788095140583,8626,8626,0,115054439,3479746,3.024,1687609893801,288193546,0.02%,9292078,498637,5.37%,112380033,1687684039362,9704,0.00%,7997599,19396564,242.53%,0,0
10,Python 3.9.16,nbody.py 50000000,1.00,0.39,0.66,0.22,0.09,0.03,6.43,2.59,0.00,0.06,1.89,534789937667 ns,1909236541409,3.570 GHz,4946466073923,2.59,534753.26 msec,1.000,1909240537828,3.570 GHz,124,1012419599982,12816145947,534753.86 msec,1.000,1390 C,983560663246,8265286167,0.84%,0,788120813272,8580,8580,0,68795648,1359880,1.977,1687483352434,461615597,0.03%,4498872,74569,1.66%,116153871,1687500694211,38334410,0.00%,2354765,1150429,48.86%,0,0
