test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
1,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,0.99,0.52,0.52,0.03,0.0,0.45,5.08,1.95,0.01,0.06,2.09,4.039574171,16010085282,3.911,31469431492,1.99,4093.15,1.013,15999651222,3.908,102,7603563232,96348379,4094.27,1.014,1539.0,1896946713,1164357,0.06%,0,4123783073,4727,4717,8,20169700,3851090,19.093,8466799957,16394766,0.19%,4126730,474123,11.49%,28213430,8626345874,152421,0.00%,1005414,385564,38.35%,0,0,64040341128,1921210233.84,33300977386.56,0.0,28818153507.600002
2,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,1.0,0.51,0.52,0.02,0.0,0.45,5.08,1.96,0.0,0.04,2.12,4.034616837,16108633629,3.945,31501866531,1.97,4083.19,1.012,16184538870,3.963,70,7601476149,96387947,4083.94,1.012,1444.0,1964892145,6585235,0.34%,4,4093965971,4738,4728,8,49343749,4951610,10.035,8581031441,13676367,0.16%,2879252,227308,7.89%,14172350,8660610157,72558,0.00%,391012,444017,113.56%,0,0,64434534516,1288690690.32,33505957948.32,0.0,28995540532.2
3,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,0.99,0.51,0.53,0.02,0.0,0.45,5.08,1.96,0.0,0.05,2.12,4.034779358,16099838199,3.943,31537586218,1.97,4082.82,1.012,16192292886,3.966,93,7597210040,96254242,4083.51,1.012,1345.0,1969349941,6798510,0.35%,12,4103070911,4685,4675,8,46753488,3633850,7.772,8512514105,15395720,0.18%,2899042,228407,7.88%,13273846,8601816958,64118,0.00%,434536,494701,113.85%,0,0,64399352796,1287987055.92,34131656981.88,0.0,28979708758.2
4,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,1.0,0.51,0.53,0.02,0.0,0.45,5.08,1.95,0.01,0.24,2.13,4.007153056,16164655652,3.99,30062685407,1.87,4051.0,1.011,15875764687,3.919,71,7439997629,93974988,4051.48,1.011,1347.0,1924519171,5779730,0.30%,4,4022504963,4712,4700,10,30459449,1732579,5.688,8600729493,8979233,0.10%,949468,45017,4.74%,552893,8754224037,309,0.00%,6101,3906,64.02%,0,0,64658622608,1293172452.16,34269069982.24,0.0,29096380173.600002
5,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,1.0,0.52,0.52,0.02,0.0,0.45,5.08,1.96,0.0,0.04,2.11,4.05288565,16034696347,3.907,31452275678,1.99,4103.87,1.013,16123955084,3.929,69,7614272993,96483691,4104.72,1.013,1284.0,1947672251,5513732,0.28%,4,4021723318,4772,4762,8,74406989,5531518,7.434,8715712560,21042687,0.24%,2633380,303146,11.51%,13931787,8622769269,91320,0.00%,674971,502453,74.44%,0,0,64138785388,1282775707.76,33352168401.760002,0.0,28862453424.600002
6,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,0.99,0.51,0.53,0.02,0.0,0.45,5.09,1.96,0.01,0.09,2.14,4.03027765,16175367391,3.969,31066724546,1.94,4074.85,1.011,16241378976,3.986,69,7552263951,95825526,4075.31,1.011,1246.0,1984114726,9039458,0.46%,0,4100833576,4726,4716,8,35395108,2740513,7.743,8566852477,11586100,0.14%,2466027,168372,6.83%,8679144,8692565003,8451,0.00%,26571,122599,461.40%,0,0,64701469564,1294029391.28,34291778868.920002,0.0,29115661303.8
7,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,1.0,0.51,0.53,0.02,0.0,0.45,5.09,1.95,0.01,0.11,2.11,4.044137314,16068166833,3.924,31119982820,1.94,4094.87,1.013,16074986167,3.925,122,7628929769,96766982,4095.56,1.013,1187.0,1943951867,7885058,0.41%,0,4105823837,4748,4738,8,38161442,3021852,7.919,8648200614,10017378,0.12%,2281943,197657,8.66%,13993198,8688459790,45537,0.00%,219049,418290,190.96%,0,0,64272667332,1285453346.64,34064513685.960003,0.0,28922700299.4
8,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,1.0,0.51,0.53,0.03,0.0,0.44,5.1,1.91,0.01,0.34,2.15,3.988495852,15884991585,3.94,30522626728,1.91,4031.04,1.011,15930225981,3.952,44,7412754586,93678030,4031.46,1.011,1193.0,1927540315,5266928,0.27%,0,4056994019,4727,4715,10,28592197,1322593,4.626,8730879692,2087262,0.02%,33333,4138,12.41%,499091,8792228206,69,0.00%,5689,4531,79.64%,0,0,63539966340,1906198990.2,33676182160.2,0.0,27957585189.6
9,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,0.99,0.51,0.52,0.03,0.0,0.45,5.09,1.97,0.0,0.04,2.11,4.041083251,15973932433,3.903,31465221032,1.99,4092.35,1.013,16018683415,3.914,85,7573483232,96013343,4093.3,1.013,1135.0,1909092278,1488522,0.08%,0,4060930824,4693,4683,8,40931768,6537520,15.972,8349326390,17151986,0.21%,3439628,254169,7.39%,26271549,8630965395,131159,0.00%,758101,228855,30.19%,0,0,63895729732,1916871891.96,33225779460.64,0.0,28753078379.4
10,2018-01-16,nbody_50000000_v4_original,9.0.4,nbody.java 50000000,0.99,0.51,0.53,0.03,0.0,0.45,5.08,1.94,0.01,0.22,2.1,4.109976509,15913215368,3.833,30359686184,1.9,4151.58,1.01,16063939055,3.869,60,7639720445,96798583,4152.07,1.01,1176.0,1949901316,6038880,0.31%,4,4087404085,4686,4675,8,30721417,1783450,5.805,8675072412,8108767,0.09%,879638,39250,4.46%,672770,8827083724,983,0.00%,5572,5197,93.27%,0,0,63652861472,1909585844.1599998,33736016580.16,0.0,28643787662.4
1,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.01,0.0,0.44,5.27,2.02,0.0,0.18,2.12,3.938633465,15532651775,3.897,30766963200,1.98,3985.94,1.012,15610334345,3.916,72,7417626013,93395466,3986.36,1.012,1471.0,2029102105,5745075,0.28%,0,4112164622,4603,4593,8,29754034,1868378,6.279,9446553475,11513665,0.12%,1527353,103069,6.75%,1925679,9631293432,950,0.00%,9695,4109,42.38%,0,0,62130607100,621306071.0,33550527834.000004,0.0,27337467124.0
2,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.01,0.0,0.44,5.28,2.03,0.0,0.03,2.11,3.974805333,15502395576,3.85,31489021021,2.04,4026.22,1.013,15578370767,3.869,93,7373388447,93499712,4027.09,1.013,1447.0,2011723447,6213373,0.31%,0,4011624918,4571,4561,8,62728345,5626677,8.97,9410877663,11285569,0.12%,2272274,234051,10.30%,13645653,9512716681,85341,0.00%,485383,545754,112.44%,0,0,62009582304,620095823.04,33485174444.160004,0.0,27284216213.76
3,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,1.0,0.5,0.54,0.01,0.0,0.44,5.26,2.01,0.0,0.07,2.13,3.976737529,15665872314,3.894,30876636924,1.95,4022.85,1.012,15755679071,3.916,82,7392292284,93780147,4023.4,1.012,1372.0,2051792743,9257376,0.45%,4,4070801619,4585,4575,8,29455494,1979619,6.721,9391105989,12788367,0.14%,1776164,102690,5.78%,3274162,9625957234,966,0.00%,8630,21150,245.08%,0,0,62663489256,626634892.5600001,33838284198.24,0.0,27571935272.64
4,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,1.0,0.5,0.53,0.03,0.0,0.44,5.27,2.02,0.0,0.11,2.13,3.97238077,15730053681,3.915,31202800015,1.98,4017.75,1.011,15823133384,3.938,80,7380563666,93606153,4018.26,1.012,1289.0,2049440506,8300207,0.40%,0,4084924248,4608,4595,11,29944997,1934561,6.46,9420758981,10480451,0.11%,1183079,67197,5.68%,976523,9653256493,525,0.00%,6538,21063,322.16%,0,0,62920214724,1887606441.72,33347713803.72,0.0,27684894478.56
5,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,1.0,0.49,0.54,0.01,0.0,0.44,5.28,2.03,0.0,0.04,2.12,3.948156226,15600829693,3.903,31739306171,2.06,3996.52,1.012,15674942931,3.922,97,7390972973,93802996,3997.24,1.012,1229.0,2055498956,7073333,0.34%,0,4097141086,4585,4575,8,46653425,4275683,9.165,9432434234,13356820,0.14%,2970377,278650,9.38%,12831090,9547640353,34944,0.00%,31178,173991,558.06%,0,0,62403318772,624033187.72,33697792136.88,0.0,27457460259.68
6,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.02,0.0,0.44,5.28,2.02,0.0,0.07,2.12,3.964852129,15481212151,3.854,30875647984,1.98,4016.16,1.013,15582947299,3.88,58,7364858102,93503123,4016.83,1.013,1205.0,2039910967,8582566,0.42%,0,4089566304,4609,4599,8,31687440,3512604,11.085,9460479931,11234987,0.12%,2553852,155337,6.08%,11365289,9565899635,49097,0.00%,91673,314511,343.08%,0,0,61924848604,1238496972.08,33439418246.160004,0.0,27246933385.76
7,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.02,0.0,0.44,5.27,2.01,0.01,0.18,2.11,3.962010497,15460790449,3.853,30578559357,1.96,4012.45,1.013,15569102368,3.88,92,7403885593,93901072,4012.96,1.013,1156.0,2027975768,5847013,0.29%,4,4092095797,4649,4639,8,27062246,2316133,8.559,9431260364,13254863,0.14%,2271038,137731,6.06%,6878498,9615703648,13987,0.00%,35722,24143,67.59%,0,0,61843161796,1236863235.92,33395307369.840004,0.0,27210991190.24
8,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.02,0.0,0.44,5.28,2.02,0.0,0.18,2.12,3.955745962,15543886542,3.884,30699092136,1.97,4001.75,1.012,15660969628,3.913,55,7384516752,93632361,4002.25,1.012,1102.0,2044017633,6946779,0.34%,0,4112319114,4680,4667,11,30233203,1838101,6.08,9464409579,8340885,0.09%,921902,58278,6.32%,1206824,9616861785,8138,0.00%,20574,4417,21.47%,0,0,62175546168,1243510923.3600001,33574794930.72,0.0,27357240313.920002
9,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.02,0.0,0.44,5.28,2.02,0.01,0.35,2.13,3.934490971,15672134029,3.941,30806173349,1.97,3976.97,1.011,15851031049,3.986,28,7397566423,93383066,3977.35,1.011,1078.0,2027768356,4338338,0.21%,0,4092677522,4671,4661,8,32149796,1943602,6.045,9535435579,3734604,0.04%,146240,11566,7.91%,574855,9377131104,455,0.00%,4849,6843,141.12%,0,0,62688536116,1253770722.32,33851809502.640003,0.0,27582955891.04
10,2018-07-17,nbody_50000000_v4_original,10.0.2,nbody.java 50000000,1.0,0.49,0.54,0.01,0.0,0.44,5.27,2.03,0.0,0.04,2.0,4.172207764,15729066309,3.726,31658757784,2.03,4221.14,1.012,15810908400,3.745,66,7873842123,99952565,4221.75,1.012,1179.0,2096606038,9667116,0.46%,0,4108372690,4608,4598,8,35583683,2649595,7.446,9279319690,12612208,0.14%,2687413,164878,6.14%,8264083,9436475167,5875,0.00%,17457,59517,340.93%,0,0,62916265236,629162652.36,33974783227.440002,0.0,27683156703.84
1,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,0.99,0.52,0.52,0.01,0.0,0.46,5.09,1.92,0.0,0.03,2.1,4.030085227,15826145511,3.891,30142498560,1.91,4067.5,1.009,15764335708,3.876,15,7607634822,96490144,4067.85,1.009,748.0,1549920425,5338575,0.34%,0,4060588738,3549,3539,8,36486758,1510202,4.139,9121162423,1581478,0.02%,33212,6086,18.32%,537854,9120989762,596,0.00%,6507,3225,49.56%,0,0,63304582044,633045820.44,32918382662.88,0.0,29120107740.24
2,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,1.0,0.52,0.52,0.02,0.0,0.46,5.09,1.88,0.01,0.24,2.08,3.999629249,15945250285,3.953,29243484729,1.83,4033.94,1.009,15726867679,3.899,11,7437614907,94286691,4034.17,1.009,724.0,1542151783,3287738,0.21%,0,4065780269,3550,3540,8,720197,74896,10.399,9126072101,171465,0.00%,32302,3473,10.75%,489311,9126984794,301,0.00%,8105,2980,36.77%,0,0,63781001140,1275620022.8,33166120592.8,0.0,29339260524.4
3,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,1.0,0.52,0.52,0.02,0.0,0.46,5.09,1.87,0.0,0.3,2.11,3.986577981,15700465294,3.908,29597028662,1.87,4017.35,1.008,15768688646,3.925,9,7405498962,93316808,4017.54,1.008,687.0,1515316757,1638554,0.11%,0,4040938990,3543,3533,8,219849,42421,19.296,9131481234,139987,0.00%,11983,932,7.78%,401478,9164111694,0,0.00%,3388,3863,114.02%,0,0,62801861176,1256037223.52,32656967811.52,0.0,28888856140.960003
4,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,0.99,0.52,0.52,0.02,0.0,0.46,5.08,1.91,0.0,0.04,2.08,4.035082276,15630909067,3.831,29657916325,1.88,4079.82,1.011,15573363481,3.817,18,7644896258,96927464,4080.16,1.011,654.0,1534260453,4332875,0.28%,0,4082347909,3550,3538,10,35058904,2274643,6.488,9073410751,7135491,0.08%,659602,18461,2.80%,527878,9139261158,904,0.00%,5898,2773,47.02%,0,0,62523636268,1250472725.3600001,32512290859.36,0.0,28760872683.280003
5,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,1.0,0.52,0.52,0.02,0.0,0.45,5.1,1.89,0.01,0.28,2.07,3.983922379,15471250376,3.848,29400743581,1.86,4020.01,1.009,15731193494,3.913,24,7426794379,94079395,4020.24,1.009,627.0,1533698156,1876996,0.12%,0,4058531328,3546,3536,8,277622,43859,15.798,9139591573,138827,0.00%,17686,2554,14.44%,418188,9188553193,54,0.00%,3076,4971,161.61%,0,0,61885001504,1237700030.08,32180200782.08,0.0,27848250676.8
6,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,1.0,0.52,0.52,0.03,0.01,0.44,5.08,1.83,0.03,0.25,2.14,3.993455067,15850385081,3.943,30063900019,1.89,4019.86,1.007,15931381559,3.963,15,7392062862,93269272,4020.05,1.007,615.0,1490707139,129337,0.01%,0,4040681763,3544,3534,8,562572,49393,8.78,9087407785,191108,0.00%,39220,1346,3.43%,674705,9158713954,594,0.00%,5646,5381,95.31%,0,0,63401540324,1902046209.72,32968800968.48,634015403.24,27896677742.56
7,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,0.99,0.52,0.52,0.02,0.0,0.46,5.09,1.91,0.01,0.12,2.06,4.009307013,15510255684,3.832,29525247210,1.86,4047.79,1.01,15734344817,3.887,18,7594875580,93831780,4048.08,1.01,603.0,1534022194,4968945,0.32%,0,4041182649,3551,3541,8,9455260,203865,2.156,9093119279,161354,0.00%,22361,4597,20.56%,436970,9160625118,216,0.00%,5698,6671,117.08%,0,0,62041022736,1240820454.72,32261331822.72,0.0,28538870458.56
8,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,0.99,0.52,0.52,0.02,0.0,0.44,5.1,1.87,0.01,0.26,2.14,3.981963689,15773633781,3.938,30117066192,1.9,4005.87,1.006,15849066023,3.956,15,7345585823,93043459,4006.02,1.006,594.0,1504111900,432092,0.03%,0,4032059437,3547,3534,10,278995,30683,10.998,9104471726,140448,0.00%,19894,2434,12.23%,448817,9152515279,38,0.00%,5515,4297,77.91%,0,0,63094535124,1261890702.48,32809158264.48,0.0,27761595454.56
9,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,0.99,0.52,0.52,0.01,0.0,0.46,5.1,1.91,0.01,0.12,2.05,4.016543368,15608812987,3.851,29616203385,1.87,4052.58,1.009,15837381481,3.908,14,7606735314,93967791,4052.86,1.009,572.0,1540326505,5073293,0.33%,0,4064668145,3551,3541,8,3210314,97221,3.028,9104907017,147746,0.00%,15797,7560,47.86%,487169,9129427064,3108,0.00%,6013,3757,62.48%,0,0,62435251948,624352519.48,32466331012.960003,0.0,28720215896.08
10,2023-08-22,nbody_50000000_v4_original,11.0.20.1,nbody.java 50000000,1.0,0.52,0.52,0.02,0.01,0.45,5.09,1.83,0.01,0.35,2.13,4.013234841,16073930528,3.971,30364092454,1.93,4048.07,1.009,15932915609,3.936,11,7376158757,93471525,4048.33,1.009,549.0,1507252289,322527,0.02%,0,4035761461,3549,3539,8,554202,50674,9.144,8979825866,226039,0.00%,49675,3089,6.22%,719251,9040248996,92,0.00%,4194,7643,182.24%,0,0,64295722112,1285914442.24,33433775498.24,642957221.12,28933074950.4
1,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,0.99,0.52,0.53,0.01,0.0,0.46,5.11,1.89,0.01,0.38,2.11,3.989185466,15587688294,3.884,29349124466,1.86,4012.72,1.006,15761390532,3.928,18,7378432971,93135748,4012.95,1.006,703.0,1522861477,1809498,0.12%,0,4038309523,3732,3722,8,488675,60961,12.475,9115729323,139536,0.00%,20267,2551,12.59%,471198,9174033220,162,0.00%,7522,3989,53.03%,0,0,62350753176,623507531.76,33045899183.280003,0.0,28681346460.960003
2,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,1.0,0.52,0.52,0.02,0.0,0.45,5.12,1.86,0.01,0.26,2.13,3.959861491,15789422319,3.96,30093429153,1.92,3987.03,1.007,15837569935,3.972,16,7356853948,93255699,3987.24,1.007,691.0,1524074152,1087601,0.07%,0,4072830448,3753,3743,8,220581,34860,15.804,9171406252,121817,0.00%,11299,1425,12.61%,410933,9209763236,9310,0.00%,18313,16233,88.64%,0,0,63157689276,1263153785.52,32841998423.52,0.0,28420960174.2
3,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,1.0,0.52,0.52,0.02,0.01,0.45,5.11,1.88,0.01,0.19,2.13,3.96894232,15805574775,3.957,30191148910,1.91,3994.04,1.006,15777992071,3.95,24,7377006122,93498772,3994.27,1.006,674.0,1513229175,428548,0.03%,0,4072102888,3749,3739,8,317790,34906,10.984,9151611260,142209,0.00%,22133,2275,10.28%,459958,9190479884,618,0.00%,21324,14116,66.20%,0,0,63222299100,1264445982.0,32875595532.0,632222991.0,28450034595.0
4,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,0.99,0.52,0.52,0.02,0.0,0.45,5.11,1.89,0.01,0.29,2.08,3.993641434,15474554559,3.842,29389689274,1.87,4027.51,1.008,15676578379,3.892,17,7403527758,93818276,4027.77,1.009,671.0,1523462410,2061185,0.14%,0,4039366413,3747,3734,11,454102,92915,20.461,9131001411,139989,0.00%,15452,1891,12.24%,418614,9211971058,154,0.00%,6928,3281,47.36%,0,0,61898218236,1237964364.72,32187073482.72,0.0,27854198206.2
5,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,1.0,0.53,0.52,0.03,0.01,0.43,5.11,1.84,0.01,0.25,2.15,3.975832229,15901174699,3.977,30176136618,1.89,3998.31,1.006,15889522143,3.974,13,7378885577,93497684,3998.51,1.006,614.0,1498934301,196594,0.01%,0,4077070090,3733,3723,8,564089,75029,13.301,9155787079,238215,0.00%,40408,1650,4.08%,792761,9236952449,232,0.00%,2593,10409,401.43%,0,0,63604698796,1908140963.8799999,33074443373.920002,636046987.96,27350020482.28
6,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,1.0,0.53,0.51,0.03,0.01,0.44,5.11,1.86,0.02,0.23,2.15,3.985157518,15902855955,3.966,30621309344,1.92,4009.4,1.006,15947376908,3.977,14,7373825530,93428083,4009.6,1.006,594.0,1506153038,202958,0.01%,0,4074383365,3741,3731,8,601392,45449,7.557,9120183025,250924,0.00%,50408,1899,3.77%,807665,9156841641,263,0.00%,2635,11704,444.17%,0,0,63611423820,1908342714.6,32441826148.2,636114238.2,27989026480.8
7,2019-07-16,nbody_50000000_v4_original,12.0.2,nbody.java 50000000,1.0,0.52,0.52,0.02,0.0,0.43,5.12,1.87,0.02,0.25,2.14,3.986348771,15851508123,3.952,29848636196,1.87,4010.93,1.006,15917930348,3.969,16,7368146524,93373129,4011.13,1.006,613.0,1511931666,529300,0.04%,0,4040328510,3752,3742,8,639975,68202,10.657,9183704033,259182,0.00%,49426,4461,9.03%,885559,9155498557,378,0.00%,4742,12398,261.45%,0,0,63406032492,1268120649.84,32971136895.84,0.0,27264593971.56
