version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1.8.0_382,nbody.java 50000000,1.00,0.51,0.53,0.01,0.00,0.46,5.08,1.95,0.00,0.08,2.12,3818627132.50,15134629292.10,3.95,29423059044.10,1.95,3829.35,1.00,15228992125.80,3.98,18.10,7140341475.40,90470682.40,3829.50,1.00,771.10,1911460633.40,4123524.50,0.21,0.00,4097412448.40,2961.80,2952.20,8.60,3638901.90,324690.20,46.54,8779693130.10,308546.80,0.00,62692.80,15478.90,35.12,744356.00,8714033755.00,2027.90,0.00,7882.60,6848.80,113.34,0.00,0.00
9.0.4,nbody.java 50000000,1.00,0.51,0.53,0.02,0.00,0.45,5.08,1.95,0.01,0.12,2.12,4038297964.80,16043358271.90,3.93,31055808663.60,1.95,4085.87,1.01,16070541634.30,3.93,78.50,7566367202.60,95853171.10,4086.56,1.01,1289.60,1941798072.30,5556041.00,0.29,2.80,4077703457.70,4721.40,4710.90,8.40,39493530.70,3510657.50,9.21,8584711914.10,12444026.60,0.14,2258844.10,194158.70,8.33,12026005.80,8689706841.30,56692.50,0.00,352701.60,261011.30,125.97,0.00,0.00
10.0.2,nbody.java 50000000,0.99,0.49,0.54,0.02,0.00,0.44,5.27,2.02,0.00,0.12,2.11,3980002064.60,15591889251.90,3.87,31069295794.10,1.99,4027.78,1.01,15691741924.20,3.90,72.30,7437951237.60,94245666.10,4028.35,1.01,1252.80,2043383651.90,7197117.60,0.35,0.80,4087168792.00,4616.90,4606.30,8.60,35525266.30,2794495.30,7.68,9427263548.50,10860241.90,0.12,1830969.20,131344.70,7.04,6094265.60,9558293553.20,20027.80,0.00,71169.90,117549.80,219.43,0.00,0.00
11.0.20.1,nbody.java 50000000,1.00,0.52,0.52,0.02,0.00,0.45,5.09,1.88,0.01,0.20,2.10,4004980109.00,15739103859.40,3.90,29772818111.70,1.88,4039.28,1.01,15784953849.70,3.91,15.00,7483785766.40,94268432.90,4039.53,1.01,637.30,1525176760.10,2740093.20,0.18,0.00,4052254068.90,3548.00,3537.50,8.40,8682467.30,437785.70,9.02,9096144975.50,1003394.30,0.01,90173.20,5053.20,14.44,514162.10,9138143101.20,590.30,0.00,5404.00,4556.10,94.40,0.00,0.00
12.0.2,nbody.java 50000000,1.00,0.52,0.52,0.02,0.00,0.45,5.11,1.87,0.01,0.27,2.11,3987608198.50,15774239318.90,3.93,29825923167.20,1.88,4015.20,1.01,15838635489.50,3.94,16.50,7414374638.80,93863087.70,4015.43,1.01,631.10,1524264634.60,1481192.20,0.10,0.00,4054867086.70,3744.80,3734.20,8.60,523608.50,72016.60,13.80,9131335997.80,192125.80,0.00,33334.20,2893.50,9.69,633141.90,9182687940.00,1207.50,0.00,7970.00,9491.10,188.77,0.00,0.00
13.0.2,nbody.java 50000000,0.99,0.52,0.52,0.02,0.01,0.45,5.11,1.89,0.01,0.18,2.12,3984024692.90,15644697915.00,3.90,29815394181.60,1.89,4007.03,1.01,15705167962.10,3.92,13.80,7378533479.80,93433704.60,4007.24,1.01,646.80,1519299384.70,1783490.40,0.11,0.40,4043086868.80,3674.70,3664.30,8.40,1080001.90,64075.30,10.73,9118140958.30,180934.50,0.00,29050.30,4222.90,15.34,538580.60,9181005324.10,1508.60,0.00,11188.90,10373.90,158.40,0.00,0.00
14.0.2,nbody.java 50000000,0.99,0.50,0.54,0.02,0.00,0.44,5.18,1.94,0.01,0.25,2.11,3958598647.30,15621315320.70,3.92,30720544312.40,1.97,3982.22,1.01,15754475072.90,3.96,13.20,7384063115.70,93400055.70,3982.43,1.01,648.90,1523910273.50,1249043.80,0.08,0.00,4076922959.50,3626.50,3616.10,8.40,411220.70,57498.80,14.60,9182195015.90,196989.50,0.00,42747.60,20355.90,56.05,743719.40,9179931316.80,6201.10,0.00,14605.30,8937.10,69.90,0.00,0.00
15.0.2,nbody.java 50000000,0.99,0.49,0.55,0.02,0.00,0.42,5.18,2.00,0.01,0.21,2.09,3982176457.40,15521703572.20,3.89,31203822167.90,2.00,3987.05,1.00,15687548898.00,3.93,13.70,7400241957.60,93582332.00,3987.26,1.00,683.80,1528375078.90,1958267.80,0.13,0.00,4083585156.50,3375.40,3363.90,8.50,473359.20,61642.40,15.07,9212524225.40,205059.20,0.00,48884.10,19442.30,56.22,781549.90,9240717711.20,3169.40,0.00,9362.10,10189.60,139.78,0.00,0.00
16.0.2,nbody.java 50000000,1.00,0.49,0.55,0.02,0.00,0.42,5.19,2.02,0.01,0.14,2.09,3984096352.50,15495954795.60,3.89,31347366849.10,2.01,3982.64,1.00,15653377536.90,3.93,12.20,7387965362.60,93423573.40,3982.86,1.00,723.10,1563703574.10,1152493.70,0.07,0.00,4070175328.80,3229.00,3219.40,8.60,361074.00,74118.90,21.24,9232605921.80,184031.30,0.00,28007.10,16118.80,76.73,744505.20,9276360377.00,6236.20,0.00,11217.00,7168.00,95.41,0.00,0.00
17.0.8.1,nbody.java 50000000,0.99,0.48,0.56,0.02,0.00,0.42,5.24,2.04,0.01,0.18,2.12,3928141104.90,15628598576.40,3.97,32186391570.00,2.07,3940.36,1.00,15712736916.90,3.99,13.80,7367614515.30,93199854.60,3940.53,1.00,708.30,1576856461.60,1056867.40,0.07,0.00,4086280424.70,5061.10,5051.50,8.60,935974.30,218939.80,19.74,9176045002.50,211973.90,0.00,47042.20,10184.00,16.27,700148.30,9139340935.60,1174.20,0.00,9446.30,6752.70,98.31,0.00,0.00
