version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1.8.0_382,nbody.java 50000000,3.97154,1673.1,1693296048.564442,0.00,0.00,521.90,12.75,4094.80,1896.00,2.28,2506.20,0.00,12.90,158.40,101.80,51.70,192.20,0.80,588.90,6.40,884.30,0.00,0.16,0.11,0.04,0.36,0.00,4.45,0.15,81.89,13.47,0.05,0.46,73.27,80.40,81.60,98.66,450.00,300.00,101.82,99.56,1.11,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.13,54.17,0.04,2.42,0.00,0.00
9.0.4,nbody.java 50000000,3.97285,1390.1,1693296209.532692,0.00,0.00,527.30,12.90,4089.10,1896.00,2.16,2872.20,0.00,37.50,383.10,368.10,189.20,504.50,0.70,657.60,8.40,967.50,0.00,0.19,0.20,0.15,0.82,0.00,4.52,0.16,80.99,13.78,0.26,0.81,72.25,76.10,76.50,98.62,450.00,300.00,102.83,99.46,1.16,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.43,55.42,0.05,2.44,0.00,0.00
10.0.2,nbody.java 50000000,4.03721,2016.3,1693296371.137603,0.00,0.00,525.60,12.85,4091.10,1895.90,2.18,2836.60,0.00,29.50,305.10,313.10,168.00,481.50,0.60,662.70,9.10,1025.90,0.00,0.22,0.17,0.13,0.76,0.00,4.55,0.20,81.04,13.70,0.22,0.74,72.49,75.60,76.00,98.60,450.00,300.00,102.38,99.41,1.15,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.02,56.79,0.05,2.48,0.00,0.00
11.0.20,nbody.java 50000000,4.0867,1564.4,1693296533.178056,0.00,0.00,523.10,12.78,4094.20,1896.00,2.27,3193.20,0.00,17.30,162.20,146.20,81.30,219.10,0.60,593.50,6.20,996.70,0.00,0.21,0.15,0.07,0.36,0.00,4.60,0.13,81.62,13.46,0.12,0.46,73.18,75.40,75.40,98.72,450.00,315.00,101.85,99.49,1.12,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.78,54.50,0.05,2.50,0.00,0.00
12.0.2,nbody.java 50000000,3.86086,1583.9,1693296692.958431,0.00,0.00,523.60,12.79,4093.30,1896.00,2.14,3026.60,0.00,41.90,213.30,164.40,91.40,253.40,0.30,586.00,5.20,910.00,0.00,0.17,0.13,0.08,0.42,0.00,4.73,0.12,81.46,13.58,0.11,0.50,73.01,75.80,76.10,98.65,450.00,300.00,102.13,99.43,1.17,1.14,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.30,50.59,0.04,2.37,0.00,0.00
13.0.2,nbody.java 50000000,3.85503,1572.7,1693296852.655677,0.00,0.00,525.10,12.83,4093.00,1896.00,2.14,2944.50,0.00,46.00,274.20,210.30,128.80,283.20,0.20,600.10,6.90,891.90,0.00,0.17,0.13,0.12,0.48,0.00,4.62,0.14,81.44,13.49,0.13,0.52,73.03,75.40,75.30,98.63,450.00,300.00,102.14,99.51,1.19,1.16,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.12,50.40,0.04,2.36,0.00,0.00
14.0.2,nbody.java 50000000,4.01876,1535.3,1693297014.006289,0.00,0.00,523.40,12.79,4093.70,1896.00,2.26,3066.40,0.00,43.80,268.20,196.60,110.40,253.40,0.20,627.60,6.90,958.20,0.00,0.17,0.15,0.08,0.42,0.00,4.82,0.18,81.32,13.52,0.10,0.45,73.14,76.40,76.40,98.69,450.00,300.00,101.90,99.50,1.14,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.94,52.84,0.05,2.46,0.00,0.00
15.0.2,nbody.java 50000000,4.09187,1540.4,1693297176.122062,0.00,0.00,521.40,12.74,4094.60,1896.00,2.28,3047.20,0.00,20.50,198.90,162.50,72.20,201.00,1.20,602.60,5.00,878.00,0.00,0.17,0.12,0.06,0.38,0.00,4.61,0.07,81.77,13.56,0.08,0.51,73.11,75.60,75.50,98.71,450.00,300.00,101.77,99.12,1.15,1.01,0.12,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.14,51.85,0.05,2.50,0.00,0.00
16.0.2,nbody.java 50000000,4.09394,1582.9,1693297338.286617,0.00,0.00,521.90,12.76,4092.70,1896.00,2.26,3009.30,0.00,21.40,306.30,244.50,117.70,234.10,0.80,630.20,5.80,904.40,0.00,0.15,0.15,0.09,0.45,0.00,4.65,0.05,81.64,13.47,0.11,0.54,73.12,75.50,76.10,98.70,450.00,300.00,101.78,99.10,1.15,1.01,0.14,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.09,51.80,0.05,2.50,0.00,0.00
17.0.8,nbody.java 50000000,4.05166,1511.8,1693297499.905337,0.00,0.00,523.20,12.78,4093.70,1896.20,2.31,2688.10,0.00,10.20,229.10,189.00,103.40,224.40,0.20,607.30,6.40,933.10,0.00,0.17,0.13,0.07,0.38,0.00,4.63,0.10,81.68,13.51,0.08,0.46,73.17,76.40,76.50,98.66,450.00,300.00,102.07,99.54,1.16,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.17,51.96,0.05,2.48,0.00,0.00
