version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
Python 2.5.6,nbody.py 50000000,1.00,0.36,0.68,0.17,0.11,0.03,7.16,2.74,0.00,0.06,1.95,491902737492 ns,1817392103946,3.695 GHz,4988842094226,2.74,491856.61 msec,1.000,1817398195081,3.695 GHz,80,930190549242,11774931185,491857.23 msec,1.000,2014 C,1017519770940,9372577671,0.92%,0,791023909880,406132,406132,0,270094375,153474306,56.822,1692481260160,434198715,0.03%,23801758,16662552,70.01%,76480760,1692534363887,3081707,0.00%,2860716,79653540,2784.39%,0,3
Python 2.7.18,nbody.py 50000000,1.00,0.34,0.74,0.14,0.09,0.03,7.31,2.93,0.00,0.05,1.83,436701849156 ns,1516124135820,3.472 GHz,4446000070380,2.93,436667.59 msec,1.000,1516146101009,3.472 GHz,68,826793969318,10466221044,436668.06 msec,1.000,1891 C,808139354703,5996766718,0.74%,0,716659772598,406399,406399,0,301327965,147336767,48.896,1517616686027,333450345,0.02%,28735851,16658122,57.97%,334831651,1517374938722,1301133,0.00%,897811,107699241,11995.76%,0,0
Python 3.0.1,nbody.py 50000000,1.00,0.39,0.63,0.26,0.09,0.02,6.23,2.58,0.00,0.10,1.85,553462138800 ns,1936944648623,3.500 GHz,4992789638736,2.58,553421.70 msec,1.000,1936921554172,3.500 GHz,69,1047950036075,13265747500,553422.30 msec,1.000,1908 C,1059171571464,9218595064,0.87%,0,737676220354,8822,8822,0,80654786,1820375,2.257,1596674753601,804621527,0.05%,4850033,72281,1.49%,107589819,1596519127358,4371,0.00%,1335530,1584148,118.62%,0,0
Python 3.4.10,nbody.py 50000000,1.00,0.36,0.69,0.20,0.08,0.03,6.82,2.75,0.00,0.10,1.83,468961357487 ns,1627060403766,3.470 GHz,4480296101002,2.75,468927.22 msec,1.000,1627076085507,3.470 GHz,70,887927518462,11240017984,468927.76 msec,1.000,1887 C,836241744144,5940592434,0.71%,0,723942580016,8698,8698,0,58241176,1585926,2.723,1547423189059,750168091,0.05%,4652368,67129,1.44%,89525724,1547156918162,3666,0.00%,846180,1157872,136.84%,0,0
Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.20,0.10,0.04,6.69,2.63,0.00,0.15,1.83,488451060929 ns,1694829320343,3.470 GHz,4450761887189,2.63,488415.70 msec,1.000,1694798706202,3.470 GHz,83,924831402459,11707235313,488416.19 msec,1.000,1940 C,837112778699,8883416281,1.06%,0,723901941847,8745,8745,0,81800984,1235207,1.510,1516083766790,1166668190,0.08%,6491402,158652,2.44%,337738659,1516923405678,55980,0.00%,151268719,17489124,11.56%,0,0
Python 3.6.15,nbody.py 50000000,1.00,0.37,0.69,0.20,0.08,0.02,6.73,2.72,0.00,0.06,1.83,463349388073 ns,1608792311749,3.472 GHz,4383605878867,2.72,463316.60 msec,1.000,1608773647742,3.472 GHz,47,877300415149,11105538769,463317.04 msec,1.000,1923 C,837855112540,6282202170,0.75%,0,701984883322,8754,8754,0,54794507,1082772,1.976,1420661178834,454093604,0.03%,4927544,63707,1.29%,133635763,1420667856864,15074,0.00%,39241856,7783657,19.84%,0,0
Python 3.7.16,nbody.py 50000000,1.00,0.35,0.73,0.15,0.09,0.03,6.97,2.86,0.00,0.04,1.83,452607555128 ns,1565923912010,3.460 GHz,4474247050965,2.86,452574.76 msec,1.000,1565858935250,3.460 GHz,44,856831954845,10846517584,452575.18 msec,1.000,1894 C,841212333386,6192826623,0.74%,0,683766338226,8695,8695,0,78428752,1869499,2.384,1502973185048,277867809,0.02%,6341266,60272,0.95%,157440035,1502176369485,9214,0.00%,1068316,29566003,2767.53%,0,0
Python 3.8.16,nbody.py 50000000,1.00,0.37,0.69,0.19,0.09,0.03,6.79,2.73,0.00,0.08,1.83,507991266804 ns,1760091007311,3.465 GHz,4800128593906,2.73,507959.54 msec,1.000,1760127050215,3.465 GHz,36,961855635163,12175916272,507959.98 msec,1.000,1910 C,940431809940,7680312673,0.82%,0,759590116980,8604,8604,0,81431504,1411745,1.734,1644507619828,603237271,0.04%,6564415,67892,1.03%,107543212,1644665076604,12245,0.00%,8042538,83127532,1033.60%,0,0
Python 3.9.16,nbody.py 50000000,1.00,0.37,0.69,0.18,0.10,0.03,6.73,2.72,0.00,0.02,1.84,522956969468 ns,1819644440885,3.480 GHz,4948417203793,2.72,522924.36 msec,1.000,1819704771651,3.480 GHz,37,990129058525,12533894768,522924.77 msec,1.000,1895 C,983641248126,8408220152,0.85%,0,788592233761,8593,8593,0,64971863,967744,1.489,1688370698033,169256181,0.01%,5858852,87113,1.49%,384999620,1688075244004,10427123,0.00%,3809743,9326817,244.81%,0,0
Python 3.10.11,nbody.py 50000000,1.00,0.37,0.68,0.20,0.09,0.03,6.55,2.69,0.00,0.02,1.83,525525919558 ns,1817710123764,3.459 GHz,4884719275278,2.69,525487.80 msec,1.000,1817665874122,3.459 GHz,60,995013698211,12595628545,525488.31 msec,1.000,1914 C,923022272820,7643865053,0.83%,0,769534288551,8598,8598,0,85525633,8489202,9.926,1607917188619,196655103,0.01%,8487320,977858,11.52%,162406520,1607564461488,26796,0.00%,1511021,1039678,68.81%,0,0
